fips_txt,breweriesTOTALper10000,brewery_per_1Mpeople,median_HHI_2019,bach_deg_pct_14to18,population2019,perc_hispanic,perc_age_25_39,pop_density_per_mile,change_in_pop_decade,perc_female,
9011,0.377065376,37.7065376,75226,33.3,265206,0.111,0.1908,398.8791929,-0.0334,0.498,
35006,0.374882849,37.4882849,40436,13.4,26675,0.3847,0.2105,5.876223708,-0.0202,0.488,
41065,0.374784499,37.4784499,56993,20.5,26682,0.1921,0.1974,11.20377373,0.0551,0.498,
36027,0.373872435,37.3872435,84564,35.2,294218,0.129,0.1788,369.7924915,-0.0111,0.503,
16001,0.373764242,37.3764242,72295,37.8,481587,0.0852,0.2173,457.5318077,0.1853,0.499,
51099,0.372633776,37.2633776,85657,34.6,26836,0.0584,0.1988,149.3909907,0.1212,0.494,
42019,0.372631792,37.2631792,72576,35.4,187853,0.0161,0.1746,238.209545,0.0212,0.504,
51191,0.372162263,37.2162263,52387,22.5,53740,0.0163,0.1602,95.79749543,-0.0211,0.507,
39019,0.371553838,37.1553838,56999,13.6,26914,0.0127,0.1555,68.20422241,-0.0714,0.5,
35017,0.370397807,37.0397807,43175,27.3,26998,0.504,0.1462,6.814880257,-0.0932,0.508,
39069,0.370288084,37.0288084,61351,18,27006,0.0777,0.1734,64.91670873,-0.0448,0.505,
50019,0.36986352,36.986352,48826,21.6,27037,0.0167,0.1678,38.99934802,-0.0072,0.499,
37009,0.367606514,36.7606514,41542,19,27203,0.0511,0.1504,63.83657761,-0.0029,0.51,
18091,0.364006989,36.4006989,56427,17.9,109888,0.069,0.1965,183.6673636,-0.0144,0.485,
55069,0.362410756,36.2410756,60728,18.3,27593,0.0169,0.153,31.39231808,-0.0417,0.493,
16055,0.362106737,36.2106737,62764,24.9,165697,0.0494,0.1924,133.1835627,0.1642,0.505,
42029,0.361912345,36.1912345,102233,51.8,524989,0.0763,0.179,699.5115309,0.0497,0.508,
8041,0.360909102,36.0909102,72675,37.9,720403,0.1773,0.2318,338.7260961,0.1362,0.495,
37053,0.360191622,36.0191622,70699,23.1,27763,0.0437,0.187,106.0255411,0.1519,0.502,
32510,0.357679376,35.7679376,58126,22.3,55916,0.2484,0.1936,386.5285977,0.0115,0.487,
46029,0.357028098,35.7028098,63442,21.6,28009,0.0243,0.1882,40.68148643,0.0279,0.498,
51067,0.356875201,35.6875201,61878,20.5,56042,0.0288,0.1487,81.17017609,-0.0021,0.508,
39035,0.356254534,35.6254534,52503,31.9,1235072,0.0626,0.2051,2701.435505,-0.0365,0.523,
55055,0.35390296,35.390296,71098,24.8,84769,0.0734,0.1817,152.3323641,0.0128,0.5,
47031,0.353857042,35.3857042,54931,19.6,56520,0.0469,0.1859,131.7614586,0.0659,0.512,
39073,0.353806963,35.3806963,51016,14.8,28264,0.0114,0.1697,67.08392374,-0.0395,0.504,
53053,0.353598975,35.3598975,78779,26.4,904980,0.1138,0.2303,542.0638895,0.1213,0.501,
18137,0.353057478,35.3057478,61219,18.1,28324,0.0187,0.1713,63.44612545,-0.0174,0.502,
42081,0.353048129,35.3048129,53762,22.8,113299,0.0215,0.1904,92.21842203,-0.0248,0.51,
19113,0.352879941,35.2879941,64783,33,226706,0.0339,0.2042,316.239817,0.0683,0.507,
17077,0.352422907,35.2422907,37308,36,56750,0.0465,0.1859,97.16118141,-0.0611,0.504,
17161,0.352412972,35.2412972,57772,23.2,141879,0.1322,0.1862,331.7751546,-0.0399,0.507,
5015,0.352360817,35.2360817,43841,20.4,28380,0.1517,0.1619,45.04139904,0.0329,0.502,
53029,0.352356679,35.2356679,72173,33,85141,0.0819,0.1992,408.4500285,0.0779,0.502,
26007,0.352050695,35.2050695,43676,17.5,28405,0.015,0.164,49.67124821,-0.042,0.506,
39153,0.35119304,35.119304,57753,32.1,541013,0.023,0.1955,1310.758623,-0.0014,0.515,
29127,0.350508237,35.0508237,50803,20.9,28530,0.019,0.1841,65.29739726,-0.0088,0.514,
20051,0.350225896,35.0225896,51237,34.8,28553,0.0594,0.1912,31.72865791,0.0035,0.496,
55139,0.349025927,34.9025927,59643,27.3,171907,0.0436,0.1975,395.6551059,0.0286,0.497,
36091,0.348033394,34.8033394,89071,41.4,229863,0.0338,0.1848,283.7870872,0.0446,0.506,
6041,0.347723954,34.7723954,112069,58.8,258826,0.1629,0.1411,497.4495777,0.0248,0.511,
48209,0.34753748,34.753748,72890,37.4,230191,0.4009,0.2168,339.5257663,0.3175,0.503,
19163,0.346935117,34.6935117,65724,31.9,172943,0.0695,0.2005,377.5314404,0.0446,0.509,
55117,0.346800763,34.6800763,62108,23.9,115340,0.0669,0.1795,225.597293,-0.0014,0.496,
27079,0.346176481,34.6176481,75519,22.4,28887,0.0677,0.1736,64.3707104,0.041,0.495,
31109,0.344730327,34.4730327,61383,38.8,319090,0.0739,0.2064,380.9811497,0.1056,0.498,
50021,0.343695761,34.3695761,51903,30.3,58191,0.0161,0.1622,62.58301329,-0.0593,0.505,
9015,0.342518539,34.2518539,63309,24.1,116782,0.1245,0.1904,227.6851689,-0.0141,0.504,
12003,0.342348511,34.2348511,60454,13.4,29210,0.0284,0.2186,49.91191512,0.0717,0.474,
21067,0.340397089,34.0397089,58981,42.9,323152,0.0741,0.2216,1139.267193,0.0846,0.511,
55009,0.340210628,34.0210628,65494,29.6,264542,0.0904,0.2024,499.4109962,0.0625,0.504,
47093,0.340198974,34.0198974,60316,36.7,470313,0.0456,0.2037,925.4213276,0.081,0.514,
27053,0.339694575,33.9694575,82323,49.2,1265843,0.0699,0.2458,2286.603287,0.0896,0.505,
27115,0.33807769,33.807769,55684,14.5,29579,0.0302,0.1735,20.95885393,-0.0058,0.464,
51145,0.33724538,33.724538,94293,28.8,29652,0.0232,0.1706,113.9492969,0.0542,0.483,
36021,0.336354922,33.6354922,71563,31.3,59461,0.0503,0.164,93.68289205,-0.0611,0.5,
39053,0.334470533,33.4470533,48094,15.3,29898,0.0143,0.1719,64.08591087,-0.0347,0.506,
42047,0.334336342,33.4336342,55462,18.6,29910,0.0085,0.1519,36.1512187,-0.0681,0.498,
42133,0.334032575,33.4032575,69101,24.2,449058,0.0808,0.1877,496.6461361,0.0314,0.506,
39103,0.333804368,33.3804368,78540,33.3,179746,0.023,0.1711,426.5873675,0.0412,0.505,
22071,0.333210302,33.3210302,45092,36.8,390144,0.0551,0.2525,2302.780614,0.1187,0.528,
21021,0.332667997,33.2667997,53644,23.4,30060,0.0345,0.1776,166.8433526,0.0542,0.501,
45053,0.332524191,33.2524191,50790,16.9,30073,0.1395,0.1885,45.89069734,0.1761,0.497,
51173,0.33218177,33.218177,41964,14.3,30104,0.0201,0.1654,66.76010361,-0.0699,0.511,
37023,0.331546665,33.1546665,47890,16.6,90485,0.0647,0.1751,178.4365578,-0.0047,0.5,
23007,0.331136793,33.1136793,51136,25.4,30199,0.0134,0.1611,17.79962266,-0.0188,0.509,
19103,0.330819108,33.0819108,67295,53,151140,0.0576,0.2185,246.1403166,0.134,0.504,
27047,0.330240085,33.0240085,56716,16.7,30281,0.1024,0.1708,42.8249989,-0.0322,0.501,
42071,0.32983706,32.983706,67515,26.9,545724,0.1096,0.1927,578.2138354,0.0482,0.51,
30047,0.328320967,32.8320967,49019,28,30458,0.0479,0.1594,20.43955307,0.0562,0.507,
26149,0.328062463,32.8062463,54024,15.7,60964,0.0841,0.1797,121.7840513,-0.0054,0.5,
55079,0.327790502,32.7790502,53505,30.5,945726,0.1561,0.2339,3917.639456,-0.0021,0.516,
20045,0.327174278,32.7174278,62559,50.4,122259,0.065,0.2081,268.187711,0.0935,0.502,
6061,0.326363383,32.6363383,97688,38.6,398329,0.1441,0.1762,283.1033774,0.1253,0.512,
28001,0.325807187,32.5807187,34583,17.8,30693,0.101,0.2007,66.37659032,-0.0523,0.48,
26015,0.324939074,32.4939074,67703,20.1,61550,0.0314,0.1751,111.2834754,0.0386,0.496,
13311,0.324696409,32.4696409,54786,21.4,30798,0.0336,0.1548,127.9592498,0.1186,0.513,
55123,0.324443579,32.4443579,56272,21.8,30822,0.0159,0.1498,38.93736443,0.034,0.496,
37183,0.323810603,32.3810603,84377,51.8,1111761,0.1039,0.2225,1331.101184,0.1896,0.514,
42043,0.323393185,32.3393185,60763,30.5,278299,0.099,0.2038,530.0458816,0.0366,0.515,
26035,0.323101777,32.3101777,42480,12.1,30950,0.021,0.1551,54.84525487,0.0008,0.5,
18169,0.322622274,32.2622274,59874,18.4,30996,0.0273,0.1627,75.1538428,-0.061,0.515,
5007,0.322417703,32.2417703,70775,32.4,279141,0.1706,0.2253,329.425496,0.2071,0.503,
34019,0.321618384,32.1618384,117275,52,124371,0.0699,0.1462,290.7093888,-0.032,0.507,
42003,0.320711816,32.0711816,64799,40.7,1216045,0.0227,0.2208,1665.643941,-0.006,0.516,
48091,0.32008399,32.008399,87976,35.3,156209,0.2805,0.1789,279.2058998,0.3056,0.505,
6007,0.319363463,31.9363463,58394,26.5,219186,0.1721,0.1914,133.9387851,-0.0037,0.505,
39065,0.318826718,31.8826718,51155,16.6,31365,0.0194,0.1572,66.6765872,-0.0221,0.501,
6069,0.318430773,31.8430773,84209,19.7,62808,0.6084,0.2091,45.22758531,0.12,0.499,
39045,0.317311232,31.7311232,71782,27.2,157574,0.0237,0.1855,312.3920771,0.0725,0.503,
27109,0.315869937,31.5869937,80631,44,158293,0.0519,0.2171,242.2793943,0.0887,0.512,
26075,0.315437512,31.5437512,56001,21.4,158510,0.0364,0.1879,225.9052028,-0.011,0.489,
37119,0.31521422,31.521422,69455,44.8,1110356,0.1377,0.2491,2119.639128,0.1718,0.519,
36083,0.31503207,31.503207,70688,30.1,158714,0.052,0.2065,243.2655714,-0.0045,0.506,
1127,0.314856504,31.4856504,45991,11.6,63521,0.0265,0.1752,80.28518994,-0.0551,0.512,
17157,0.314643509,31.4643509,58444,12.8,31782,0.0332,0.2049,55.22502172,-0.0533,0.449,
18055,0.31326358,31.326358,51918,14.8,31922,0.016,0.1695,58.84293864,-0.0389,0.5,
8035,0.313252875,31.3252875,123697,57.9,351154,0.0913,0.1869,417.9170911,0.1871,0.5,
24019,0.313194901,31.3194901,48709,20.8,31929,0.061,0.174,59.04413192,-0.0216,0.525,
29095,0.312939627,31.2939627,57907,30.9,703011,0.0924,0.2258,1163.03589,0.041,0.516,
26093,0.312508138,31.2508138,87827,34.8,191995,0.0255,0.1682,339.6614619,0.0574,0.499,
13059,0.311693979,31.1693979,41036,42.7,128331,0.11,0.2265,1076.602349,0.0905,0.526,
47119,0.311245292,31.1245292,66434,21.8,96387,0.0623,0.2083,157.2027831,0.1601,0.517,
27145,0.310414403,31.0414403,66449,27.8,161075,0.0356,0.183,119.9248325,0.0648,0.496,
41011,0.310140028,31.0140028,49504,17.9,64487,0.0681,0.1675,40.40100916,0.0224,0.506,
2090,0.309760555,30.9760555,74076,32.6,96849,0.082,0.2576,13.19790701,-0.0076,0.462,
17021,0.309559188,30.9559188,51573,16.6,32304,0.0172,0.1837,45.53855002,-0.0773,0.491,
51001,0.309444238,30.9444238,47335,18.5,32316,0.0914,0.1584,71.89385445,-0.0262,0.513,
47179,0.309178744,30.9178744,51879,32.4,129375,0.0362,0.1839,396.2905671,0.0494,0.511,
47079,0.309166795,30.9166795,43159,17.1,32345,0.029,0.1619,57.54355128,0.0005,0.515,
39079,0.308518187,30.8518187,50671,15.3,32413,0.011,0.185,77.11799079,-0.0251,0.509,
42027,0.307910213,30.7910213,61036,44.7,162385,0.0302,0.1927,146.3032054,0.0517,0.474,
9007,0.307813539,30.7813539,81721,41.5,162436,0.0656,0.1742,439.8471707,-0.0199,0.513,
21199,0.307791748,30.7791748,43568,15.3,64979,0.0257,0.1795,98.69108516,0.0295,0.512,
53025,0.306958755,30.6958755,57152,17.6,97733,0.4219,0.1991,36.47416527,0.0881,0.492,
48347,0.306729648,30.6729648,46207,24.5,65204,0.2001,0.1714,68.88690035,0.0104,0.519,
29107,0.3057356,30.57356,62264,20.1,32708,0.0313,0.1784,52.0469167,-0.0206,0.504,
21145,0.305726253,30.5726253,48219,24.6,65418,0.0272,0.1827,262.9932782,-0.0022,0.52,
19013,0.304812997,30.4812997,60010,28.6,131228,0.0459,0.1919,231.9462537,0.0011,0.508,
26091,0.304720115,30.4720115,55466,20.9,98451,0.0818,0.177,131.3459319,-0.0146,0.495,
8005,0.304604091,30.4604091,82364,42.2,656590,0.1975,0.2349,822.6913921,0.1288,0.504,
51121,0.304460344,30.4460344,58740,45.8,98535,0.0347,0.193,254.6031926,0.042,0.483,
18177,0.303563839,30.3563839,47885,18.2,65884,0.0323,0.1735,163.9966147,-0.046,0.516,
47037,0.302530887,30.2530887,63846,40.3,694144,0.104,0.2826,1377.179669,0.0972,0.518,
5051,0.30185338,30.185338,45786,20.2,99386,0.0594,0.1699,146.6343849,0.0338,0.519,
56021,0.301507538,30.1507538,69613,28.7,99500,0.1492,0.2158,37.04514519,0.078,0.493,
47143,0.301504507,30.1504507,47599,15.2,33167,0.052,0.1732,105.1661979,0.0409,0.504,
20111,0.301250188,30.1250188,49840,27.3,33195,0.2178,0.1827,39.16934325,-0.0149,0.514,
6057,0.300736805,30.0736805,69550,36.6,99755,0.0976,0.1541,104.1531805,0.0099,0.509,
19125,0.300724747,30.0724747,66381,26.4,33253,0.0201,0.1679,59.96566486,-0.0017,0.501,
48409,0.29971527,29.971527,57302,14.9,66730,0.5849,0.2024,96.22886116,0.0289,0.496,
53045,0.299544692,29.9544692,63689,18,66768,0.1063,0.1803,69.5922628,0.0909,0.481,
27097,0.299526748,29.9526748,61847,17.1,33386,0.0185,0.1715,29.67480903,0.0056,0.496,
51023,0.299230976,29.9230976,74178,28.7,33419,0.0175,0.1505,61.74958703,0.0081,0.503,
41067,0.299206106,29.9206106,85665,43.7,601592,0.1709,0.2389,830.6642917,0.1195,0.505,
31141,0.298775022,29.8775022,62804,22.2,33470,0.2038,0.1829,49.65440711,0.0368,0.492,
23003,0.29826262,29.826262,40675,18.9,67055,0.0135,0.1498,10.05121917,-0.0718,0.506,
18073,0.297956022,29.7956022,65352,14.9,33562,0.0616,0.1711,59.97230288,0.0025,0.503,
4025,0.297746907,29.7746907,54242,25.2,235099,0.1473,0.1361,28.94060798,0.1024,0.511,
29187,0.29755263,29.755263,43886,14,67215,0.0166,0.2175,148.7429379,0.0276,0.466,
13187,0.297530497,29.7530497,57078,26.2,33610,0.0509,0.1623,118.7913746,0.1084,0.504,
20057,0.297450846,29.7450846,54604,17.6,33619,0.5603,0.2019,30.61084195,-0.0068,0.481,
51650,0.29737566,29.737566,55816,26.8,134510,0.0622,0.2226,2616.264369,-0.0218,0.52,
26165,0.297344712,29.7344712,53146,17.9,33631,0.0211,0.1773,59.5236831,0.0266,0.498,
42095,0.294806492,29.4806492,73780,29.2,305285,0.1415,0.181,825.8289127,0.0247,0.508,
55073,0.294785249,29.4785249,66092,25.6,135692,0.0299,0.1852,87.8275036,0.012,0.498,
17049,0.294048459,29.4048459,58943,22.5,34008,0.023,0.1922,71.03098102,-0.0069,0.501,
51155,0.293884268,29.3884268,54086,19.4,34027,0.0182,0.1709,106.3815818,-0.0248,0.499,
41035,0.293091826,29.3091826,53030,19.4,68238,0.1377,0.1852,11.48584459,0.0272,0.5,
27103,0.291766354,29.1766354,71067,32.6,34274,0.0493,0.195,76.42019737,0.0451,0.496,
27005,0.290503442,29.0503442,61311,24.5,34423,0.0227,0.1622,26.17314589,0.0557,0.501,
18097,0.290281179,29.0281179,50707,30.4,964582,0.1089,0.2395,2433.981499,0.0634,0.518,
48441,0.289783676,28.9783676,54465,24.5,138034,0.2497,0.2112,150.7658768,0.0473,0.514,
18151,0.289067468,28.9067468,59444,20.6,34594,0.0375,0.1584,111.976798,0.0118,0.493,
55127,0.288828128,28.8828128,64682,28.3,103868,0.112,0.1589,187.1067341,0.0158,0.5,
39049,0.288588015,28.8588015,64648,39.3,1316756,0.0578,0.2556,2474.230911,0.1165,0.512,
51710,0.288372016,28.8372016,52437,28,242742,0.0846,0.2622,4485.254989,-0.0003,0.479,
38035,0.287972815,28.7972815,57388,34.5,69451,0.0468,0.2219,48.35154583,0.0373,0.487,
31111,0.286418056,28.6418056,60924,22.1,34914,0.0912,0.1802,13.61664355,-0.0394,0.504,
13285,0.286033008,28.6033008,47296,18.5,69922,0.0373,0.1996,168.8986154,0.0412,0.522,
19179,0.285967571,28.5967571,50533,18,34969,0.1115,0.1907,80.97806328,-0.0188,0.501,
27019,0.285472314,28.5472314,101891,48.1,105089,0.0435,0.1802,296.5892895,0.1337,0.503,
34041,0.284989598,28.4989598,83998,31.8,105267,0.1016,0.1697,294.93329,-0.0325,0.51,
31119,0.284908402,28.4908402,58275,22.4,35099,0.1576,0.1929,61.28228542,0.0064,0.503,
39117,0.283061594,28.3061594,59498,13.5,35328,0.0157,0.171,86.99785017,0.0142,0.5,
4015,0.28277744,28.277744,49712,12.9,212181,0.1693,0.1499,15.94017437,0.0565,0.494,
25001,0.281703366,28.1703366,82686,42.8,212990,0.034,0.1353,540.9640788,-0.0136,0.522,
51061,0.280812109,28.0812109,103827,35.9,71222,0.0916,0.173,110.0040312,0.0845,0.506,
31157,0.280756921,28.0756921,50263,22.4,35618,0.2416,0.1791,48.17142525,-0.038,0.514,
5119,0.28067597,28.067597,52684,34.1,391911,0.0625,0.2147,515.8332269,0.0234,0.523,
27003,0.280174044,28.0174044,83363,29.7,356921,0.0487,0.2034,843.7649228,0.0731,0.5,
37081,0.279239129,27.9239129,55820,35.3,537174,0.0841,0.1999,831.919889,0.0908,0.527,
23023,0.278893351,27.8893351,65841,35.5,35856,0.0186,0.1755,141.3350677,0.0157,0.514,
27017,0.278776728,27.8776728,65749,22.5,35871,0.0182,0.188,41.64359325,0.0135,0.478,
19187,0.278520499,27.8520499,53344,19.6,35904,0.0548,0.1809,50.17194904,-0.0587,0.483,
25027,0.276900925,27.6900925,77795,35.9,830622,0.1217,0.1936,549.8004329,0.0386,0.507,
15007,0.276651958,27.6651958,73029,29.5,72293,0.1136,0.1888,116.6098884,0.072,0.506,
48227,0.272747109,27.2747109,61112,12.3,36664,0.4338,0.2288,40.70200524,0.0451,0.429,
54081,0.272624419,27.2624419,45386,18.3,73361,0.0169,0.1832,121.1875424,-0.0749,0.498,
39171,0.272538973,27.2538973,54239,15,36692,0.0488,0.1778,87.16164052,-0.0259,0.502,
47065,0.271883938,27.1883938,57802,31.2,367804,0.0603,0.2116,678.065966,0.0852,0.517,
53015,0.271264908,27.1264908,57316,16.6,110593,0.0934,0.1861,97.00076746,0.074,0.505,
48223,0.269658074,26.9658074,50332,18.3,37084,0.1744,0.1812,48.33844734,0.0519,0.508,
24510,0.269591737,26.9591737,49780,31.2,593490,0.0567,0.263,7332.106147,-0.0463,0.531,
1089,0.268161938,26.8161938,68609,41.7,372909,0.0519,0.2063,465.2099008,0.1022,0.511,
51073,0.267751955,26.7751955,71715,22.8,37348,0.0378,0.1802,171.4729095,0.0131,0.508,
51195,0.267501271,26.7501271,42372,14.5,37383,0.0124,0.1955,92.71830333,-0.1088,0.479,
5009,0.267151101,26.7151101,50083,16,37432,0.0264,0.1751,63.41923755,0.0141,0.507,
28035,0.267033393,26.7033393,40224,27.6,74897,0.0297,0.2134,160.6149504,-0.0005,0.528,
17027,0.266226506,26.6226506,67201,22.5,37562,0.0319,0.2001,79.23051773,-0.0053,0.482,
18133,0.266127315,26.6127315,64098,16.1,37576,0.0203,0.185,78.19731629,-0.0103,0.476,
19153,0.265218979,26.5218979,67331,36.1,490161,0.0867,0.2279,854.2441116,0.1214,0.507,
33011,0.263773155,26.3773155,82862,37.3,417025,0.0728,0.2042,475.9804095,0.0391,0.503,
39113,0.263312814,26.3312814,54704,27.4,531687,0.0326,0.1986,1151.952214,-0.0065,0.519,
27041,0.26218505,26.218505,67592,25.4,38141,0.0175,0.1739,59.84779539,0.0559,0.5,
22069,0.262068243,26.2068243,49536,17.8,38158,0.0251,0.1697,30.47155121,-0.0369,0.518,
37067,0.261578101,26.1578101,53054,33.8,382295,0.133,0.1936,936.657781,0.0827,0.527,
21111,0.260838832,26.0838832,59025,32.7,766757,0.0592,0.2145,2015.575055,0.0335,0.517,
18107,0.260837811,26.0837811,54366,18.1,38338,0.0494,0.1766,75.97505415,0.0056,0.492,
39085,0.260700677,26.0700677,65040,27.9,230149,0.0469,0.1805,1011.675085,0.0005,0.512,
45013,0.260251299,26.0251299,73890,40.3,192122,0.111,0.159,333.3830777,0.1556,0.51,
17055,0.25994957,25.994957,43695,15.9,38469,0.0172,0.1711,94.08176791,-0.0284,0.508,
36071,0.259780745,25.9780745,83188,29.8,384940,0.2156,0.1793,474.2474307,0.0315,0.499,
42049,0.259520702,25.9520702,51923,27.7,269728,0.0441,0.1898,337.5169241,-0.0402,0.506,
41047,0.258756016,25.8756016,64058,22.8,347818,0.2723,0.2092,294.1811311,0.0934,0.502,
53009,0.258628493,25.8628493,57571,26.1,77331,0.0656,0.1606,44.48582518,0.0766,0.506,
20037,0.257612448,25.7612448,42723,29.5,38818,0.0612,0.175,65.820441,-0.0081,0.501,
36093,0.25756766,25.756766,64960,31.4,155299,0.0743,0.1988,759.3489018,0.0037,0.512,
46013,0.257473158,25.7473158,61447,29.3,38839,0.0356,0.2002,22.67333963,0.0594,0.507,
17167,0.256842278,25.6842278,61768,34.2,194672,0.0243,0.1896,224.1984932,-0.0143,0.52,
36055,0.256144088,25.6144088,62159,37.7,741770,0.0918,0.2043,1128.673702,-0.0035,0.518,
18059,0.255859175,25.5859175,77905,30.3,78168,0.026,0.1889,255.4376242,0.1045,0.507,
6039,0.254247523,25.4247523,61105,14.5,157327,0.5878,0.2056,73.61811902,0.0411,0.518,
19127,0.25400696,25.400696,55631,19,39369,0.2303,0.18,68.76669211,-0.0325,0.495,
37145,0.253228665,25.3228665,54553,15.3,39490,0.0452,0.1678,100.6571133,0.0007,0.517,
55071,0.253225459,25.3225459,61326,19.9,78981,0.0443,0.1633,134.0747129,-0.0312,0.5,
18081,0.252897254,25.2897254,74427,31.8,158167,0.0375,0.205,493.6132099,0.117,0.507,
6005,0.25155967,25.155967,62640,20.3,39752,0.1447,0.1694,66.85694007,0.0418,0.456,
45073,0.251426847,25.1426847,52240,24.6,79546,0.0582,0.1645,127.0025258,0.0663,0.508,
37139,0.251104861,25.1104861,51245,20.5,39824,0.0578,0.201,175.528914,-0.021,0.511,
29091,0.249270883,24.9270883,40177,16.5,40117,0.0222,0.1763,43.26458509,-0.0071,0.513,
22009,0.249103228,24.9103228,38316,12.1,40144,0.0207,0.2037,48.22484425,-0.0481,0.497,
51187,0.248979185,24.8979185,69878,21.1,40164,0.0529,0.1906,188.1526246,0.0645,0.502,
37063,0.248842881,24.8842881,65541,47.5,321488,0.1366,0.2596,1124.182184,0.1677,0.523,
36019,0.248493508,24.8493508,59069,22.9,80485,0.0298,0.188,77.54959281,-0.0204,0.486,
55075,0.247831475,24.7831475,54404,15,40350,0.0198,0.1538,28.83487798,-0.0347,0.497,
36073,0.247819191,24.7819191,53115,15.9,40352,0.0512,0.1889,103.1337298,-0.0627,0.501,
53041,0.247809979,24.7809979,58525,16.8,80707,0.1053,0.1818,33.58870186,0.0651,0.499,
42109,0.247696423,24.7696423,56873,18.4,40372,0.0221,0.1656,122.8213748,0.0166,0.504,
18089,0.247171432,24.7171432,57280,22.1,485493,0.1962,0.1888,973.0079104,-0.0217,0.516,
18061,0.246822165,24.6822165,64270,17.4,40515,0.0207,0.1818,83.61952959,0.0284,0.5,
26125,0.246504408,24.6504408,81257,46.4,1257584,0.0434,0.1983,1449.392218,0.0439,0.51,
42117,0.246360031,24.6360031,51324,19.1,40591,0.0129,0.1663,35.80122563,-0.0342,0.504,
42083,0.246153846,24.6153846,53266,18.1,40625,0.0215,0.176,41.48807645,-0.0695,0.487,
27009,0.244564553,24.4564553,63395,22.6,40889,0.0275,0.2227,100.1442563,0.0596,0.5,
55115,0.244504756,24.4504756,58982,16.1,40899,0.0292,0.1609,45.79662888,-0.0257,0.496,
51810,0.244458569,24.4458569,78491,35.2,449974,0.085,0.2371,1807.008385,0.0266,0.509,
17097,0.244065266,24.4065266,92638,45,696535,0.2244,0.1745,1569.939369,-0.0099,0.5,
44005,0.24365878,24.365878,80862,47.9,82082,0.0595,0.1808,801.6916375,-0.0098,0.506,
37027,0.243374139,24.3374139,48512,15.3,82178,0.0591,0.1699,174.2661685,-0.0104,0.505,
47047,0.243113802,24.3113802,67345,21.7,41133,0.0305,0.1667,58.36239653,0.0661,0.507,
18067,0.242295018,24.2295018,54048,21.2,82544,0.0354,0.1785,281.6653416,-0.0025,0.514,
53067,0.240933998,24.0933998,77890,35.7,290536,0.0937,0.2182,402.4261698,0.1317,0.511,
11001,0.240878839,24.0878839,90395,57.6,705749,0.1126,0.3236,11560.5589,0.1474,0.526,
26111,0.240511809,24.0511809,69859,34,83156,0.0293,0.1864,161.0760615,-0.0057,0.505,
34015,0.240025237,24.0025237,87996,31.9,291636,0.0669,0.1875,905.6877999,0.0115,0.514,
36015,0.239647239,23.9647239,58400,23.9,83456,0.0324,0.1862,204.8744084,-0.0644,0.505,
54107,0.239469336,23.9469336,49209,21.8,83518,0.0122,0.1739,228.0292688,-0.0412,0.515,
26065,0.239393173,23.9393173,54704,38.5,292406,0.08,0.2042,525.7965907,0.0394,0.513,
29077,0.238837747,23.8837747,45313,30.2,293086,0.0395,0.2047,434.006018,0.0611,0.514,
18005,0.238723308,23.8723308,71181,32.3,83779,0.0718,0.2106,205.8917495,0.0834,0.497,
17019,0.238448369,23.8448369,53485,44.4,209689,0.0626,0.2013,210.4749133,0.0411,0.503,
39027,0.238276782,23.8276782,52870,18.7,41968,0.017,0.1763,102.6905873,-0.0017,0.506,
4003,0.238242722,23.8242722,48650,23,125922,0.3573,0.1853,20.42301835,-0.0431,0.494,
42063,0.237888502,23.7888502,51299,22.6,84073,0.0136,0.1593,101.65653,-0.0572,0.5,
8101,0.237495844,23.7495844,51075,22,168424,0.4318,0.1954,70.58535588,0.0556,0.507,
39051,0.237383089,23.7383089,64334,17.2,42126,0.0883,0.1732,103.9011649,-0.0136,0.503,
54019,0.235815686,23.5815686,41430,15.2,42406,0.0122,0.1673,64.10097498,-0.0857,0.497,
48453,0.23548731,23.548731,80690,48.6,1273954,0.3364,0.2884,1286.559712,0.196,0.495,
29023,0.23541598,23.541598,41327,13.8,42478,0.0221,0.1851,61.14854701,-0.0074,0.514,
13121,0.234976319,23.4976319,79235,51.4,1063937,0.0722,0.2469,2020.255015,0.1347,0.516,
39017,0.234904759,23.4904759,68611,29.8,383134,0.0499,0.1821,820.3170498,0.0392,0.51,
18063,0.234864454,23.4864454,85827,36.3,170311,0.043,0.2003,418.5460703,0.146,0.5,
18127,0.234756939,23.4756939,74064,28.2,170389,0.104,0.1893,407.4800372,0.0355,0.505,
42073,0.233885303,23.3885303,50979,21.4,85512,0.0161,0.1647,238.7436309,-0.0654,0.516,
39095,0.233455041,23.3455041,49924,26.3,428348,0.0738,0.2039,1256.686861,-0.0314,0.516,
6001,0.233347234,23.3347234,107589,46,1671329,0.2232,0.2492,2261.556906,0.0964,0.507,
17113,0.233213034,23.3213034,69230,44.8,171517,0.0517,0.1906,144.9384727,0.0113,0.515,
39119,0.231978194,23.1978194,52105,15.5,86215,0.0121,0.182,129.7287456,0.0016,0.514,
26121,0.230459883,23.0459883,50730,19.1,173566,0.0581,0.1941,347.6562656,0.0079,0.505,
39015,0.230244981,23.0244981,58441,14.2,43432,0.0124,0.1732,88.63384053,-0.0326,0.504,
25023,0.230237029,23.0237029,90584,36.7,521202,0.0417,0.1698,790.8083299,0.0504,0.514,
16083,0.230207878,23.0207878,56141,20.6,86878,0.1709,0.2086,45.22038941,0.1111,0.507,
