median_HHI_2019,bach_deg_pct_14to18,pop_density_per_mile,change_in_pop_decade,perc_female,perc_hispanic,brewery_per_1M_people,unemployment_rate,perc_age_25_39,LargestList,BestList
80631,44,242.2793943,8.87%,51.20%,5.20%,31.58699374,2.6,21.71%,FALSE,FALSE
59901,25.1,29.78903364,2.46%,49.70%,3.70%,51.06730671,4.2,15.38%,FALSE,FALSE
68652,41.9,3615.490237,7.57%,51.20%,7.50%,41.79378944,3,23.79%,FALSE,FALSE
72438,27.5,135.1102719,4.23%,48.90%,8.50%,44.79483963,3.1,17.63%,FALSE,FALSE
60228,28.7,31.86445051,-0.58%,49.90%,1.80%,55.25694479,4,17.71%,FALSE,FALSE
108718,39.3,418.0169212,12.81%,50.20%,5.30%,46.97576721,2.7,19.42%,FALSE,FALSE
66449,27.8,119.9248325,6.48%,49.60%,3.60%,31.04144032,3.2,18.30%,FALSE,FALSE
100857,43.2,682.9359689,9.26%,50.60%,4.50%,22.86236854,2.8,18.46%,FALSE,FALSE
91374,28.4,209.2002957,9.88%,49.40%,3.10%,21.67990345,3.3,19.00%,FALSE,FALSE
58029,46,263.2905076,9.88%,51.50%,3.50%,16.62390629,2.4,21.69%,FALSE,FALSE
70705,32.7,629.1197036,11.21%,50.90%,7.10%,20.00416087,2.9,21.93%,FALSE,FALSE
45313,30.2,434.006018,6.11%,51.40%,3.90%,23.88377473,2.7,20.47%,FALSE,FALSE
57907,30.9,1163.03589,4.10%,51.60%,9.20%,31.29396268,3.7,22.58%,FALSE,FALSE
89236,37.8,717.3392097,10.33%,50.90%,3.40%,9.949704245,2.5,19.99%,FALSE,FALSE
70161,43.2,1957.867271,-0.48%,52.50%,3.00%,10.05828778,3.1,19.34%,FALSE,FALSE
46309,35,4855.126072,-6.23%,51.60%,4.20%,66.53891196,3.9,27.77%,FALSE,FALSE
51732,26,30.15612874,0.05%,49.50%,4.70%,49.16058304,3.4,20.61%,FALSE,FALSE
61334,29.9,20.40348608,12.41%,50.20%,3.00%,86.70019074,4.7,18.68%,FALSE,FALSE
73731,49,43.96760427,21.78%,48.10%,4.00%,131.0799238,2.3,23.95%,FALSE,FALSE
66075,38.6,20.07385161,8.69%,50.50%,3.40%,72.01290471,3,19.09%,FALSE,FALSE
57279,42.5,46.11663962,8.61%,50.00%,3.40%,83.61204013,3.2,22.83%,FALSE,FALSE
51740,32.4,5.924233597,5.84%,49.70%,3.30%,180.6575936,3.4,18.05%,FALSE,FALSE
57209,27.1,18.32257622,8.20%,50.40%,3.70%,91.31169246,4,14.75%,FALSE,FALSE
49249,26.4,48.59584928,2.05%,49.70%,4.70%,85.92295575,3.8,18.44%,FALSE,FALSE
61435,31,61.25407949,8.26%,50.80%,5.80%,43.39739616,3.2,20.83%,FALSE,FALSE
67264,38.9,1739.43767,9.49%,50.70%,12.90%,19.2534223,3.3,22.82%,FALSE,FALSE
61383,38.8,380.9811497,10.56%,49.80%,7.40%,34.47303269,2.8,20.64%,FALSE,FALSE
62131,23.9,287.2375112,13.92%,50.10%,31.60%,7.499840077,4,22.12%,FALSE,FALSE
71733,30.5,74.81618808,10.63%,49.50%,25.00%,42.41610624,3.2,21.92%,FALSE,FALSE
64495,33.6,52.53146679,2.23%,50.60%,1.60%,122.6742997,2.5,13.86%,FALSE,FALSE
65326,32.6,107.6684686,-1.36%,51.00%,2.00%,78.85917066,2.6,17.98%,FALSE,FALSE
62468,40.5,52.60339582,0.85%,50.60%,2.50%,77.87642124,2.2,17.67%,FALSE,FALSE
82862,37.3,475.9804095,3.91%,50.30%,7.30%,26.37731551,2.6,20.42%,FALSE,FALSE
75800,35.6,162.0687366,3.27%,50.60%,2.30%,59.44871227,2.3,18.71%,FALSE,FALSE
91416,40.7,445.8904307,4.70%,50.50%,3.30%,58.10781582,2.7,18.11%,FALSE,FALSE
71486,35.6,354.0429568,5.73%,50.90%,2.80%,22.9651007,2.3,19.59%,FALSE,FALSE
62678,27.4,474.4792192,-4.13%,51.60%,19.40%,18.96309781,5.1,17.64%,FALSE,FALSE
107971,48.3,4000.712419,2.91%,51.40%,21.00%,5.36364436,2.9,18.10%,FALSE,FALSE
88443,37.5,557.6789185,-0.76%,50.80%,8.50%,17.96343991,3.3,18.98%,FALSE,FALSE
73168,31.8,2288.999968,-1.42%,51.70%,17.60%,15.79557369,4,20.68%,FALSE,FALSE
66565,31.5,366.0694044,-5.68%,51.30%,8.10%,65.18975652,7.2,15.38%,FALSE,FALSE
64522,34.8,6330.420245,1.88%,51.90%,23.80%,7.509621703,4.5,20.82%,FALSE,FALSE
87996,31.9,905.6877999,1.15%,51.40%,6.70%,24.00252369,3.7,18.75%,FALSE,FALSE
117275,52,290.7093888,-3.20%,50.70%,7.00%,32.16183837,2.8,14.62%,FALSE,FALSE
79475,42,1636.243804,0.25%,51.10%,18.50%,8.16482051,3.2,18.70%,FALSE,FALSE
92770,42.7,2670.846902,1.84%,50.60%,22.10%,4.848120505,3.1,20.27%,FALSE,FALSE
102579,44.9,1319.974914,-1.87%,51.30%,11.10%,19.39252903,3.2,16.49%,FALSE,FALSE
116328,53.6,1068.816999,-0.09%,50.80%,13.90%,8.132643414,2.8,17.22%,FALSE,FALSE
75627,29.2,965.6557689,5.04%,51.70%,9.50%,8.234708969,3.7,16.18%,FALSE,FALSE
79953,35.1,5408.98352,3.57%,51.10%,32.80%,7.189835011,3.7,19.73%,FALSE,FALSE
83998,31.8,294.93329,-3.25%,51.00%,10.20%,28.49895979,3.3,16.97%,FALSE,FALSE
56148,33.9,585.0315464,2.44%,51.00%,50.30%,42.70225777,4.4,21.93%,FALSE,FALSE
42754,20.5,3.177437295,-15.15%,49.20%,49.20%,251.2352399,4.7,15.81%,FALSE,FALSE
43618,27.5,57.30646609,4.11%,51.00%,68.80%,22.9152822,5.7,19.13%,FALSE,FALSE
63671,15.9,13.99996073,7.92%,49.40%,50.50%,51.31713992,3.1,21.31%,FALSE,FALSE
71118,30,39.54778812,10.35%,50.90%,39.90%,40.88641753,4.8,18.99%,FALSE,FALSE
61791,40.9,78.74562562,4.12%,51.60%,50.90%,59.85714096,3.9,16.87%,FALSE,FALSE
43032,28,14.85309404,-0.65%,51.10%,56.50%,91.67863582,6,15.60%,FALSE,FALSE
69408,41.3,584.3604869,0.43%,51.60%,6.30%,19.63954881,3.6,19.57%,FALSE,FALSE
41470,19.8,33689.82801,2.33%,52.80%,56.40%,2.820462739,5.4,22.67%,FALSE,FALSE
58055,22.3,110.7258431,-4.51%,48.70%,3.10%,65.29460928,4.3,18.62%,FALSE,FALSE
50143,21.7,119.6942916,-6.31%,50.70%,7.80%,39.40017178,4.7,17.12%,FALSE,FALSE
84564,35.2,369.7924915,-1.11%,50.30%,12.90%,37.38724347,3.6,17.88%,FALSE,FALSE
60620,33.7,881.0858038,-0.04%,51.60%,5.80%,21.76984485,4.3,20.46%,FALSE,FALSE
55091,27.6,20.557588,-6.74%,48.30%,3.00%,244.0016267,4.7,17.56%,FALSE,FALSE
48943,19.4,30.7049393,-3.15%,44.90%,3.60%,79.96481548,4.9,20.90%,FALSE,FALSE
54746,22.1,72.91539509,-4.31%,47.90%,6.30%,84.76731372,4.5,17.42%,FALSE,FALSE
53829,22.3,86.57958836,-5.82%,47.50%,7.80%,45.52324417,5.6,23.36%,FALSE,FALSE
66501,36.5,36148.65285,2.16%,52.60%,18.90%,7.42215623,4.1,25.97%,FALSE,FALSE
61713,27,108.3330025,-3.53%,50.60%,2.30%,84.57732482,4.5,16.00%,FALSE,FALSE
62159,37.7,1128.673702,-0.35%,51.80%,9.20%,25.61440878,4.2,20.43%,FALSE,FALSE
117767,45.2,4765.886006,1.28%,51.20%,17.50%,5.158726649,3.4,17.81%,FALSE,FALSE
93007,60.8,71343.72947,2.63%,52.60%,25.60%,3.069921766,3.5,30.20%,FALSE,FALSE
56371,23.8,400.6459159,-3.43%,51.20%,3.30%,14.33479389,5,18.47%,FALSE,FALSE
56516,24.7,188.6056833,-2.71%,50.20%,6.20%,17.49237988,4.3,18.39%,FALSE,FALSE
61597,35.5,591.641722,-1.41%,51.80%,5.20%,39.08557134,3.9,19.49%,FALSE,FALSE
66754,34.5,170.4439769,1.68%,51.10%,5.10%,100.2031391,3.9,17.13%,FALSE,FALSE
83188,29.8,474.2474307,3.15%,49.90%,21.60%,25.97807451,3.8,17.93%,FALSE,FALSE
52414,30.9,59.39203354,-4.65%,51.50%,3.80%,67.23480073,4.2,15.09%,FALSE,FALSE
72975,31.5,20766.76003,1.03%,51.50%,28.20%,7.098938797,3.5,23.04%,FALSE,FALSE
70688,30.1,243.2655714,-0.45%,50.60%,5.20%,31.50320703,3.8,20.65%,FALSE,FALSE
86624,33,8157.323968,1.56%,51.40%,18.60%,6.300628173,3.9,19.84%,FALSE,FALSE
99831,40.6,1877.205416,4.33%,50.90%,18.40%,9.208414035,3.6,17.31%,FALSE,FALSE
89071,41.4,283.7870872,4.46%,50.60%,3.40%,34.80333938,3.4,18.48%,FALSE,FALSE
64960,31.4,759.3489018,0.37%,51.20%,7.40%,25.75676598,3.8,19.88%,FALSE,FALSE
58927,22.3,49.85212739,-5.65%,49.90%,3.40%,96.7773154,4.7,15.90%,FALSE,FALSE
52215,22.3,54.23457283,-3.01%,50.20%,2.00%,449.2615264,4.7,17.12%,FALSE,FALSE
51064,20.9,105.083332,-3.63%,47.50%,3.70%,146.9896519,3.8,19.62%,FALSE,FALSE
53167,23.1,68.59040141,-3.79%,50.20%,1.70%,83.8759056,4.6,17.73%,FALSE,FALSE
105241,35.6,1618.989508,-1.13%,50.80%,20.20%,18.28523752,3.7,17.79%,FALSE,FALSE
58851,23.2,77.91499506,-2.80%,48.70%,16.80%,39.7709195,4,17.90%,FALSE,FALSE
59176,52.7,215.2748663,0.60%,50.90%,5.40%,58.71990605,3.6,18.32%,FALSE,FALSE
64090,32.2,157.9500727,-2.77%,50.40%,10.60%,84.47230153,3.8,18.60%,FALSE,FALSE
63240,30,73.7572553,-2.76%,50.90%,2.80%,109.4707869,4.6,17.51%,FALSE,FALSE
56897,20.4,73.63471867,-3.29%,48.30%,2.90%,49.01640416,4.1,18.27%,FALSE,FALSE
101741,48.2,2247.416358,1.90%,51.50%,25.50%,12.40302386,3.8,17.88%,FALSE,FALSE
58214,16.5,67.24465454,-5.76%,45.80%,3.30%,75.26531022,4.4,20.66%,FALSE,FALSE
60612,24.4,73.67593001,-1.75%,51.30%,2.30%,160.5587444,3.7,15.72%,FALSE,FALSE
57963,24,399.8391293,10.84%,52.50%,13.10%,17.69817532,3.8,18.40%,FALSE,FALSE
55448,39.2,397.7495614,8.76%,52.10%,6.80%,126.3443227,3,20.91%,FALSE,FALSE
47890,16.6,178.4365578,-0.47%,50.00%,6.50%,33.15466652,3.7,17.51%,FALSE,FALSE
72071,31.2,598.3513431,17.76%,51.20%,11.10%,18.47976235,3.6,19.89%,FALSE,FALSE
60058,28.4,137.2303462,4.32%,51.00%,4.40%,57.57632462,4.2,15.54%,FALSE,FALSE
70258,41.3,109.1639365,14.72%,52.20%,12.10%,40.28467839,3.4,14.36%,FALSE,FALSE
42764,19.2,62.824696,4.08%,51.30%,3.30%,104.8511114,4.5,13.58%,FALSE,FALSE
46599,25,514.3358653,4.79%,50.40%,12.10%,14.90272988,5.1,23.54%,FALSE,FALSE
65541,47.5,1124.182184,16.77%,52.30%,13.70%,24.88428806,3.4,25.96%,FALSE,FALSE
53054,33.8,936.657781,8.27%,52.70%,13.30%,26.15781007,3.7,19.36%,FALSE,FALSE
56542,20.6,630.6516079,8.21%,51.70%,7.60%,22.26883832,3.9,19.71%,FALSE,FALSE
55820,35.3,831.919889,9.08%,52.70%,8.40%,27.92391292,4.1,19.99%,FALSE,FALSE
51612,25,112.5481315,5.27%,51.70%,4.30%,64.1879423,3.4,16.90%,FALSE,FALSE
61651,31.8,314.733507,9.09%,52.00%,10.30%,51.09992591,3.3,15.91%,FALSE,FALSE
68308,27.5,316.8273696,12.30%,50.80%,8.00%,16.50110557,3.6,18.24%,FALSE,FALSE
46279,24.2,69.5518254,5.40%,51.50%,7.40%,83.66333872,3.9,14.97%,FALSE,FALSE
69455,44.8,2119.639128,17.18%,51.90%,13.80%,31.52142196,3.6,24.91%,FALSE,FALSE
57252,39.3,1224.18474,13.56%,52.40%,5.80%,59.70836727,3.6,19.49%,FALSE,FALSE
74314,57.6,373.0946482,9.88%,52.30%,8.60%,53.88076187,3.3,17.74%,FALSE,FALSE
52961,31.8,277.2222861,6.97%,53.10%,6.50%,16.59824501,4.2,19.86%,FALSE,FALSE
48637,16.8,134.8883619,-2.63%,51.30%,11.10%,41.79262499,3.7,16.36%,FALSE,FALSE
55628,31.5,90.83872263,3.77%,51.80%,3.40%,145.4122437,3.7,14.36%,FALSE,FALSE
86138,34.8,379.8121991,16.08%,50.70%,11.50%,12.50734807,3.5,15.90%,FALSE,FALSE
84377,51.8,1331.101184,18.96%,51.40%,10.40%,32.38106032,3.3,22.25%,FALSE,FALSE
51630,41.6,179.7341916,9.07%,50.20%,4.00%,71.20351745,3.5,16.01%,FALSE,FALSE
63977,39.4,103.0762005,17.67%,49.50%,2.80%,16.49049323,2,24.74%,FALSE,FALSE
43621,29.7,129.7205311,0.87%,50.40%,1.90%,76.53803175,5.3,17.60%,FALSE,FALSE
68611,29.8,820.3170498,3.92%,51.00%,5.00%,23.49047592,3.8,18.21%,FALSE,FALSE
68724,28,456.5980978,4.39%,50.60%,2.10%,19.37721627,3.7,19.01%,FALSE,FALSE
52503,31.9,2701.435505,-3.65%,52.30%,6.30%,35.62545341,4.2,20.51%,FALSE,FALSE
110252,54.4,472.0784115,16.71%,50.30%,2.80%,19.12256128,3.1,17.20%,FALSE,FALSE
71782,27.2,312.3920771,7.25%,50.30%,2.40%,31.73112315,3.7,18.55%,FALSE,FALSE
64648,39.3,2474.230911,11.65%,51.20%,5.80%,28.85880148,3.5,25.56%,FALSE,FALSE
69709,39,408.3276734,4.36%,50.80%,3.00%,17.75809917,3.7,19.55%,FALSE,FALSE
60251,37.1,2013.926733,1.85%,51.70%,3.60%,41.59158773,3.8,21.75%,FALSE,FALSE
65040,27.9,1011.675085,0.05%,51.20%,4.70%,26.07006765,3.7,18.05%,FALSE,FALSE
66321,26.2,259.1384615,5.86%,50.90%,2.10%,45.23300652,3.7,18.28%,FALSE,FALSE
59201,24,630.8946632,2.74%,50.80%,10.40%,9.682635484,4.3,17.44%,FALSE,FALSE
49924,26.3,1256.686861,-3.14%,51.60%,7.40%,23.34550412,4.7,20.39%,FALSE,FALSE
48018,24.1,555.5641934,-4.43%,51.00%,6.50%,17.49146198,5.7,17.61%,FALSE,FALSE
78540,33.3,426.5873675,4.12%,50.50%,2.30%,33.38043684,3.4,17.11%,FALSE,FALSE
67075,16.7,89.03035794,0.87%,49.50%,2.00%,72.86505392,2.6,17.53%,FALSE,FALSE
54704,27.4,1151.952214,-0.65%,51.90%,3.30%,26.33128137,4.2,19.86%,FALSE,FALSE
63352,22.4,158.9733129,-2.23%,50.30%,5.10%,98.70450339,5.6,14.64%,FALSE,FALSE
55623,22.8,644.2285462,-1.34%,51.40%,2.20%,21.58626682,4.5,17.95%,FALSE,FALSE
57753,32.1,1310.758623,-0.14%,51.50%,2.30%,35.11930397,4.3,19.55%,FALSE,FALSE
91645,42.3,584.5846395,9.34%,49.60%,2.90%,21.31269128,3.5,18.11%,FALSE,FALSE
64706,32.5,527.1565021,9.95%,50.10%,9.20%,14.08381277,2.8,21.89%,FALSE,FALSE
56272,31.8,1125.017811,9.88%,51.00%,17.90%,13.79424504,3.1,22.57%,FALSE,FALSE
57668,31.2,1142.58057,7.39%,51.20%,13.30%,16.88276607,3.2,21.55%,FALSE,FALSE
69148,53.6,137.664382,8.03%,49.90%,7.80%,96.71907408,2.9,18.61%,FALSE,FALSE
80539,36.8,223.5909111,10.09%,50.70%,9.00%,38.26039547,3.4,19.16%,FALSE,FALSE
59339,24.6,48.51824199,7.92%,50.50%,8.60%,248.6077963,3.7,18.43%,FALSE,FALSE
71880,34.2,65.50027069,20.21%,50.50%,8.30%,126.4593408,3.9,20.19%,FALSE,FALSE
48940,17.2,22.03700302,2.99%,50.70%,6.10%,63.07442782,4.9,16.73%,FALSE,FALSE
68835,31.6,44.79748021,4.43%,50.00%,31.90%,256.6076469,3.2,19.34%,FALSE,FALSE
56367,27.4,79.37495599,8.03%,51.10%,13.50%,45.26033746,4.4,18.91%,FALSE,FALSE
47533,17.2,53.35653315,5.46%,51.20%,7.70%,68.58161784,5,16.29%,FALSE,FALSE
57212,29.6,83.91324716,7.94%,50.80%,9.30%,44.49481374,4.1,19.61%,FALSE,FALSE
52276,24.1,50.99386077,7.86%,51.70%,9.50%,80.06084624,4.3,15.03%,FALSE,FALSE
64058,22.8,294.1811311,9.34%,50.20%,27.20%,25.87560161,3.9,20.92%,FALSE,FALSE
72469,44.5,1884.675757,9.54%,50.50%,12.00%,98.41853713,3.3,27.72%,FALSE,FALSE
52298,21,24.5206697,6.61%,49.50%,10.50%,147.9508803,3.9,16.43%,FALSE,FALSE
58286,16.2,24.24188519,2.64%,47.70%,27.60%,38.48620911,4.8,20.68%,FALSE,FALSE
85665,43.7,830.6642917,11.95%,50.50%,17.10%,29.92061065,3.1,23.89%,FALSE,FALSE
71815,26.5,149.610259,7.38%,50.00%,16.20%,74.69654528,3.4,19.22%,FALSE,FALSE
64799,40.7,1665.643941,-0.60%,51.60%,2.30%,32.07118158,4.1,22.08%,FALSE,FALSE
60323,23.7,377.0979407,-4.03%,51.40%,1.80%,18.30060575,4.5,17.85%,FALSE,FALSE
67418,24.5,491.7233504,2.31%,50.80%,22.50%,16.62060385,4.3,18.44%,FALSE,FALSE
93587,40.5,1039.653686,0.48%,50.90%,5.70%,17.50839607,3.8,17.22%,FALSE,FALSE
72576,35.4,238.209545,2.12%,50.40%,1.60%,37.26317919,3.9,17.46%,FALSE,FALSE
61036,44.7,146.3032054,5.17%,47.40%,3.00%,30.79102134,3.3,19.27%,FALSE,FALSE
102233,51.8,699.5115309,4.97%,50.80%,7.60%,36.19123448,3.2,17.90%,FALSE,FALSE
54377,22.5,134.4709672,-3.59%,51.90%,3.00%,46.17942245,4.8,16.22%,FALSE,FALSE
49741,20.8,83.60087642,-4.89%,51.00%,1.40%,82.7139633,4.7,16.59%,FALSE,FALSE
75269,35.8,464.5078732,7.09%,50.50%,4.30%,19.73398587,3.4,19.69%,FALSE,FALSE
60763,30.5,530.0458816,3.66%,51.50%,9.90%,32.3393185,4,20.38%,FALSE,FALSE
76783,38.3,3082.777152,1.37%,51.90%,4.10%,7.057822979,4,19.59%,FALSE,FALSE
51923,27.7,337.5169241,-4.02%,50.60%,4.40%,25.95207023,4.6,18.98%,FALSE,FALSE
62699,21,200.7539263,3.49%,50.80%,6.10%,19.35146781,3.8,17.91%,FALSE,FALSE
67515,26.9,578.2138354,4.82%,51.00%,11.00%,32.98370605,3.4,19.27%,FALSE,FALSE
61560,20.3,391.8741519,5.80%,50.80%,14.10%,21.15760298,3.9,17.73%,FALSE,FALSE
65436,29.4,1069.972129,5.37%,51.00%,26.20%,18.95385548,4.5,19.76%,FALSE,FALSE
53439,23.2,356.5149219,-1.10%,50.50%,13.80%,18.90257926,5.7,18.75%,FALSE,FALSE
53762,22.8,92.21842203,-2.48%,51.00%,2.20%,35.30481293,4.8,19.04%,FALSE,FALSE
54099,22.6,162.6941233,-6.59%,50.60%,1.60%,45.69381489,4.9,15.87%,FALSE,FALSE
63012,24.4,279.9193143,0.25%,50.40%,17.00%,17.61897211,5.4,16.81%,FALSE,FALSE
92340,48.7,1720.178453,3.74%,51.40%,5.40%,21.66286564,3.5,19.13%,FALSE,FALSE
65534,32.8,139.9702093,-0.20%,51.50%,2.90%,219.4185409,3.6,19.64%,FALSE,FALSE
73780,29.2,825.8289127,2.47%,50.80%,14.20%,29.48064923,4.5,18.10%,FALSE,FALSE
47598,28.6,11812.46971,3.67%,52.70%,15.20%,11.99446487,5.5,26.35%,FALSE,FALSE
55951,16.2,181.5474279,-4.90%,48.80%,5.20%,21.222561,5.4,18.15%,TRUE,TRUE
65558,29.5,241.3858288,-0.46%,50.80%,1.80%,14.50221159,4.5,17.24%,FALSE,FALSE
56265,20.4,70.7837884,-2.84%,46.90%,4.90%,77.88010358,4.7,16.99%,FALSE,FALSE
59407,28.5,339.543226,-4.66%,51.10%,1.30%,20.06311282,4.5,16.28%,FALSE,FALSE
69101,24.2,496.6461361,3.14%,50.60%,8.10%,33.40325749,3.8,18.77%,FALSE,FALSE
74230,32.1,974.8647109,-1.14%,51.60%,5.70%,18.26017092,3.2,19.99%,FALSE,FALSE
62165,28.1,1560.263442,1.92%,51.30%,23.90%,14.08602807,3.9,22.05%,FALSE,FALSE
86450,45,381.4205659,-1.12%,51.60%,3.40%,47.77945006,3.1,14.58%,FALSE,FALSE
73890,40.3,333.3830777,15.56%,51.00%,11.10%,26.02512987,2.6,15.90%,FALSE,FALSE
70980,42.8,449.0895535,14.88%,51.70%,5.30%,51.04446702,2.3,24.15%,FALSE,FALSE
64399,34.2,666.8305482,13.81%,51.50%,9.50%,22.92079719,2.4,20.71%,FALSE,FALSE
53648,23.6,312.2693792,23.95%,51.90%,6.10%,8.472637617,3.6,16.83%,FALSE,FALSE
62059,30.1,427.4494823,12.17%,51.40%,6.30%,16.73640167,2.3,20.18%,FALSE,FALSE
52905,37.7,549.1699557,7.52%,51.80%,5.30%,16.83667702,2.8,21.48%,FALSE,FALSE
55588,23.8,395.8097648,11.09%,51.40%,7.30%,9.381303063,2.6,20.05%,FALSE,FALSE
68468,32,412.843174,19.54%,51.80%,5.90%,10.67695451,2.8,19.57%,FALSE,FALSE
53902,34.7,32.30358672,6.76%,49.90%,3.50%,116.081102,3.2,17.61%,FALSE,FALSE
63162,31.9,239.2798338,12.25%,49.40%,5.10%,41.42201787,2.9,22.99%,FALSE,FALSE
58919,30.7,40.97706761,11.27%,49.70%,5.40%,52.73566249,3.4,19.57%,FALSE,FALSE
59368,24,238.2075725,7.57%,51.40%,3.60%,22.54147632,3.2,17.74%,FALSE,FALSE
63846,40.3,1377.179669,9.72%,51.80%,10.40%,30.2530887,2.5,28.26%,FALSE,FALSE
57802,31.2,678.065966,8.52%,51.70%,6.00%,27.18839382,3.2,21.16%,FALSE,FALSE
60316,36.7,925.4213276,8.10%,51.40%,4.60%,34.01989739,2.9,20.37%,FALSE,FALSE
66434,21.8,157.2027831,16.01%,51.70%,6.20%,31.12452924,3.2,20.83%,FALSE,FALSE
57606,27.2,387.6148278,17.54%,50.20%,10.20%,19.13939701,3.8,26.37%,FALSE,FALSE
49083,25.4,200.0608323,9.87%,50.30%,6.50%,49.84734251,3.5,19.07%,FALSE,FALSE
52659,31.1,1227.984706,1.02%,52.60%,6.60%,10.6704682,4,21.57%,FALSE,FALSE
51303,22.8,383.0725053,0.96%,51.30%,2.00%,18.94561346,3.7,17.35%,FALSE,FALSE
51879,32.4,396.2905671,4.94%,51.10%,3.60%,30.9178744,3.5,18.39%,FALSE,FALSE
119637,59,409.221437,23.17%,50.90%,4.90%,20.97209872,2.4,16.35%,FALSE,FALSE
58956,27.6,1616.003936,14.41%,50.60%,60.70%,4.492017685,3.1,23.37%,FALSE,FALSE
83704,29.7,275.6601048,16.32%,49.50%,31.60%,10.68764295,4.2,21.77%,FALSE,FALSE
54471,40.8,391.5158555,14.99%,49.60%,26.20%,17.45116945,2.7,22.21%,FALSE,FALSE
62827,25.1,48.43310288,11.22%,51.00%,22.60%,83.06510227,2.7,16.30%,FALSE,FALSE
96847,51.7,1230.027638,24.39%,50.80%,15.50%,10.63079257,3.1,20.64%,FALSE,FALSE
87976,35.3,279.2058998,30.56%,50.50%,28.10%,32.008399,3,17.89%,FALSE,FALSE
61807,30.7,3024.881812,10.15%,50.70%,40.80%,11.00353783,3.5,23.86%,FALSE,FALSE
90910,44.5,1009.98939,25.31%,50.80%,19.60%,9.017061407,3,22.60%,FALSE,FALSE
48629,22.8,828.7190689,4.60%,50.60%,82.90%,3.574671309,3.8,21.77%,FALSE,FALSE
101361,46.1,942.2006986,27.88%,50.90%,24.90%,6.160002365,3.5,19.52%,FALSE,FALSE
73214,30,904.2732016,14.86%,50.90%,25.40%,11.69115476,4,20.13%,FALSE,FALSE
57439,20.5,146.0242452,11.26%,51.10%,14.20%,22.02449123,3.1,18.49%,FALSE,FALSE
61638,31,2766.8834,13.17%,50.40%,43.70%,5.728440114,3.8,23.57%,FALSE,FALSE
72890,37.4,339.5257663,31.75%,50.30%,40.10%,34.75374797,2.8,21.68%,FALSE,FALSE
41656,18.4,553.0118756,10.81%,51.00%,92.50%,4.604544455,6.2,19.85%,FALSE,FALSE
94899,40.9,71.59904174,29.56%,51.00%,24.60%,105.4162889,2.7,15.91%,FALSE,FALSE
54733,29.1,346.7723836,10.22%,50.70%,36.30%,12.87958553,2.8,21.19%,FALSE,FALSE
51078,23.7,247.4426309,8.46%,51.20%,27.00%,11.69030056,3.3,19.46%,FALSE,FALSE
88833,34.7,583.0571115,24.97%,50.50%,25.20%,13.17108749,3.4,19.75%,FALSE,FALSE
56079,21.5,432.0832171,6.09%,50.60%,64.50%,13.80094619,4.1,21.15%,FALSE,FALSE
105763,40.3,825.8682578,25.33%,50.60%,18.60%,38.12610208,3.1,18.73%,FALSE,FALSE
70130,31.5,2434.571009,13.96%,51.10%,29.50%,8.561175545,3.3,22.17%,FALSE,FALSE
54465,24.5,150.7658768,4.73%,51.40%,25.00%,28.97836765,2.9,21.12%,FALSE,FALSE
80690,48.6,1286.559712,19.60%,49.50%,33.60%,23.54873096,2.6,28.84%,FALSE,FALSE
92661,41.1,528.0778108,28.43%,50.70%,24.80%,16.93333853,2.8,22.51%,FALSE,FALSE
79941,34.5,1563.337114,11.27%,49.80%,18.80%,19.82011949,2.5,24.36%,FALSE,FALSE
71835,23.8,451.6928087,11.14%,49.70%,18.70%,11.52901661,3,22.59%,FALSE,FALSE
73574,36.7,47.99138747,-0.12%,50.10%,2.30%,81.57272208,2.3,15.96%,FALSE,FALSE
56948,35.7,52.54970518,-4.67%,51.30%,2.20%,84.57851706,2.9,15.02%,FALSE,FALSE
76483,50.7,305.2193716,4.41%,51.10%,2.50%,97.69560492,1.8,20.66%,FALSE,FALSE
60555,37.3,55.27935013,3.50%,50.00%,1.80%,157.7162684,3.1,19.04%,FALSE,FALSE
65879,41.5,84.99155308,-1.93%,50.30%,2.00%,119.8445445,2.3,17.20%,FALSE,FALSE
61843,36.3,56.80377413,-2.92%,51.00%,1.80%,90.80672696,2.1,16.89%,FALSE,FALSE
66591,28.9,104.9067689,13.07%,50.80%,2.40%,50.63483423,2.9,15.35%,FALSE,FALSE
127898,61.1,2935.097156,5.73%,50.40%,16.50%,9.585789329,2.3,20.67%,FALSE,FALSE
68975,42.9,1415.585138,7.22%,52.60%,6.00%,9.068430376,2.8,21.53%,FALSE,FALSE
151806,60.8,802.1126501,24.48%,50.40%,13.90%,55.6176216,2.3,20.08%,FALSE,FALSE
58740,45.8,254.6031926,4.20%,48.30%,3.50%,30.4460344,2.8,19.30%,FALSE,FALSE
55804,32.1,31.70820803,-0.60%,51.70%,4.30%,200.9377093,2.8,14.69%,FALSE,FALSE
106208,40.1,1398.13378,14.53%,50.00%,24.50%,10.63072066,2.5,21.04%,FALSE,FALSE
109090,39.8,568.4275495,15.65%,49.50%,14.20%,19.6229772,2.8,20.49%,FALSE,FALSE
102589,62.1,10609.43635,12.21%,51.80%,16.60%,18.81727175,2.1,31.73%,FALSE,FALSE
58717,52.6,4616.722016,8.02%,51.60%,5.80%,126.9411416,2.4,27.00%,FALSE,FALSE
62121,42.1,2781.226054,16.36%,53.80%,10.90%,137.760022,3.4,21.71%,FALSE,FALSE
