LargestList,median_HHI_2019,bach_deg_pct_14to18,pop_density_per_mile,change_in_pop_decade,perc_female,perc_hispanic,unemployment_rate,perc_age_25_39,brewery_per_1Mpeople
FALSE,54366,54366,75.97505415,0.0056,0.492,0.049,3.1,0.1766,18.3938491
FALSE,74064,74064,407.4800372,0.0355,0.505,0.104,3.7,0.1893,54.007345
FALSE,68435,68435,62.08203218,-0.019,0.5,0.012,2.7,0.1732,14.61240593
FALSE,64098,64098,78.19731629,-0.0103,0.476,0.02,3.5,0.185,15.6011108
FALSE,61219,61219,63.44612545,-0.0174,0.502,0.019,3.3,0.1713,16.33479802
FALSE,53881,53881,593.7009938,0.018,0.513,0.091,3.6,0.1972,111.3565079
FALSE,54001,54001,74.38521806,-0.016,0.501,0.041,4.3,0.1742,18.51817559
FALSE,59444,59444,111.976798,0.0118,0.493,0.037,2.7,0.1584,16.82255568
FALSE,51228,51228,391.615947,0.1173,0.489,0.087,2.9,0.1985,78.08229874
FALSE,53866,53866,43.75279115,-0.0655,0.506,0.018,3.3,0.173,18.5645862
FALSE,51603,51603,777.1752864,0.0096,0.515,0.028,3.1,0.207,38.75743658
FALSE,48082,48082,265.3968506,-0.0076,0.495,0.028,4.3,0.1931,20.79780375
FALSE,59874,59874,75.1538428,-0.061,0.515,0.027,3.1,0.1627,16.70174032
FALSE,79644,79644,163.7098346,0.0525,0.509,0.02,2.9,0.1778,12.55587364
FALSE,47885,47885,163.9966147,-0.046,0.516,0.032,3.6,0.1735,41.7667328
FALSE,58295,58295,47.71492205,-0.0224,0.502,0.088,2.7,0.1607,17.15412986
FALSE,60010,60010,231.9462537,0.0011,0.508,0.046,3.2,0.1919,66.65555741
FALSE,63975,63975,45.89822051,-0.0027,0.493,0.027,2.4,0.189,15.6311059
FALSE,61379,61379,35.41217027,-0.0323,0.505,0.029,1.9,0.1646,16.29221721
FALSE,54589,54589,74.69475448,-0.0401,0.51,0.051,2.7,0.1697,54.95612669
FALSE,53223,53223,22.54093886,-0.0331,0.493,0.02,3.7,0.1515,18.78886947
FALSE,97535,97535,158.8129432,0.2923,0.507,0.063,2,0.2323,10.25272979
FALSE,70091,70091,29.44322517,-0.0443,0.493,0.016,2.4,0.1562,14.26716697
FALSE,53547,53547,93.64298537,-0.0349,0.513,0.034,4,0.1744,37.3503651
FALSE,66211,66211,45.34347856,0.0342,0.503,0.022,2.9,0.1547,15.10323058
FALSE,62481,62481,159.9707384,0.0376,0.507,0.026,2.6,0.1882,64.01946192
FALSE,55847,55847,17.30323796,-0.0606,0.494,0.134,2.3,0.162,17.90606478
FALSE,63234,63234,25.61417319,-0.0609,0.504,0.062,2.9,0.1645,15.81427713
FALSE,56695,56695,22.00519394,-0.0269,0.507,0.045,2.7,0.1699,17.6382397
FALSE,66861,66861,27.59622615,-0.0106,0.499,0.032,2.2,0.1686,14.95640209
FALSE,57687,57687,30.56259129,-0.021,0.5,0.016,3.2,0.1572,17.33492815
FALSE,67295,67295,246.1403166,0.134,0.504,0.058,2,0.2185,74.29972509
FALSE,51089,51089,65.03541906,-0.0655,0.496,0.037,3.9,0.1766,39.14737028
FALSE,64783,64783,316.239817,0.0683,0.507,0.034,2.9,0.2042,123.489187
FALSE,59242,59242,38.70455784,-0.0129,0.492,0.024,2.5,0.1763,16.87991628
FALSE,66381,66381,59.96566486,-0.0017,0.501,0.02,2.1,0.1679,15.0645516
FALSE,55631,55631,68.76669211,-0.0325,0.495,0.23,4.5,0.18,17.97558915
FALSE,72679,72679,34.53983088,0.0033,0.497,0.035,2.3,0.16,13.75913262
FALSE,61247,61247,22.56502953,-0.0179,0.503,0.017,1.7,0.161,16.32733032
FALSE,56397,56397,17.76973358,-0.0341,0.503,0.027,3.1,0.1622,17.73143962
FALSE,61767,61767,97.5246246,-0.0019,0.499,0.183,2.9,0.1906,32.3797497
FALSE,60702,60702,14.94416631,-0.0846,0.492,0.085,1.9,0.1534,16.47392178
FALSE,52179,52179,28.24044476,-0.0546,0.469,0.037,2.6,0.1826,19.1647981
FALSE,67331,67331,854.2441116,0.1214,0.507,0.087,2.8,0.2279,193.0759977
FALSE,65724,65724,377.5314404,0.0446,0.509,0.07,3.3,0.2005,91.29085266
FALSE,64151,64151,169.5425074,0.078,0.478,0.037,1.9,0.185,62.35288616
FALSE,50533,50533,80.97806328,-0.0188,0.501,0.111,3.7,0.1907,19.78904874
FALSE,79557,79557,90.31864057,0.1018,0.507,0.031,2.5,0.1837,12.56960418
FALSE,63230,63230,38.61400933,0.0119,0.507,0.065,2.5,0.1757,15.81527756
FALSE,53344,53344,50.17194904,-0.0587,0.483,0.055,3.1,0.1809,18.74625075
FALSE,50258,50258,25.85339423,-0.0494,0.507,0.051,2.8,0.1596,19.89732978
FALSE,65482,65482,28.97800739,-0.0533,0.502,0.024,2.9,0.1398,30.54274457
FALSE,58419,58419,118.1289913,0.0091,0.502,0.174,2.7,0.1959,34.2354371
FALSE,60139,60139,18.4468276,-0.0294,0.493,0.034,2.8,0.1763,16.6281448
FALSE,54251,54251,21.64287363,-0.0531,0.497,0.132,2.6,0.1578,18.43283995
FALSE,46690,46690,24.72301785,-0.081,0.508,0.038,3.5,0.1679,21.4178625
FALSE,50754,50754,28.7904847,-0.0735,0.505,0.153,3.1,0.1787,19.70288056
FALSE,47452,47452,22.87122465,-0.044,0.507,0.028,4.2,0.1697,21.07392734
FALSE,66199,66199,46.79539229,0.0154,0.497,0.051,3.2,0.1856,15.10596837
FALSE,62715,62715,13.04575985,-0.0516,0.506,0.028,4.5,0.1654,15.94514869
FALSE,42723,42723,65.820441,-0.0081,0.501,0.061,3.9,0.175,23.40659598
FALSE,62559,62559,268.187711,0.0935,0.502,0.065,2.9,0.2081,63.93964098
FALSE,51237,51237,31.72865791,0.0035,0.496,0.059,2.3,0.1912,19.51714581
FALSE,54604,54604,30.61084195,-0.0068,0.481,0.56,2.5,0.2019,18.31367665
FALSE,52986,52986,2.459723888,-0.0224,0.5,0.031,2.1,0.1517,18.87290983
FALSE,60615,60615,20.07110453,-0.0221,0.498,0.048,2.9,0.1577,16.49756661
FALSE,91913,91913,1272.566147,0.0966,0.509,0.079,2.8,0.2116,43.5194151
FALSE,75840,75840,176.6476316,0.0677,0.467,0.073,3.4,0.2153,13.18565401
FALSE,49840,49840,39.16934325,-0.0149,0.514,0.218,3.4,0.1827,20.06420546
FALSE,53371,53371,49.3871809,-0.0405,0.497,0.097,3.2,0.1841,18.73676716
FALSE,51996,51996,121.7375047,0.042,0.47,0.084,2.8,0.2299,57.6967459
FALSE,56741,56741,75.28758374,-0.0255,0.504,0.118,3,0.1845,17.62394036
FALSE,60014,60014,517.3291148,0.0343,0.506,0.15,3.5,0.2096,166.6277868
FALSE,59451,59451,325.128305,-0.006,0.516,0.128,3.3,0.1875,67.28229971
FALSE,46263,46263,6.041870633,-0.0727,0.491,0.04,2.6,0.1539,21.6155459
FALSE,47292,47292,1091.220317,0.0479,0.502,0.298,4.3,0.2214,21.14522541
FALSE,78806,78806,542.2209053,0.1106,0.505,0.044,3.4,0.191,12.68938913
FALSE,47046,47046,68.30066375,-0.01,0.511,0.068,3.8,0.1688,21.2557922
FALSE,53644,53644,166.8433526,0.0542,0.501,0.034,4.7,0.1776,18.64141376
FALSE,66520,66520,618.5000132,0.0347,0.509,0.022,3.5,0.214,75.1653638
FALSE,46390,46390,98.20307372,-0.0496,0.47,0.081,5.6,0.2257,21.55636991
FALSE,58981,58981,1139.267193,0.0846,0.511,0.074,3.3,0.2216,186.5007375
FALSE,57711,57711,178.0232898,0.0488,0.501,0.058,4.1,0.2048,17.32771915
FALSE,51475,51475,61.64562416,0.0021,0.509,0.025,4.3,0.1735,19.42690627
FALSE,53199,53199,103.5337979,-0.023,0.517,0.028,3.8,0.1853,18.79734581
FALSE,59025,59025,2015.575055,0.0335,0.517,0.059,4,0.2145,338.8394748
FALSE,68692,68692,1042.109204,0.0436,0.505,0.034,3.6,0.2172,29.11547196
FALSE,48219,48219,262.9932782,-0.0022,0.52,0.027,4.9,0.1827,41.47742591
FALSE,50316,50316,212.6423245,0.1083,0.515,0.027,3.9,0.1852,19.87439383
FALSE,55267,55267,88.15620767,0.0274,0.51,0.031,4.6,0.1735,18.09398013
FALSE,47542,47542,40.8565678,0.0063,0.499,0.035,5.1,0.1788,21.03403307
FALSE,36875,36875,73.55563379,-0.1235,0.512,0.01,5.8,0.1712,27.11864407
FALSE,43568,43568,98.69108516,0.0295,0.512,0.026,4.7,0.1795,45.90525156
FALSE,74719,74719,202.309718,0.1725,0.508,0.043,3.5,0.2102,13.38347676
FALSE,53238,53238,245.3766617,0.1438,0.51,0.056,3.9,0.1979,18.78357564
FALSE,83072,83072,436.5941217,0.1531,0.508,0.06,4.1,0.2142,12.03775039
FALSE,38316,38316,48.22484425,-0.0481,0.497,0.021,5.8,0.2037,26.0987577
FALSE,54080,54080,151.226643,0.0792,0.506,0.069,4.3,0.2234,36.98224852
FALSE,45613,45613,273.4130187,-0.0615,0.527,0.029,5.4,0.2012,43.84714884
FALSE,53050,53050,191.260545,0.0524,0.511,0.041,4.1,0.2144,18.85014138
FALSE,56303,56303,966.3683039,-0.0003,0.523,0.044,4.4,0.2112,53.28312879
FALSE,60053,60053,909.4596606,0.0933,0.514,0.046,4.3,0.2337,49.95587231
FALSE,41608,41608,99.08382124,0.0001,0.513,0.031,5.4,0.1787,24.03383965
FALSE,49536,49536,30.47155121,-0.0369,0.518,0.025,6,0.1697,20.1873385
FALSE,45092,45092,2302.780614,0.1187,0.528,0.055,4.9,0.2525,288.2994766
FALSE,43235,43235,251.109917,-0.0029,0.522,0.022,5.3,0.2054,46.25881809
FALSE,49687,49687,98.37005923,-0.0152,0.516,0.032,5.1,0.1943,20.12598869
FALSE,71526,71526,307.9873361,0.1024,0.514,0.059,4.2,0.1805,41.94279003
FALSE,47860,47860,170.3048877,0.1014,0.515,0.044,5.5,0.2128,20.89427497
FALSE,51719,51719,89.67336816,-0.0127,0.508,0.051,4.6,0.2067,19.33525397
FALSE,65296,65296,38.60977049,-0.0037,0.35,0.017,4.1,0.2305,15.31487381
FALSE,58958,58958,231.3972051,0.0053,0.51,0.019,3,0.186,84.80613318
FALSE,40675,40675,10.05121917,-0.0718,0.506,0.014,4.6,0.1498,49.170252
TRUE,75254,75254,353.1950659,0.0452,0.516,0.022,2.4,0.2039,451.8032264
FALSE,51136,51136,17.79962266,-0.0188,0.509,0.013,3.8,0.1611,19.55569462
FALSE,58926,58926,34.65072944,0.0103,0.515,0.016,3.5,0.1649,118.7930625
FALSE,55358,55358,140.9782323,0.0012,0.513,0.017,2.9,0.1763,108.3854185
FALSE,55910,55910,108.9243949,0.0009,0.504,0.016,2.9,0.161,107.3153282
FALSE,58619,58619,75.98208057,0.0051,0.51,0.013,3,0.1494,68.23726096
FALSE,50344,50344,27.91500549,0.0024,0.506,0.015,3.6,0.162,59.59002066
FALSE,50702,50702,44.784159,-0.0117,0.504,0.015,3.2,0.1906,236.6770542
FALSE,65841,65841,141.3350677,0.0157,0.514,0.019,2.3,0.1755,15.18810468
FALSE,45333,45333,12.86412226,-0.0345,0.503,0.012,4.5,0.1644,66.17695718
FALSE,51073,51073,54.41022142,0.0234,0.506,0.016,3.2,0.1641,117.4789027
FALSE,39068,39068,12.24469887,-0.0471,0.51,0.026,4.6,0.1485,51.19279205
FALSE,66803,66803,209.5874385,0.0506,0.512,0.018,2.7,0.1835,149.693876
FALSE,100916,100916,1396.074254,0.0718,0.505,0.084,3.1,0.2135,49.5461572
FALSE,76972,76972,1382.863504,0.027,0.527,0.058,3.7,0.2011,116.9256353
FALSE,111056,111056,434.0799054,0.0409,0.504,0.044,3.2,0.1811,36.01786486
FALSE,60143,60143,104.5836347,0.0102,0.511,0.078,3.6,0.1897,33.25407778
FALSE,101810,101810,376.3379841,0.0078,0.505,0.039,2.9,0.1782,29.46665357
FALSE,48709,48709,59.04413192,-0.0216,0.525,0.061,4.8,0.174,20.53008684
TRUE,102951,102951,393.1213942,0.1008,0.507,0.105,3.2,0.197,106.8469466
FALSE,91492,91492,584.4141582,0.0416,0.51,0.048,3.3,0.1917,32.78975211
FALSE,121329,121329,1298.910031,0.1185,0.511,0.073,2.7,0.1942,32.9682104
FALSE,110012,110012,2138.787674,0.0751,0.516,0.201,2.9,0.1956,99.9890921
FALSE,85357,85357,1883.869805,0.0505,0.519,0.195,3.8,0.215,58.5775039
FALSE,101350,101350,135.4662981,0.0513,0.504,0.043,3.1,0.1621,39.4671929
FALSE,75714,75714,138.4571271,-0.0162,0.527,0.072,3.4,0.1461,26.41519402
FALSE,54351,54351,276.7009219,0.0471,0.527,0.055,4.6,0.1793,73.59570201
FALSE,65821,65821,111.6338267,0.0157,0.515,0.037,7.4,0.1527,45.57815895
FALSE,49780,49780,7332.106147,-0.0463,0.531,0.057,5.1,0.263,321.4142226
FALSE,82686,82686,540.9640788,-0.0136,0.522,0.034,3.9,0.1353,72.56367462
FALSE,58805,58805,134.8086208,-0.0502,0.517,0.051,3.5,0.1636,102.0321401
FALSE,69857,69857,1021.914821,0.03,0.516,0.086,3.7,0.1921,114.5196616
FALSE,76036,76036,167.8725362,0.046,0.507,0.039,4.1,0.166,26.30333
FALSE,83253,83253,1601.89458,0.0581,0.518,0.222,3,0.187,216.2084249
FALSE,60143,60143,100.3547737,-0.017,0.513,0.042,2.7,0.18,133.0163111
FALSE,59918,59918,755.698869,0.0062,0.517,0.263,4.1,0.1964,150.2052806
FALSE,74142,74142,305.0326692,0.0171,0.534,0.059,2.7,0.1567,202.3144776
FALSE,106543,106543,1970.733061,0.0674,0.51,0.083,2.3,0.2257,281.5764527
FALSE,96030,96030,253.4800978,0.1076,0.486,0.152,4.2,0.2184,10.41341248
FALSE,106851,106851,1784.31224,0.0508,0.519,0.05,2.5,0.1956,93.58826777
FALSE,90584,90584,790.8083299,0.0504,0.514,0.042,3,0.1698,132.473726
TRUE,75843,75843,13823.76105,0.1019,0.517,0.233,2.6,0.3082,184.5918542
TRUE,77795,77795,549.8004329,0.0386,0.507,0.122,3.1,0.1936,295.6488206
FALSE,52285,52285,9.953336903,-0.0541,0.447,0.017,7.8,0.1738,38.25188869
FALSE,66568,66568,143.0884201,0.0565,0.5,0.075,3.1,0.1829,105.1556303
FALSE,43676,43676,49.67124821,-0.042,0.506,0.015,4.7,0.164,22.89586959
FALSE,58317,58317,49.03059262,-0.011,0.502,0.025,5.1,0.1399,17.14765849
FALSE,67703,67703,111.2834754,0.0386,0.496,0.031,3.2,0.1751,29.54078844
FALSE,50130,50130,233.1574354,-0.045,0.509,0.055,4.7,0.1813,39.8962697
FALSE,56934,56934,55.57015239,0.0136,0.501,0.025,5.1,0.1549,35.12839428
FALSE,50659,50659,270.1925329,-0.0222,0.511,0.058,4,0.1766,315.8372648
FALSE,50205,50205,189.9642186,-0.0148,0.51,0.055,4.1,0.1849,119.510009
FALSE,58831,58831,62.79258008,0.0074,0.505,0.022,4.6,0.1548,50.99352382
FALSE,47876,47876,35.33800107,-0.0347,0.501,0.015,8.7,0.1416,20.88729217
FALSE,49610,49610,23.96593986,-0.0314,0.446,0.02,6.3,0.199,60.4716791
FALSE,42480,42480,54.84525487,0.0008,0.5,0.021,6.1,0.1551,23.54048964
FALSE,72666,72666,140.5259107,0.0529,0.507,0.046,3,0.1861,13.76159414
FALSE,49114,49114,25.21931401,-0.0032,0.489,0.022,5.6,0.1475,81.44317303
FALSE,48880,48880,30.55599199,-0.0359,0.503,0.016,5.2,0.1525,40.91653028
FALSE,53751,53751,33.14814815,-0.0368,0.497,0.017,4.2,0.1635,18.60430504
FALSE,65891,65891,191.7120876,0.0228,0.509,0.057,3.4,0.1923,75.88289751
FALSE,59456,59456,71.47685318,0.0216,0.506,0.018,5.4,0.1671,84.09580194
FALSE,50554,50554,637.0920771,-0.0492,0.518,0.036,4.9,0.1839,118.6849705
FALSE,39030,39030,12.6832261,-0.1755,0.493,0.018,5.2,0.146,25.62131694
FALSE,65041,65041,200.4776765,0.0656,0.511,0.03,3.4,0.1885,169.124091
FALSE,51046,51046,71.61579273,-0.0434,0.461,0.063,4.4,0.1983,39.18034714
FALSE,50015,50015,76.24558418,-0.0237,0.501,0.024,4.2,0.1605,19.9940018
FALSE,45006,45006,35.36223899,-0.0265,0.459,0.018,4.9,0.1497,88.87703862
FALSE,54704,54704,525.7965907,0.0394,0.513,0.08,3.5,0.2042,127.9613922
FALSE,59582,59582,113.2444373,0.0122,0.46,0.048,3.4,0.2056,67.13436944
FALSE,43605,43605,45.76066844,-0.0302,0.504,0.026,6,0.1397,45.86629974
FALSE,46677,46677,122.0094399,-0.0063,0.514,0.041,3.8,0.1771,64.27148274
FALSE,56001,56001,225.9052028,-0.011,0.489,0.036,3.8,0.1879,89.28411993
FALSE,56739,56739,471.9348785,0.0556,0.511,0.052,3.3,0.1988,334.8666702
FALSE,66560,66560,775.6733589,0.0827,0.507,0.108,2.9,0.2283,600.9615385
FALSE,47318,47318,3.917705957,-0.0189,0.489,0.017,6.9,0.1153,21.13360666
FALSE,66415,66415,136.2443119,-0.0081,0.493,0.047,5.4,0.1657,15.05683957
FALSE,72888,72888,62.68092669,0.0024,0.507,0.045,3.7,0.1344,54.87871803
FALSE,55466,55466,131.3459319,-0.0146,0.495,0.082,3.9,0.177,54.08718855
FALSE,87827,87827,339.6614619,0.0574,0.499,0.026,3.3,0.1682,68.31612147
FALSE,44986,44986,10.57099423,-0.0291,0.492,0.02,9.3,0.1442,22.22913795
FALSE,65051,65051,1823.727158,0.0378,0.513,0.028,4.2,0.1975,169.0980923
FALSE,50047,50047,45.29751046,-0.0071,0.484,0.035,5.5,0.1549,19.98121766
FALSE,54913,54913,36.8828595,-0.0057,0.497,0.016,4.8,0.1749,127.4743685
FALSE,49869,49869,58.86808612,0.0151,0.505,0.046,4.9,0.1614,40.1050753
FALSE,47705,47705,78.28367902,0.0151,0.497,0.024,4.7,0.1575,62.88648989
FALSE,69859,69859,161.0760615,-0.0057,0.505,0.029,3.7,0.1864,28.62909575
FALSE,64341,64341,273.9381937,-0.0101,0.506,0.037,3.9,0.1764,15.54218927
FALSE,50730,50730,347.6562656,0.0079,0.505,0.058,4.3,0.1941,78.84880741
FALSE,51772,51772,60.23088917,0.0106,0.497,0.06,4.2,0.1716,38.63092019
FALSE,81257,81257,1449.392218,0.0439,0.51,0.043,3.4,0.1983,381.5055934
FALSE,52319,52319,51.68619195,-0.0039,0.494,0.151,5.9,0.1625,19.11351517
FALSE,41347,41347,37.2625504,-0.0334,0.502,0.023,6.7,0.1483,24.18555155
FALSE,47343,47343,41.42014968,-0.0029,0.497,0.023,4,0.1628,21.12244682
FALSE,69827,69827,517.9185294,0.096,0.506,0.102,2.8,0.1852,286.4221576
FALSE,48471,48471,238.1398151,-0.0505,0.514,0.087,4.8,0.1813,82.52357079
FALSE,60208,60208,220.6525507,-0.0246,0.503,0.035,4.9,0.1685,49.82726548
FALSE,54024,54024,121.7840513,-0.0054,0.5,0.084,4.3,0.1797,37.02058344
FALSE,49917,49917,42.7710931,-0.0472,0.501,0.038,4.7,0.1551,40.06651041
FALSE,50256,50256,6.909928476,-0.0483,0.508,0.013,7,0.1275,19.89812162
FALSE,58733,58733,124.5765251,-0.0077,0.503,0.117,4.6,0.172,187.2882366
FALSE,76728,76728,520.7071172,0.0621,0.504,0.049,2.9,0.2062,260.6610364
FALSE,50753,50753,2858.029996,-0.0407,0.518,0.061,5.1,0.2044,512.2849881
FALSE,53146,53146,59.5236831,0.0266,0.498,0.021,4.5,0.1773,18.81609152
FALSE,83363,83363,843.7649228,0.0731,0.5,0.049,3.1,0.2034,119.9572952
FALSE,61311,61311,26.17314589,0.0557,0.501,0.023,4,0.1622,16.3102869
FALSE,54638,54638,18.83797616,0.0582,0.501,0.026,4.3,0.1853,18.30228046
FALSE,63395,63395,100.1442563,0.0596,0.5,0.028,3.9,0.2227,15.77411468
FALSE,60408,60408,90.464054,0.0538,0.497,0.039,2.8,0.1971,16.55409879
FALSE,65749,65749,41.64359325,0.0135,0.478,0.018,4.5,0.188,15.2093568
FALSE,101891,101891,296.5892895,0.1337,0.503,0.044,2.8,0.1802,29.44322855
FALSE,54984,54984,20.30554686,-0.0543,0.499,0.081,3.9,0.1768,18.18710898
FALSE,64874,64874,61.4349424,0.0813,0.504,0.047,3,0.2061,15.41449579
FALSE,58664,58664,3.761679074,0.0525,0.501,0.024,4.3,0.1523,17.04622937
FALSE,60384,60384,65.1139281,0.0393,0.503,0.015,4.3,0.1713,99.36406995
FALSE,89075,89075,763.1544307,0.071,0.506,0.076,2.9,0.2033,101.0384507
FALSE,86436,86436,47.655688,0.0405,0.5,0.049,3.4,0.186,11.56925355
FALSE,67592,67592,59.84779539,0.0559,0.5,0.017,3.2,0.1739,14.79465025
FALSE,62716,62716,24.45953791,0.0095,0.498,0.018,3.3,0.1642,15.94489444
FALSE,56716,56716,42.8249989,-0.0322,0.501,0.102,3.4,0.1708,17.63170887
FALSE,71497,71497,61.22842669,0.0034,0.504,0.034,3,0.1755,13.98660084
FALSE,55247,55247,10.89462931,-0.0077,0.495,0.023,4.5,0.1676,18.10053035
TRUE,82323,82323,2286.603287,0.0896,0.505,0.07,2.8,0.2458,522.3327624
FALSE,58660,58660,16.91705508,0.0016,0.494,0.016,6,0.1529,17.04739175
FALSE,64129,64129,54.21663309,0.0222,0.496,0.126,3.5,0.1836,31.18713842
FALSE,62762,62762,3.911525622,-0.0591,0.502,0.025,3.6,0.1417,15.93320799
FALSE,52545,52545,3.939666309,-0.0885,0.5,0.013,6.4,0.1453,19.0313065
FALSE,61082,61082,5.044820727,-0.0211,0.487,0.014,3.6,0.1499,16.37143512
FALSE,56244,56244,2.881646761,-0.0816,0.475,0.017,4.1,0.146,17.77967428
FALSE,75519,75519,64.3707104,0.041,0.495,0.068,4.5,0.1736,13.24170076
FALSE,55328,55328,10.50568507,-0.0456,0.495,0.023,3.8,0.1534,18.07403123
FALSE,63849,63849,35.64996033,-0.015,0.501,0.072,3.2,0.1908,15.66195242
FALSE,61847,61847,29.67480903,0.0056,0.496,0.019,5.2,0.1715,16.16893301
FALSE,71067,71067,76.42019737,0.0451,0.496,0.049,2.5,0.195,14.07122856
FALSE,80631,80631,242.2793943,0.0887,0.512,0.052,2.6,0.2171,62.01088911
FALSE,59901,59901,29.78903364,0.0246,0.497,0.037,4.2,0.1538,50.08263635
FALSE,55684,55684,20.95885393,-0.0058,0.464,0.03,5.5,0.1735,17.95847999
TRUE,68652,68652,3615.490237,0.0757,0.512,0.075,3,0.2379,335.0230146
FALSE,63451,63451,19.30750018,-0.0399,0.505,0.035,2.3,0.1601,15.7601929
FALSE,60228,60228,31.86445051,-0.0058,0.499,0.018,4,0.1771,182.639304
FALSE,108718,108718,418.0169212,0.1281,0.502,0.053,2.7,0.1942,64.38676208
FALSE,66449,66449,119.9248325,0.0648,0.496,0.036,3.2,0.183,75.24567714
FALSE,100857,100857,682.9359689,0.0926,0.506,0.045,2.8,0.1846,59.49016925
FALSE,64219,64219,80.61883789,-0.0194,0.505,0.031,2.9,0.1677,15.57171554
FALSE,91374,91374,209.2002957,0.0988,0.494,0.031,3.3,0.19,32.83209666
FALSE,34583,34583,66.37659032,-0.0523,0.48,0.101,7.1,0.2007,28.91594136
FALSE,37533,37533,34.08472654,-0.0169,0.506,0.054,5.6,0.1863,26.64322063
FALSE,40224,40224,160.6149504,-0.0005,0.528,0.03,5.1,0.2134,49.72155927
FALSE,50401,50401,100.5429047,0.0777,0.512,0.039,5.6,0.1756,19.84087617
FALSE,49619,49619,362.5125001,0.1008,0.511,0.056,5.2,0.2072,40.30714041
FALSE,44773,44773,266.5621145,-0.058,0.533,0.016,5.2,0.2086,22.33488933
FALSE,53414,53414,198.7079975,0.0275,0.509,0.068,6,0.1974,37.44336691
FALSE,41733,41733,98.01164372,0.0049,0.515,0.047,5.4,0.1856,23.96185273
FALSE,41604,41604,105.3459611,-0.0828,0.516,0.023,5.5,0.1936,24.03615037
FALSE,41631,41631,108.2210646,0.0386,0.501,0.017,5.6,0.1926,24.0205616
FALSE,46606,46606,77.11286812,-0.0747,0.524,0.022,6,0.1848,21.45646483
FALSE,31018,31018,60.58578168,-0.1646,0.539,0.017,7.6,0.1829,32.2393449
FALSE,40515,40515,25.92003494,-0.0471,0.521,0.017,5.7,0.1691,24.68221646
FALSE,58029,58029,263.2905076,0.0988,0.515,0.035,2.4,0.2169,51.69828879
FALSE,49216,49216,214.1132817,-0.021,0.494,0.069,3.1,0.2068,20.31859558
FALSE,41327,41327,61.14854701,-0.0074,0.514,0.022,4.7,0.1851,24.19725603
FALSE,52872,52872,21.15419343,-0.0448,0.492,0.025,3.2,0.1625,18.91360266
FALSE,57618,57618,136.3288306,0.0405,0.516,0.025,2.9,0.1868,17.35568746
FALSE,70705,70705,629.1197036,0.1121,0.509,0.071,2.9,0.2193,70.71635669
FALSE,61847,61847,194.9079365,0.0098,0.495,0.029,2.6,0.2015,16.16893301
FALSE,61428,61428,112.6792467,0.0238,0.504,0.019,3.2,0.1841,32.5584424
FALSE,53751,53751,28.40076245,-0.0351,0.5,0.016,3.4,0.1639,18.60430504
FALSE,45313,45313,434.006018,0.0611,0.514,0.039,2.7,0.2047,154.481054
FALSE,40177,40177,43.26458509,-0.0071,0.513,0.022,4.1,0.1763,24.88986236
FALSE,57907,57907,1163.03589,0.041,0.516,0.092,3.7,0.2258,379.9195261
FALSE,68779,68779,342.7826063,0.0282,0.503,0.021,3.1,0.1971,14.5393216
FALSE,62264,62264,52.0469167,-0.0206,0.504,0.031,3.1,0.1784,16.060645
FALSE,50803,50803,65.29739726,-0.0088,0.514,0.019,3.2,0.1841,19.68387694
FALSE,53251,53251,93.21264796,0.0021,0.502,0.056,3.3,0.1773,18.77899007
FALSE,57032,57032,40.34117979,0.0086,0.502,0.025,2.6,0.1732,17.53401599
FALSE,46573,46573,66.3501959,-0.0131,0.478,0.028,3.3,0.174,42.94333627
FALSE,84456,84456,248.5018682,0.1446,0.506,0.063,2.7,0.2093,23.68096997
FALSE,55620,55620,96.15627153,0.0063,0.437,0.118,4.1,0.2539,17.97914419
FALSE,89236,89236,717.3392097,0.1033,0.509,0.034,2.5,0.1999,44.82495854
FALSE,61662,61662,35.84872774,-0.014,0.492,0.013,2.7,0.1664,16.21744348
FALSE,43886,43886,148.7429379,0.0276,0.466,0.017,3.7,0.2175,45.57261997
FALSE,70161,70161,1957.867271,-0.0048,0.525,0.03,3.1,0.1934,142.5293254
FALSE,38914,38914,21.57371401,-0.024,0.475,0.022,4.5,0.177,25.69769235
FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,3.9,0.2777,431.8814917
FALSE,49771,49771,1.705817645,0.0219,0.488,0.055,2.9,0.1606,20.09202146
FALSE,57585,57585,5.234802234,0.0603,0.494,0.024,3.4,0.1411,17.36563341
FALSE,51732,51732,30.15612874,0.0005,0.495,0.047,3.4,0.2061,77.32158045
FALSE,49379,49379,3.013721658,-0.026,0.501,0.037,2.9,0.1877,20.25152393
FALSE,56677,56677,3.631319658,-0.041,0.482,0.03,2.4,0.1794,17.64384142
FALSE,41780,41780,12.40954204,-0.0173,0.464,0.037,3.2,0.1734,47.86979416
FALSE,48703,48703,2.546198526,-0.0485,0.489,0.022,3.1,0.1673,20.53261606
FALSE,61334,61334,20.40348608,0.1241,0.502,0.03,4.7,0.1868,146.7375355
FALSE,73731,73731,43.96760427,0.2178,0.481,0.04,2.3,0.2395,203.4422427
FALSE,41808,41808,4.590550469,0.0257,0.515,0.036,7.5,0.1939,23.9188672
FALSE,49646,49646,1.956102037,0.0888,0.488,0.024,5.7,0.1367,20.14260968
FALSE,51881,51881,5.686186919,0.0235,0.494,0.04,3.7,0.198,38.5497581
