LargestList,median_HHI_2019,bach_deg_pct_14to18,pop_density_per_mile,change_in_pop_decade,perc_female,perc_hispanic,unemployment_rate,perc_age_25_39,brewery_per_1Mpeople
FALSE,70929,70929,7.378685796,0.0667,0.49,0.029,3.3,0.1472,14.09860565
FALSE,49019,49019,20.43955307,0.0562,0.507,0.048,4.2,0.1594,20.40025296
FALSE,66075,66075,20.07385161,0.0869,0.505,0.034,3,0.1909,75.67158532
FALSE,43669,43669,5.530159018,0.0147,0.499,0.033,7.2,0.1337,45.79907944
FALSE,43946,43946,0.778456407,-0.0156,0.488,0.018,3.5,0.1332,22.75519956
FALSE,57279,57279,46.11663962,0.0861,0.5,0.034,3.2,0.2283,174.5840535
FALSE,51740,51740,5.924233597,0.0584,0.497,0.033,3.4,0.1805,57.98221879
FALSE,47679,47679,0.769255462,-0.0756,0.495,0.038,3.7,0.1548,20.97359424
FALSE,57209,57209,18.32257622,0.082,0.504,0.037,4,0.1475,69.91906868
FALSE,69095,69095,5.183425514,0.0978,0.479,0.055,2.7,0.1999,14.47282727
FALSE,38409,38409,4.673022215,0.0526,0.499,0.041,4.3,0.1972,26.03556458
FALSE,51111,51111,1.973072245,-0.0227,0.486,0.042,2.2,0.1677,19.56525992
FALSE,49249,49249,48.59584928,0.0205,0.497,0.047,3.8,0.1844,60.91494244
FALSE,51869,51869,1.501476201,0.0037,0.496,0.028,3.2,0.1608,19.27933833
FALSE,42059,42059,1.493821999,-0.0198,0.482,0.047,3.8,0.1279,23.77612402
FALSE,61435,61435,61.25407949,0.0826,0.508,0.058,3.2,0.2083,113.9415643
FALSE,55182,55182,55.6800267,0,0.502,0.11,3.2,0.1759,36.24370266
FALSE,61522,61522,10.02796447,-0.0487,0.502,0.129,3.2,0.1748,16.25434804
FALSE,64759,64759,51.29468491,0.0716,0.5,0.093,2.6,0.1984,15.44186908
FALSE,72915,72915,47.08617516,0.0384,0.495,0.037,3.3,0.167,13.71459919
FALSE,50677,50677,0.95446262,-0.0042,0.49,0.033,2.4,0.1654,19.73281765
FALSE,63829,63829,10.83892928,-0.0547,0.491,0.09,3.2,0.1691,15.66685989
FALSE,67264,67264,1739.43767,0.0949,0.507,0.129,3.3,0.2282,163.5347288
FALSE,57371,57371,112.3086864,0.0448,0.494,0.29,3.5,0.1954,17.43040909
FALSE,54474,54474,4.173024446,-0.0366,0.5,0.055,2.6,0.1518,18.3573815
FALSE,61383,61383,380.9811497,0.1056,0.498,0.074,2.8,0.2064,179.2027108
FALSE,60924,60924,13.61664355,-0.0394,0.504,0.091,3.5,0.1802,16.41389272
FALSE,58275,58275,61.28228542,0.0064,0.503,0.158,2.8,0.1929,17.16001716
FALSE,47006,47006,6.061590211,-0.0612,0.507,0.019,2.9,0.1374,21.27387993
FALSE,61420,61420,16.73613813,-0.017,0.499,0.058,2.6,0.1709,16.28134158
FALSE,62804,62804,49.65440711,0.0368,0.492,0.204,2.9,0.1829,15.9225527
FALSE,84016,84016,783.2796351,0.1515,0.499,0.101,2.9,0.2207,23.80498953
FALSE,50263,50263,48.17142525,-0.038,0.514,0.242,3.7,0.1791,19.89535046
FALSE,72291,72291,30.24703025,0.0309,0.488,0.026,2.9,0.1645,13.83298059
FALSE,47981,47981,7.31980396,-0.0245,0.501,0.034,3.2,0.1558,20.84158313
FALSE,57655,57655,21.18916722,-0.0224,0.498,0.066,2.6,0.1532,17.34454948
FALSE,62131,62131,287.2375112,0.1392,0.501,0.316,4,0.2212,273.6154255
FALSE,83287,83287,3.073879456,0.075,0.48,0.247,3,0.2211,12.00667571
FALSE,48490,48490,2.558750108,0.0554,0.489,0.153,5.1,0.1436,20.62280883
FALSE,88003,88003,15.68157614,0.0274,0.488,0.08,3.7,0.1302,11.36324898
FALSE,71733,71733,74.81618808,0.1063,0.495,0.25,3.2,0.2192,278.8117045
FALSE,58126,58126,386.5285977,0.0115,0.487,0.248,3.9,0.1936,34.40801018
FALSE,68752,68752,153.1686622,0.0198,0.506,0.018,2.5,0.1632,14.54503142
FALSE,64495,64495,52.53146679,0.0223,0.506,0.016,2.5,0.1386,93.03046748
FALSE,65326,65326,107.6684686,-0.0136,0.51,0.02,2.6,0.1798,91.84704406
FALSE,62468,62468,52.60339582,0.0085,0.506,0.025,2.2,0.1767,112.0573734
FALSE,82862,82862,475.9804095,0.0391,0.503,0.073,2.6,0.2042,132.7508387
FALSE,75800,75800,162.0687366,0.0327,0.506,0.023,2.3,0.1871,118.7335092
FALSE,91416,91416,445.8904307,0.047,0.505,0.033,2.7,0.1811,196.902074
FALSE,71486,71486,354.0429568,0.0573,0.509,0.028,2.3,0.1959,41.96625913
FALSE,63518,63518,80.29956469,-0.0138,0.505,0.017,2.3,0.1722,31.4871375
FALSE,62678,62678,474.4792192,-0.0413,0.516,0.194,5.1,0.1764,79.77280705
FALSE,107971,107971,4000.712419,0.0291,0.514,0.21,2.9,0.181,46.30873105
FALSE,88443,88443,557.6789185,-0.0076,0.508,0.085,3.3,0.1898,90.45373857
FALSE,73168,73168,2288.999968,-0.0142,0.517,0.176,4,0.2068,109.3374153
FALSE,66565,66565,366.0694044,-0.0568,0.513,0.081,7.2,0.1538,90.13745963
FALSE,54179,54179,309.1297759,-0.0493,0.491,0.318,5.5,0.2098,36.91467174
FALSE,64522,64522,6330.420245,0.0188,0.519,0.238,4.5,0.2082,92.99153777
FALSE,87996,87996,905.6877999,0.0115,0.514,0.067,3.7,0.1875,79.54907041
FALSE,77738,77738,14556.75348,0.0567,0.502,0.427,3.3,0.3012,25.72744346
FALSE,117275,117275,290.7093888,-0.032,0.507,0.07,2.8,0.1462,34.10786613
FALSE,79475,79475,1636.243804,0.0025,0.511,0.185,3.2,0.187,37.74771941
FALSE,92770,92770,2670.846902,0.0184,0.506,0.221,3.1,0.2027,43.11738709
FALSE,102579,102579,1319.974914,-0.0187,0.513,0.111,3.2,0.1649,116.9830082
FALSE,116328,116328,1068.816999,-0.0009,0.508,0.139,2.8,0.1722,34.38553057
FALSE,75627,75627,965.6557689,0.0504,0.517,0.095,3.7,0.1618,66.11395401
FALSE,112722,112722,1089.860278,0.0167,0.511,0.152,3,0.1738,17.74276539
FALSE,100281,100281,270.6824864,-0.0625,0.503,0.092,3.4,0.1698,19.94395748
FALSE,79953,79953,5408.98352,0.0357,0.511,0.328,3.7,0.1973,50.02939227
FALSE,83998,83998,294.93329,-0.0325,0.51,0.102,3.3,0.1697,35.71513607
FALSE,56148,56148,585.0315464,0.0244,0.51,0.503,4.4,0.2193,516.4921279
FALSE,40436,40436,5.876223708,-0.0202,0.488,0.385,6.3,0.2105,24.73043822
FALSE,42754,42754,3.177437295,-0.1515,0.492,0.492,4.7,0.1581,70.16887309
FALSE,43618,43618,57.30646609,0.0411,0.51,0.688,5.7,0.1913,114.6315741
FALSE,63671,63671,13.99996073,0.0792,0.494,0.505,3.1,0.2131,47.11721192
FALSE,43175,43175,6.814880257,-0.0932,0.508,0.504,4.8,0.1462,23.16155182
FALSE,38162,38162,0.294056483,-0.112,0.49,0.469,5.1,0.136,26.20407735
FALSE,63012,63012,16.18562984,0.0893,0.486,0.601,3.9,0.217,15.86999302
FALSE,122001,122001,177.4254124,0.0733,0.489,0.185,3.2,0.1964,16.39330825
FALSE,44928,44928,7.558946503,-0.0728,0.503,0.432,4.5,0.1868,22.25783476
FALSE,71118,71118,39.54778812,0.1035,0.509,0.399,4.8,0.1899,84.36682696
FALSE,46201,46201,22.48439934,-0.0491,0.505,0.206,5.7,0.2033,43.2891063
FALSE,61791,61791,78.74562562,0.0412,0.516,0.509,3.9,0.1687,145.6522795
FALSE,33661,33661,2.582223886,-0.1109,0.498,0.31,6.8,0.1274,29.70797065
FALSE,43032,43032,14.85309404,-0.0065,0.511,0.565,6,0.156,69.71556051
FALSE,69408,69408,584.3604869,0.0043,0.516,0.063,3.6,0.1957,86.44536653
FALSE,49411,49411,44.77862797,-0.0619,0.492,0.017,5.5,0.1536,20.23840845
FALSE,41470,41470,33689.82801,0.0233,0.528,0.564,5.4,0.2267,96.45526887
FALSE,52179,52179,269.9024889,-0.0531,0.507,0.044,4.7,0.1682,38.3295962
FALSE,50783,50783,58.17785761,-0.0552,0.503,0.021,5.1,0.1656,19.69162909
FALSE,58055,58055,110.7258431,-0.0451,0.487,0.031,4.3,0.1862,86.12522608
FALSE,50143,50143,119.6942916,-0.0631,0.507,0.078,4.7,0.1712,99.71481563
FALSE,58400,58400,204.8744084,-0.0644,0.505,0.032,4.2,0.1862,34.24657534
FALSE,51894,51894,52.83096152,-0.0693,0.499,0.023,4.4,0.1689,19.27005049
FALSE,59069,59069,77.54959281,-0.0204,0.486,0.03,4.4,0.188,33.85870761
FALSE,71563,71563,93.68289205,-0.0611,0.5,0.05,3.2,0.164,27.94740299
FALSE,55143,55143,95.3985885,-0.0369,0.511,0.028,4.9,0.1655,18.13466804
FALSE,84564,84564,369.7924915,-0.0111,0.503,0.129,3.6,0.1788,130.0789934
FALSE,60620,60620,881.0858038,-0.0004,0.516,0.058,4.3,0.2046,329.9241175
FALSE,55091,55091,20.557588,-0.0674,0.483,0.03,4.7,0.1756,163.3660671
FALSE,48943,48943,30.7049393,-0.0315,0.449,0.036,4.9,0.209,81.72772409
FALSE,62570,62570,116.2016976,-0.0489,0.502,0.035,3.9,0.1846,15.98210005
FALSE,54746,54746,72.91539509,-0.0431,0.479,0.063,4.5,0.1742,73.06469879
FALSE,55778,55778,43.44336047,-0.0522,0.504,0.023,4.9,0.172,17.92821543
FALSE,53829,53829,86.57958836,-0.0582,0.475,0.078,5.6,0.2336,92.88673392
FALSE,66501,66501,36148.65285,0.0216,0.526,0.189,4.1,0.2597,285.7099893
FALSE,56599,56599,20.62950751,-0.0301,0.493,0.018,5.5,0.1733,17.66815668
FALSE,61713,61713,108.3330025,-0.0353,0.506,0.023,4.5,0.16,97.22424773
FALSE,62159,62159,1128.673702,-0.0035,0.518,0.092,4.2,0.2043,305.6677231
FALSE,117767,117767,4765.886006,0.0128,0.512,0.175,3.4,0.1781,59.43940153
FALSE,93007,93007,71343.72947,0.0263,0.526,0.256,3.5,0.302,53.75939445
FALSE,56371,56371,400.6459159,-0.0343,0.512,0.033,5,0.1847,53.21885367
TRUE,56516,56516,188.6056833,-0.0271,0.502,0.062,4.3,0.1839,70.7764173
FALSE,61597,61597,591.641722,-0.0141,0.518,0.052,3.9,0.1949,292.2220238
FALSE,66754,66754,170.4439769,0.0168,0.511,0.051,3.9,0.1713,164.7841328
FALSE,83188,83188,474.2474307,0.0315,0.499,0.216,3.8,0.1793,120.2096456
FALSE,53115,53115,103.1337298,-0.0627,0.501,0.051,4.7,0.1889,18.82707333
FALSE,57640,57640,123.0746598,-0.0426,0.499,0.027,5.4,0.1826,17.34906315
FALSE,52414,52414,59.39203354,-0.0465,0.515,0.038,4.2,0.1509,76.31548823
FALSE,105600,105600,426.8991629,-0.0141,0.501,0.164,3.7,0.1701,18.93939394
FALSE,72975,72975,20766.76003,0.0103,0.515,0.282,3.5,0.2304,219.2531689
FALSE,70688,70688,243.2655714,-0.0045,0.506,0.052,3.8,0.2065,70.73336351
FALSE,86624,86624,8157.323968,0.0156,0.514,0.186,3.9,0.1984,34.63243443
FALSE,99831,99831,1877.205416,0.0433,0.509,0.184,3.6,0.1731,30.05078583
FALSE,51742,51742,40.19583812,-0.039,0.49,0.024,5.5,0.1733,38.65331839
FALSE,89071,89071,283.7870872,0.0446,0.506,0.034,3.4,0.1848,89.81598949
FALSE,64960,64960,759.3489018,0.0037,0.512,0.074,3.8,0.1988,61.57635468
FALSE,58927,58927,49.85212739,-0.0565,0.499,0.034,4.7,0.159,50.91044852
FALSE,52215,52215,54.23457283,-0.0301,0.502,0.02,4.7,0.1712,153.2126783
FALSE,51064,51064,105.083332,-0.0363,0.475,0.037,3.8,0.1962,97.91634028
FALSE,53167,53167,68.59040141,-0.0379,0.502,0.017,4.6,0.1773,150.4692761
FALSE,105241,105241,1618.989508,-0.0113,0.508,0.202,3.7,0.1779,256.5540046
FALSE,58851,58851,77.91499506,-0.028,0.487,0.168,4,0.179,50.97619412
FALSE,60699,60699,92.94796395,-0.0606,0.503,0.021,4.1,0.1666,16.47473599
FALSE,59176,59176,215.2748663,0.006,0.509,0.054,3.6,0.1832,101.3924564
FALSE,64090,64090,157.9500727,-0.0277,0.504,0.106,3.8,0.186,234.045873
FALSE,63240,63240,73.7572553,-0.0276,0.509,0.028,4.6,0.1751,110.6894371
FALSE,56897,56897,73.63471867,-0.0329,0.483,0.029,4.1,0.1827,52.7268573
FALSE,101741,101741,2247.416358,0.019,0.515,0.255,3.8,0.1788,117.9465506
FALSE,58214,58214,67.24465454,-0.0576,0.458,0.033,4.4,0.2066,51.53399526
FALSE,60612,60612,73.67593001,-0.0175,0.513,0.023,3.7,0.1572,65.99353263
FALSE,57963,57963,399.8391293,0.1084,0.525,0.131,3.8,0.184,51.75715543
FALSE,41542,41542,63.83657761,-0.0029,0.51,0.051,3.7,0.1504,24.07202349
FALSE,45823,45823,71.05594386,-0.0137,0.458,0.051,3.7,0.1877,43.64620387
FALSE,63712,63712,168.6240293,0.2478,0.523,0.049,5.2,0.1366,31.39126067
TRUE,55448,55448,397.7495614,0.0876,0.521,0.068,3,0.2091,595.1522147
FALSE,47890,47890,178.4365578,-0.0047,0.5,0.065,3.7,0.1751,62.64355815
FALSE,72071,72071,598.3513431,0.1776,0.512,0.111,3.6,0.1989,55.50082557
FALSE,48512,48512,174.2661685,-0.0104,0.505,0.059,4.1,0.1699,41.22691293
FALSE,60058,60058,137.2303462,0.0432,0.51,0.044,4.2,0.1554,66.60228446
FALSE,53688,53688,400.157002,0.0325,0.511,0.101,3.6,0.177,37.25227239
FALSE,70258,70258,109.1639365,0.1472,0.522,0.121,3.4,0.1436,42.69976373
FALSE,42764,42764,62.824696,0.0408,0.513,0.033,4.5,0.1358,70.15246469
FALSE,46012,46012,210.9780895,-0.0013,0.519,0.038,4,0.1739,21.73346084
FALSE,53372,53372,144.0691832,-0.0134,0.495,0.076,4.1,0.193,37.4728322
FALSE,46599,46599,514.3358653,0.0479,0.504,0.121,5.1,0.2354,107.2984399
FALSE,70699,70699,106.0255411,0.1519,0.502,0.044,3.6,0.187,14.14447163
FALSE,63033,63033,96.52339471,0.0835,0.509,0.077,4.7,0.1615,31.72941158
FALSE,53924,53924,303.2686479,0.0282,0.511,0.074,3.7,0.1751,37.0892367
FALSE,65541,65541,1124.182184,0.1677,0.523,0.137,3.4,0.2596,122.061
FALSE,40784,40784,101.8569823,-0.0987,0.538,0.05,5.9,0.1745,24.51941938
FALSE,53054,53054,936.657781,0.0827,0.527,0.133,3.7,0.1936,188.4872017
FALSE,57371,57371,141.7277834,0.1301,0.505,0.09,4,0.1789,17.43040909
FALSE,56542,56542,630.6516079,0.0821,0.517,0.076,3.9,0.1971,88.42983977
FALSE,54300,54300,113.7065673,0.0087,0.492,0.085,3.4,0.1802,18.41620626
FALSE,55820,55820,831.919889,0.0908,0.527,0.084,4.1,0.1999,268.7208886
FALSE,55619,55619,228.5360857,0.1566,0.505,0.134,4.6,0.2316,35.9589349
FALSE,51612,51612,112.5481315,0.0527,0.517,0.043,3.4,0.169,77.50135627
TRUE,61651,61651,314.733507,0.0909,0.52,0.103,3.3,0.1591,97.32202235
FALSE,42374,42374,67.06225571,-0.0419,0.502,0.041,5.2,0.1806,23.59937698
FALSE,43112,43112,8.057777052,-0.1768,0.466,0.098,8.6,0.1863,23.19539803
FALSE,68308,68308,316.8273696,0.123,0.508,0.08,3.6,0.1824,43.91872109
FALSE,47759,47759,89.53143626,0.0835,0.508,0.062,4.1,0.1666,41.87692372
FALSE,62835,62835,264.5510736,0.1933,0.51,0.141,3.6,0.1933,31.82939445
FALSE,46275,46275,20.01028238,-0.0779,0.514,0.051,3.9,0.165,21.60994057
FALSE,53114,53114,242.3095478,0.0633,0.512,0.196,4.5,0.1897,18.8274278
FALSE,39947,39947,139.6661433,-0.0634,0.522,0.079,3.8,0.1689,25.03316895
FALSE,70479,70479,289.0232196,0.0911,0.504,0.075,3.5,0.169,14.18862356
FALSE,46370,46370,103.8474109,0.0166,0.502,0.064,3.8,0.1723,21.56566746
FALSE,46279,46279,69.5518254,0.054,0.515,0.074,3.9,0.1497,64.82421833
FALSE,50062,50062,48.39068443,0.0456,0.507,0.024,3.6,0.1664,19.97523071
FALSE,69455,69455,2119.639128,0.1718,0.519,0.138,3.6,0.2491,503.9234036
FALSE,47675,47675,67.58044485,-0.0411,0.506,0.062,4.6,0.1633,20.97535396
FALSE,63942,63942,144.5597362,0.1252,0.517,0.071,3.8,0.1817,31.278346
FALSE,50902,50902,174.4944088,-0.0164,0.521,0.074,4.8,0.1748,39.29118699
FALSE,57252,57252,1224.18474,0.1356,0.524,0.058,3.6,0.1949,244.5329421
FALSE,74314,74314,373.0946482,0.0988,0.523,0.086,3.3,0.1774,107.6513174
FALSE,52522,52522,37.81456422,-0.0328,0.491,0.043,3.8,0.1528,19.03964053
FALSE,51245,51245,175.528914,-0.021,0.511,0.058,4.6,0.201,19.51409894
FALSE,60405,60405,72.49984192,0.1719,0.502,0.075,3.9,0.1746,16.55492095
FALSE,54553,54553,100.6571133,0.0007,0.517,0.045,4.2,0.1678,18.33079757
FALSE,52961,52961,277.2222861,0.0697,0.531,0.065,4.2,0.1986,56.64545609
FALSE,50129,50129,183.5960113,0.0133,0.507,0.12,3.8,0.1749,39.89706557
FALSE,44686,44686,160.9227108,-0.0289,0.517,0.063,4.4,0.1661,22.37837354
FALSE,52051,52051,277.8553466,0.0258,0.506,0.094,4,0.183,38.42385353
FALSE,44547,44547,118.8139346,-0.0117,0.517,0.048,4.9,0.1591,22.44820078
FALSE,48637,48637,134.8883619,-0.0263,0.513,0.111,3.7,0.1636,61.68143594
FALSE,46075,46075,27.02861385,0.0203,0.521,0.058,4,0.1844,43.40748779
FALSE,55628,55628,90.83872263,0.0377,0.518,0.034,3.7,0.1436,89.88279284
FALSE,86138,86138,379.8121991,0.1608,0.507,0.115,3.5,0.159,34.82783441
FALSE,84377,84377,1331.101184,0.1896,0.514,0.104,3.3,0.2225,426.6565533
FALSE,51630,51630,179.7341916,0.0907,0.502,0.04,3.5,0.1601,77.47433663
FALSE,42414,42414,222.1802735,0.0069,0.526,0.108,5.8,0.1789,23.57712076
FALSE,73565,73565,58.5709272,0.1497,0.499,0.028,2.4,0.2146,27.18684157
FALSE,63977,63977,103.0762005,0.1767,0.495,0.028,2,0.2474,46.89185176
FALSE,57388,57388,48.35154583,0.0373,0.487,0.047,2.1,0.2219,34.85049139
FALSE,86890,86890,5.442841291,0.5767,0.464,0.097,1.6,0.2526,11.50880424
FALSE,68051,68051,16.28224496,0.1241,0.495,0.041,3,0.2253,29.38972241
FALSE,68634,68634,33.59742986,0.0882,0.477,0.064,2.5,0.2502,14.57003817
FALSE,52554,52554,126.4546637,0.0065,0.508,0.015,4.2,0.1681,19.02804734
FALSE,47388,47388,138.5335596,-0.0438,0.495,0.044,4.8,0.1734,21.10238879
FALSE,43621,43621,129.7205311,0.0087,0.504,0.019,5.3,0.176,114.6236904
FALSE,64227,64227,113.7458706,-0.0064,0.5,0.018,3,0.1728,15.56977595
FALSE,58441,58441,88.63384053,-0.0326,0.504,0.012,5,0.1732,17.11127462
FALSE,68611,68611,820.3170498,0.0392,0.51,0.05,3.8,0.1821,131.1743015
FALSE,56999,56999,68.20422241,-0.0714,0.5,0.013,5,0.1555,17.54416744
FALSE,50832,50832,337.3386368,-0.0317,0.515,0.036,4.3,0.1733,39.3452943
FALSE,68724,68724,456.5980978,0.0439,0.506,0.021,3.7,0.1901,58.20382981
FALSE,52870,52870,102.6905873,-0.0017,0.506,0.017,4.7,0.1763,18.91431814
FALSE,52693,52693,191.5479241,-0.0585,0.493,0.019,4.8,0.1735,37.95570569
FALSE,49679,49679,64.90362875,-0.0082,0.504,0.012,5.8,0.1743,40.25845931
TRUE,52503,52503,2701.435505,-0.0365,0.523,0.063,4.2,0.2051,838.0473497
FALSE,56824,56824,85.45895335,-0.0361,0.503,0.017,3.7,0.1642,17.59819794
FALSE,60918,60918,92.56549847,-0.0249,0.504,0.104,4.2,0.1779,32.83101875
FALSE,110252,110252,472.0784115,0.1671,0.503,0.028,3.1,0.172,36.28052099
FALSE,60790,60790,295.224163,-0.0379,0.511,0.045,4.9,0.1686,16.45007403
FALSE,71782,71782,312.3920771,0.0725,0.503,0.024,3.7,0.1855,69.65534535
FALSE,64648,64648,2474.230911,0.1165,0.512,0.058,3.5,0.2556,587.7985398
FALSE,64334,64334,103.9011649,-0.0136,0.503,0.088,4.1,0.1732,15.54388037
FALSE,48094,48094,64.08591087,-0.0347,0.506,0.014,5.4,0.1719,20.79261446
FALSE,79865,79865,234.0265491,0.0028,0.503,0.016,3.5,0.1399,12.52112941
FALSE,69709,69709,408.3276734,0.0436,0.508,0.03,3.7,0.1955,43.03604986
TRUE,60251,60251,2013.926733,0.0185,0.517,0.036,3.8,0.2175,564.3059866
FALSE,62720,62720,142.6213589,0.0132,0.505,0.058,3.2,0.1966,15.94387755
FALSE,51155,51155,66.6765872,-0.0221,0.501,0.019,4.2,0.1572,19.54843124
FALSE,61351,61351,64.91670873,-0.0448,0.505,0.078,4.6,0.1734,16.29965282
FALSE,51016,51016,67.08392374,-0.0395,0.504,0.011,4.6,0.1697,19.60169359
FALSE,62596,62596,104.0392111,0.0363,0.5,0.01,3,0.1847,15.97546169
FALSE,50671,50671,77.11799079,-0.0251,0.509,0.011,6.2,0.185,19.73515423
FALSE,59957,59957,118.5969773,0.0225,0.511,0.016,3.9,0.1642,16.67861968
FALSE,65040,65040,1011.675085,0.0005,0.512,0.047,3.7,0.1805,92.25092251
FALSE,66321,66321,259.1384615,0.0586,0.509,0.021,3.7,0.1828,120.6254429
FALSE,60624,60624,99.62720509,-0.0041,0.504,0.021,3.6,0.1728,16.49511745
FALSE,59201,59201,630.8946632,0.0274,0.508,0.104,4.3,0.1744,50.67481968
FALSE,49924,49924,1256.686861,-0.0314,0.516,0.074,4.7,0.2039,200.3044628
FALSE,48018,48018,555.5641934,-0.0443,0.51,0.065,5.7,0.1761,83.30209505
FALSE,51479,51479,161.2182575,-0.0216,0.47,0.028,4.1,0.1969,19.42539676
FALSE,78540,78540,426.5873675,0.0412,0.505,0.023,3.4,0.1711,76.39419404
FALSE,43754,43754,53.25995471,-0.0377,0.506,0.007,6.9,0.169,22.85505325
FALSE,67075,67075,89.03035794,0.0087,0.495,0.02,2.6,0.1753,44.72605293
FALSE,63524,63524,263.1388657,0.0419,0.507,0.019,3.7,0.1828,15.74208173
FALSE,54704,54704,1151.952214,-0.0065,0.519,0.033,4.2,0.1986,255.9227844
FALSE,59498,59498,86.99785017,0.0142,0.5,0.016,4.1,0.171,16.80728764
FALSE,52105,52105,129.7287456,0.0016,0.514,0.012,4.9,0.182,38.38403224
FALSE,63352,63352,158.9733129,-0.0223,0.503,0.051,5.6,0.1464,63.13928526
FALSE,57439,57439,333.3449601,0.0064,0.51,0.02,4.2,0.1696,17.40977385
FALSE,51883,51883,244.6226192,-0.0274,0.492,0.021,4.5,0.1872,19.27413604
FALSE,45410,45410,123.4224771,-0.0556,0.505,0.014,6.3,0.1871,22.02158115
FALSE,55664,55664,100.1384712,-0.0284,0.5,0.054,4.1,0.1743,17.96493245
FALSE,55623,55623,644.2285462,-0.0134,0.514,0.022,4.5,0.1795,143.825396
FALSE,57753,57753,1310.758623,-0.0014,0.515,0.023,4.3,0.1955,328.9872388
FALSE,47966,47966,320.1923994,-0.0623,0.512,0.019,6.1,0.171,20.84810074
FALSE,91645,91645,584.5846395,0.0934,0.496,0.029,3.5,0.1811,54.55835016
FALSE,52565,52565,94.80008608,-0.0312,0.508,0.012,5.4,0.1715,19.02406544
FALSE,58747,58747,208.5131611,0.0103,0.503,0.021,3.2,0.1753,17.02214581
FALSE,54239,54239,87.16164052,-0.0259,0.502,0.049,3.3,0.1778,18.43691808
FALSE,64723,64723,211.9506485,0.0407,0.507,0.057,3.7,0.1814,30.90091621
FALSE,44074,44074,53.06416679,0.1162,0.512,0.063,3,0.2049,45.37822753
FALSE,75111,75111,165.4045276,0.2209,0.503,0.098,2.9,0.2277,26.62725832
FALSE,64706,64706,527.1565021,0.0995,0.501,0.092,2.8,0.2189,61.81806942
FALSE,48522,48522,47.33785713,-0.0695,0.503,0.083,4.3,0.1813,20.60920819
FALSE,56272,56272,1125.017811,0.0988,0.51,0.179,3.1,0.2257,195.4791015
FALSE,43025,43025,119.4444891,0.0542,0.489,0.048,2.9,0.1896,23.24230099
FALSE,67054,67054,136.8481659,0.0601,0.502,0.05,3.1,0.1901,14.91335342
FALSE,57668,57668,1142.58057,0.0739,0.512,0.133,3.2,0.2155,190.7470348
FALSE,65191,65191,144.7569695,0.1009,0.506,0.067,3.1,0.1988,15.33954073
FALSE,62515,62515,124.0257646,0.0107,0.512,0.063,3.4,0.1889,15.99616092
FALSE,48530,48530,5.254929593,-0.0006,0.49,0.047,4.6,0.1665,41.21162168
FALSE,69148,69148,137.664382,0.0803,0.499,0.078,2.9,0.1861,130.1556083
FALSE,80539,80539,223.5909111,0.1009,0.507,0.09,3.4,0.1916,198.661518
FALSE,59339,59339,48.51824199,0.0792,0.505,0.086,3.7,0.1843,168.5232309
FALSE,72285,72285,79.64317715,0.0574,0.499,0.056,4.5,0.1811,13.8341288
FALSE,49504,49504,40.40100916,0.0224,0.506,0.068,4.9,0.1675,40.40077569
FALSE,58739,58739,8.191774256,0.1404,0.504,0.076,5.3,0.1602,17.02446415
FALSE,51267,51267,14.08636771,0.0245,0.509,0.074,5.2,0.1325,39.01144986
TRUE,71880,71880,65.50027069,0.2021,0.505,0.083,3.9,0.2019,347.801892
FALSE,48940,48940,22.03700302,0.0299,0.507,0.061,4.9,0.1673,143.0322844
FALSE,49792,49792,1.589695224,-0.0342,0.497,0.039,6.9,0.1465,20.08354756
FALSE,39874,39874,0.729584128,-0.0039,0.491,0.051,5.3,0.1718,25.07899885
TRUE,68835,68835,44.79748021,0.0443,0.5,0.319,3.2,0.1934,87.16495969
FALSE,56367,56367,79.37495599,0.0803,0.511,0.135,4.4,0.1891,177.4087675
FALSE,47533,47533,53.35653315,0.0546,0.512,0.077,5,0.1629,126.2280942
FALSE,53030,53030,11.48584459,0.0272,0.5,0.138,6.2,0.1852,37.71450123
TRUE,57212,57212,83.91324716,0.0794,0.508,0.093,4.1,0.1961,297.14046
FALSE,52276,52276,50.99386077,0.0786,0.517,0.095,4.3,0.1503,76.5169485
FALSE,61084,61084,56.65576044,0.1008,0.505,0.095,4.3,0.2006,32.74179818
FALSE,42019,42019,3.091873685,-0.0243,0.456,0.346,4.1,0.197,47.59751541
FALSE,64058,64058,294.1811311,0.0934,0.502,0.272,3.9,0.2092,140.497674
FALSE,59781,59781,5.711236759,0.0371,0.491,0.377,4.1,0.1662,16.72772286
TRUE,72469,72469,1884.675757,0.0954,0.505,0.12,3.3,0.2772,1103.920297
FALSE,52298,52298,24.5206697,0.0661,0.495,0.105,3.9,0.1643,76.48476041
FALSE,58286,58286,24.24188519,0.0264,0.477,0.276,4.8,0.2068,51.47033593
FALSE,52106,52106,2.291025746,0.0277,0.508,0.036,5.8,0.1566,19.19164779
FALSE,56993,56993,11.20377373,0.0551,0.498,0.192,4.1,0.1974,17.54601442
FALSE,85665,85665,830.6642917,0.1195,0.505,0.171,3.1,0.2389,210.1208195
FALSE,71815,71815,149.610259,0.0738,0.5,0.162,3.4,0.1922,111.3973404
FALSE,67706,67706,198.6029599,0.0156,0.508,0.073,3.3,0.163,29.53947951
FALSE,64799,64799,1665.643941,-0.006,0.516,0.023,4.1,0.2208,601.8611398
