median_HHI_2019,bach_deg_pct_14to18,pop_density_per_mile,change_in_pop_decade,perc_female,perc_hispanic,brewery_per_1M_people,unemployment_rate,perc_age_25_39,LargestList
83998,31.8,294.93329,-0.03,0.51,0.10,28.49895979,3.3,0.17,FALSE
56148,33.9,585.0315464,0.02,0.51,0.50,42.70225777,4.4,0.22,FALSE
42754,20.5,3.177437295,-0.15,0.49,0.49,251.2352399,4.7,0.16,FALSE
43618,27.5,57.30646609,0.04,0.51,0.69,22.9152822,5.7,0.19,FALSE
63671,15.9,13.99996073,0.08,0.49,0.51,51.31713992,3.1,0.21,FALSE
71118,30,39.54778812,0.10,0.51,0.40,40.88641753,4.8,0.19,FALSE
61791,40.9,78.74562562,0.04,0.52,0.51,59.85714096,3.9,0.17,FALSE
43032,28,14.85309404,-0.01,0.51,0.57,91.67863582,6,0.16,FALSE
69408,41.3,584.3604869,0.00,0.52,0.06,19.63954881,3.6,0.2,FALSE
41470,19.8,33689.82801,0.02,0.53,0.56,2.820462739,5.4,0.23,FALSE
58055,22.3,110.7258431,-0.05,0.49,0.03,65.29460928,4.3,0.19,FALSE
50143,21.7,119.6942916,-0.06,0.51,0.08,39.40017178,4.7,0.17,FALSE
84564,35.2,369.7924915,-0.01,0.50,0.13,37.38724347,3.6,0.18,FALSE
60620,33.7,881.0858038,0.00,0.52,0.06,21.76984485,4.3,0.2,FALSE
55091,27.6,20.557588,-0.07,0.48,0.03,244.0016267,4.7,0.18,FALSE
48943,19.4,30.7049393,-0.03,0.45,0.04,79.96481548,4.9,0.21,FALSE
54746,22.1,72.91539509,-0.04,0.48,0.06,84.76731372,4.5,0.17,FALSE
53829,22.3,86.57958836,-0.06,0.48,0.08,45.52324417,5.6,0.23,FALSE
66501,36.5,36148.65285,0.02,0.53,0.19,7.42215623,4.1,0.26,FALSE
61713,27,108.3330025,-0.04,0.51,0.02,84.57732482,4.5,0.16,FALSE
62159,37.7,1128.673702,0.00,0.52,0.09,25.61440878,4.2,0.2,FALSE
117767,45.2,4765.886006,0.01,0.51,0.18,5.158726649,3.4,0.18,FALSE
93007,60.8,71343.72947,0.03,0.53,0.26,3.069921766,3.5,0.3,FALSE
56371,23.8,400.6459159,-0.03,0.51,0.03,14.33479389,5,0.18,FALSE
56516,24.7,188.6056833,-0.03,0.50,0.06,17.49237988,4.3,0.18,FALSE
61597,35.5,591.641722,-0.01,0.52,0.05,39.08557134,3.9,0.19,FALSE
66754,34.5,170.4439769,0.02,0.51,0.05,100.2031391,3.9,0.17,FALSE
83188,29.8,474.2474307,0.03,0.50,0.22,25.97807451,3.8,0.18,FALSE
52414,30.9,59.39203354,-0.05,0.52,0.04,67.23480073,4.2,0.15,FALSE
72975,31.5,20766.76003,0.01,0.52,0.28,7.098938797,3.5,0.23,FALSE
70688,30.1,243.2655714,0.00,0.51,0.05,31.50320703,3.8,0.21,FALSE
86624,33,8157.323968,0.02,0.51,0.19,6.300628173,3.9,0.2,FALSE
99831,40.6,1877.205416,0.04,0.51,0.18,9.208414035,3.6,0.17,FALSE
89071,41.4,283.7870872,0.04,0.51,0.03,34.80333938,3.4,0.18,FALSE
64960,31.4,759.3489018,0.00,0.51,0.07,25.75676598,3.8,0.2,FALSE
58927,22.3,49.85212739,-0.06,0.50,0.03,96.7773154,4.7,0.16,FALSE
52215,22.3,54.23457283,-0.03,0.50,0.02,449.2615264,4.7,0.17,FALSE
51064,20.9,105.083332,-0.04,0.48,0.04,146.9896519,3.8,0.2,FALSE
53167,23.1,68.59040141,-0.04,0.50,0.02,83.8759056,4.6,0.18,FALSE
105241,35.6,1618.989508,-0.01,0.51,0.20,18.28523752,3.7,0.18,FALSE
58851,23.2,77.91499506,-0.03,0.49,0.17,39.7709195,4,0.18,FALSE
59176,52.7,215.2748663,0.01,0.51,0.05,58.71990605,3.6,0.18,FALSE
64090,32.2,157.9500727,-0.03,0.50,0.11,84.47230153,3.8,0.19,FALSE
63240,30,73.7572553,-0.03,0.51,0.03,109.4707869,4.6,0.18,FALSE
56897,20.4,73.63471867,-0.03,0.48,0.03,49.01640416,4.1,0.18,FALSE
101741,48.2,2247.416358,0.02,0.52,0.26,12.40302386,3.8,0.18,FALSE
58214,16.5,67.24465454,-0.06,0.46,0.03,75.26531022,4.4,0.21,FALSE
60612,24.4,73.67593001,-0.02,0.51,0.02,160.5587444,3.7,0.16,FALSE
57963,24,399.8391293,0.11,0.53,0.13,17.69817532,3.8,0.18,FALSE
55448,39.2,397.7495614,0.09,0.52,0.07,126.3443227,3,0.21,FALSE
47890,16.6,178.4365578,0.00,0.50,0.07,33.15466652,3.7,0.18,FALSE
72071,31.2,598.3513431,0.18,0.51,0.11,18.47976235,3.6,0.2,FALSE
60058,28.4,137.2303462,0.04,0.51,0.04,57.57632462,4.2,0.16,FALSE
70258,41.3,109.1639365,0.15,0.52,0.12,40.28467839,3.4,0.14,FALSE
42764,19.2,62.824696,0.04,0.51,0.03,104.8511114,4.5,0.14,FALSE
46599,25,514.3358653,0.05,0.50,0.12,14.90272988,5.1,0.24,FALSE
65541,47.5,1124.182184,0.17,0.52,0.14,24.88428806,3.4,0.26,FALSE
53054,33.8,936.657781,0.08,0.53,0.13,26.15781007,3.7,0.19,FALSE
56542,20.6,630.6516079,0.08,0.52,0.08,22.26883832,3.9,0.2,FALSE
55820,35.3,831.919889,0.09,0.53,0.08,27.92391292,4.1,0.2,FALSE
51612,25,112.5481315,0.05,0.52,0.04,64.1879423,3.4,0.17,FALSE
61651,31.8,314.733507,0.09,0.52,0.10,51.09992591,3.3,0.16,FALSE
68308,27.5,316.8273696,0.12,0.51,0.08,16.50110557,3.6,0.18,FALSE
46279,24.2,69.5518254,0.05,0.52,0.07,83.66333872,3.9,0.15,FALSE
69455,44.8,2119.639128,0.17,0.52,0.14,31.52142196,3.6,0.25,FALSE
57252,39.3,1224.18474,0.14,0.52,0.06,59.70836727,3.6,0.19,FALSE
74314,57.6,373.0946482,0.10,0.52,0.09,53.88076187,3.3,0.18,FALSE
52961,31.8,277.2222861,0.07,0.53,0.07,16.59824501,4.2,0.2,FALSE
48637,16.8,134.8883619,-0.03,0.51,0.11,41.79262499,3.7,0.16,FALSE
55628,31.5,90.83872263,0.04,0.52,0.03,145.4122437,3.7,0.14,FALSE
86138,34.8,379.8121991,0.16,0.51,0.12,12.50734807,3.5,0.16,FALSE
84377,51.8,1331.101184,0.19,0.51,0.10,32.38106032,3.3,0.22,FALSE
51630,41.6,179.7341916,0.09,0.50,0.04,71.20351745,3.5,0.16,FALSE
63977,39.4,103.0762005,0.18,0.50,0.03,16.49049323,2,0.25,FALSE
43621,29.7,129.7205311,0.01,0.50,0.02,76.53803175,5.3,0.18,FALSE
68611,29.8,820.3170498,0.04,0.51,0.05,23.49047592,3.8,0.18,FALSE
68724,28,456.5980978,0.04,0.51,0.02,19.37721627,3.7,0.19,FALSE
52503,31.9,2701.435505,-0.04,0.52,0.06,35.62545341,4.2,0.21,FALSE
110252,54.4,472.0784115,0.17,0.50,0.03,19.12256128,3.1,0.17,FALSE
71782,27.2,312.3920771,0.07,0.50,0.02,31.73112315,3.7,0.19,FALSE
64648,39.3,2474.230911,0.12,0.51,0.06,28.85880148,3.5,0.26,FALSE
69709,39,408.3276734,0.04,0.51,0.03,17.75809917,3.7,0.2,FALSE
60251,37.1,2013.926733,0.02,0.52,0.04,41.59158773,3.8,0.22,FALSE
65040,27.9,1011.675085,0.00,0.51,0.05,26.07006765,3.7,0.18,FALSE
66321,26.2,259.1384615,0.06,0.51,0.02,45.23300652,3.7,0.18,FALSE
59201,24,630.8946632,0.03,0.51,0.10,9.682635484,4.3,0.17,FALSE
49924,26.3,1256.686861,-0.03,0.52,0.07,23.34550412,4.7,0.2,FALSE
48018,24.1,555.5641934,-0.04,0.51,0.07,17.49146198,5.7,0.18,FALSE
78540,33.3,426.5873675,0.04,0.51,0.02,33.38043684,3.4,0.17,FALSE
67075,16.7,89.03035794,0.01,0.50,0.02,72.86505392,2.6,0.18,FALSE
54704,27.4,1151.952214,-0.01,0.52,0.03,26.33128137,4.2,0.2,FALSE
63352,22.4,158.9733129,-0.02,0.50,0.05,98.70450339,5.6,0.15,FALSE
55623,22.8,644.2285462,-0.01,0.51,0.02,21.58626682,4.5,0.18,FALSE
57753,32.1,1310.758623,0.00,0.52,0.02,35.11930397,4.3,0.2,FALSE
91645,42.3,584.5846395,0.09,0.50,0.03,21.31269128,3.5,0.18,FALSE
64706,32.5,527.1565021,0.10,0.50,0.09,14.08381277,2.8,0.22,FALSE
56272,31.8,1125.017811,0.10,0.51,0.18,13.79424504,3.1,0.23,FALSE
57668,31.2,1142.58057,0.07,0.51,0.13,16.88276607,3.2,0.22,FALSE
69148,53.6,137.664382,0.08,0.50,0.08,96.71907408,2.9,0.19,FALSE
80539,36.8,223.5909111,0.10,0.51,0.09,38.26039547,3.4,0.19,FALSE
59339,24.6,48.51824199,0.08,0.51,0.09,248.6077963,3.7,0.18,FALSE
71880,34.2,65.50027069,0.20,0.51,0.08,126.4593408,3.9,0.2,FALSE
48940,17.2,22.03700302,0.03,0.51,0.06,63.07442782,4.9,0.17,FALSE
68835,31.6,44.79748021,0.04,0.50,0.32,256.6076469,3.2,0.19,FALSE
56367,27.4,79.37495599,0.08,0.51,0.14,45.26033746,4.4,0.19,FALSE
47533,17.2,53.35653315,0.05,0.51,0.08,68.58161784,5,0.16,FALSE
57212,29.6,83.91324716,0.08,0.51,0.09,44.49481374,4.1,0.2,FALSE
52276,24.1,50.99386077,0.08,0.52,0.10,80.06084624,4.3,0.15,FALSE
64058,22.8,294.1811311,0.09,0.50,0.27,25.87560161,3.9,0.21,FALSE
72469,44.5,1884.675757,0.10,0.51,0.12,98.41853713,3.3,0.28,FALSE
52298,21,24.5206697,0.07,0.50,0.11,147.9508803,3.9,0.16,FALSE
58286,16.2,24.24188519,0.03,0.48,0.28,38.48620911,4.8,0.21,FALSE
85665,43.7,830.6642917,0.12,0.51,0.17,29.92061065,3.1,0.24,FALSE
71815,26.5,149.610259,0.07,0.50,0.16,74.69654528,3.4,0.19,FALSE
64799,40.7,1665.643941,-0.01,0.52,0.02,32.07118158,4.1,0.22,FALSE
60323,23.7,377.0979407,-0.04,0.51,0.02,18.30060575,4.5,0.18,FALSE
67418,24.5,491.7233504,0.02,0.51,0.23,16.62060385,4.3,0.18,FALSE
93587,40.5,1039.653686,0.00,0.51,0.06,17.50839607,3.8,0.17,FALSE
72576,35.4,238.209545,0.02,0.50,0.02,37.26317919,3.9,0.17,FALSE
61036,44.7,146.3032054,0.05,0.47,0.03,30.79102134,3.3,0.19,FALSE
102233,51.8,699.5115309,0.05,0.51,0.08,36.19123448,3.2,0.18,FALSE
54377,22.5,134.4709672,-0.04,0.52,0.03,46.17942245,4.8,0.16,FALSE
49741,20.8,83.60087642,-0.05,0.51,0.01,82.7139633,4.7,0.17,FALSE
75269,35.8,464.5078732,0.07,0.51,0.04,19.73398587,3.4,0.2,FALSE
60763,30.5,530.0458816,0.04,0.52,0.10,32.3393185,4,0.2,FALSE
76783,38.3,3082.777152,0.01,0.52,0.04,7.057822979,4,0.2,FALSE
51923,27.7,337.5169241,-0.04,0.51,0.04,25.95207023,4.6,0.19,FALSE
62699,21,200.7539263,0.03,0.51,0.06,19.35146781,3.8,0.18,FALSE
67515,26.9,578.2138354,0.05,0.51,0.11,32.98370605,3.4,0.19,FALSE
61560,20.3,391.8741519,0.06,0.51,0.14,21.15760298,3.9,0.18,FALSE
65436,29.4,1069.972129,0.05,0.51,0.26,18.95385548,4.5,0.2,FALSE
53439,23.2,356.5149219,-0.01,0.51,0.14,18.90257926,5.7,0.19,FALSE
53762,22.8,92.21842203,-0.02,0.51,0.02,35.30481293,4.8,0.19,FALSE
54099,22.6,162.6941233,-0.07,0.51,0.02,45.69381489,4.9,0.16,FALSE
63012,24.4,279.9193143,0.00,0.50,0.17,17.61897211,5.4,0.17,FALSE
92340,48.7,1720.178453,0.04,0.51,0.05,21.66286564,3.5,0.19,FALSE
65534,32.8,139.9702093,0.00,0.52,0.03,219.4185409,3.6,0.2,FALSE
73780,29.2,825.8289127,0.02,0.51,0.14,29.48064923,4.5,0.18,FALSE
47598,28.6,11812.46971,0.04,0.53,0.15,11.99446487,5.5,0.26,FALSE
55951,16.2,181.5474279,-0.05,0.49,0.05,21.222561,5.4,0.18,TRUE
65558,29.5,241.3858288,0.00,0.51,0.02,14.50221159,4.5,0.17,FALSE
56265,20.4,70.7837884,-0.03,0.47,0.05,77.88010358,4.7,0.17,FALSE
59407,28.5,339.543226,-0.05,0.51,0.01,20.06311282,4.5,0.16,FALSE
69101,24.2,496.6461361,0.03,0.51,0.08,33.40325749,3.8,0.19,FALSE
74230,32.1,974.8647109,-0.01,0.52,0.06,18.26017092,3.2,0.2,FALSE
62165,28.1,1560.263442,0.02,0.51,0.24,14.08602807,3.9,0.22,FALSE
86450,45,381.4205659,-0.01,0.52,0.03,47.77945006,3.1,0.15,FALSE
73890,40.3,333.3830777,0.16,0.51,0.11,26.02512987,2.6,0.16,FALSE
70980,42.8,449.0895535,0.15,0.52,0.05,51.04446702,2.3,0.24,FALSE
64399,34.2,666.8305482,0.14,0.52,0.10,22.92079719,2.4,0.21,FALSE
53648,23.6,312.2693792,0.24,0.52,0.06,8.472637617,3.6,0.17,FALSE
62059,30.1,427.4494823,0.12,0.51,0.06,16.73640167,2.3,0.2,FALSE
52905,37.7,549.1699557,0.08,0.52,0.05,16.83667702,2.8,0.21,FALSE
55588,23.8,395.8097648,0.11,0.51,0.07,9.381303063,2.6,0.2,FALSE
68468,32,412.843174,0.20,0.52,0.06,10.67695451,2.8,0.2,FALSE
53902,34.7,32.30358672,0.07,0.50,0.04,116.081102,3.2,0.18,FALSE
63162,31.9,239.2798338,0.12,0.49,0.05,41.42201787,2.9,0.23,FALSE
58919,30.7,40.97706761,0.11,0.50,0.05,52.73566249,3.4,0.2,FALSE
59368,24,238.2075725,0.08,0.51,0.04,22.54147632,3.2,0.18,FALSE
63846,40.3,1377.179669,0.10,0.52,0.10,30.2530887,2.5,0.28,FALSE
57802,31.2,678.065966,0.09,0.52,0.06,27.18839382,3.2,0.21,FALSE
60316,36.7,925.4213276,0.08,0.51,0.05,34.01989739,2.9,0.2,FALSE
66434,21.8,157.2027831,0.16,0.52,0.06,31.12452924,3.2,0.21,FALSE
57606,27.2,387.6148278,0.18,0.50,0.10,19.13939701,3.8,0.26,FALSE
49083,25.4,200.0608323,0.10,0.50,0.07,49.84734251,3.5,0.19,FALSE
52659,31.1,1227.984706,0.01,0.53,0.07,10.6704682,4,0.22,FALSE
51303,22.8,383.0725053,0.01,0.51,0.02,18.94561346,3.7,0.17,FALSE
51879,32.4,396.2905671,0.05,0.51,0.04,30.9178744,3.5,0.18,FALSE
119637,59,409.221437,0.23,0.51,0.05,20.97209872,2.4,0.16,FALSE
58956,27.6,1616.003936,0.14,0.51,0.61,4.492017685,3.1,0.23,FALSE
83704,29.7,275.6601048,0.16,0.50,0.32,10.68764295,4.2,0.22,FALSE
54471,40.8,391.5158555,0.15,0.50,0.26,17.45116945,2.7,0.22,FALSE
62827,25.1,48.43310288,0.11,0.51,0.23,83.06510227,2.7,0.16,FALSE
96847,51.7,1230.027638,0.24,0.51,0.16,10.63079257,3.1,0.21,FALSE
87976,35.3,279.2058998,0.31,0.51,0.28,32.008399,3,0.18,FALSE
61807,30.7,3024.881812,0.10,0.51,0.41,11.00353783,3.5,0.24,FALSE
90910,44.5,1009.98939,0.25,0.51,0.20,9.017061407,3,0.23,FALSE
48629,22.8,828.7190689,0.05,0.51,0.83,3.574671309,3.8,0.22,FALSE
101361,46.1,942.2006986,0.28,0.51,0.25,6.160002365,3.5,0.2,FALSE
73214,30,904.2732016,0.15,0.51,0.25,11.69115476,4,0.2,FALSE
57439,20.5,146.0242452,0.11,0.51,0.14,22.02449123,3.1,0.18,FALSE
61638,31,2766.8834,0.13,0.50,0.44,5.728440114,3.8,0.24,FALSE
72890,37.4,339.5257663,0.32,0.50,0.40,34.75374797,2.8,0.22,FALSE
41656,18.4,553.0118756,0.11,0.51,0.93,4.604544455,6.2,0.2,FALSE
94899,40.9,71.59904174,0.30,0.51,0.25,105.4162889,2.7,0.16,FALSE
54733,29.1,346.7723836,0.10,0.51,0.36,12.87958553,2.8,0.21,FALSE
51078,23.7,247.4426309,0.08,0.51,0.27,11.69030056,3.3,0.19,FALSE
88833,34.7,583.0571115,0.25,0.51,0.25,13.17108749,3.4,0.2,FALSE
56079,21.5,432.0832171,0.06,0.51,0.65,13.80094619,4.1,0.21,FALSE
105763,40.3,825.8682578,0.25,0.51,0.19,38.12610208,3.1,0.19,FALSE
70130,31.5,2434.571009,0.14,0.51,0.30,8.561175545,3.3,0.22,FALSE
54465,24.5,150.7658768,0.05,0.51,0.25,28.97836765,2.9,0.21,FALSE
80690,48.6,1286.559712,0.20,0.50,0.34,23.54873096,2.6,0.29,FALSE
92661,41.1,528.0778108,0.28,0.51,0.25,16.93333853,2.8,0.23,FALSE
79941,34.5,1563.337114,0.11,0.50,0.19,19.82011949,2.5,0.24,FALSE
71835,23.8,451.6928087,0.11,0.50,0.19,11.52901661,3,0.23,FALSE
73574,36.7,47.99138747,0.00,0.50,0.02,81.57272208,2.3,0.16,FALSE
56948,35.7,52.54970518,-0.05,0.51,0.02,84.57851706,2.9,0.15,FALSE
76483,50.7,305.2193716,0.04,0.51,0.03,97.69560492,1.8,0.21,FALSE
60555,37.3,55.27935013,0.04,0.50,0.02,157.7162684,3.1,0.19,FALSE
65879,41.5,84.99155308,-0.02,0.50,0.02,119.8445445,2.3,0.17,FALSE
61843,36.3,56.80377413,-0.03,0.51,0.02,90.80672696,2.1,0.17,FALSE
66591,28.9,104.9067689,0.13,0.51,0.02,50.63483423,2.9,0.15,FALSE
127898,61.1,2935.097156,0.06,0.50,0.17,9.585789329,2.3,0.21,FALSE
68975,42.9,1415.585138,0.07,0.53,0.06,9.068430376,2.8,0.22,FALSE
151806,60.8,802.1126501,0.24,0.50,0.14,55.6176216,2.3,0.2,FALSE
58740,45.8,254.6031926,0.04,0.48,0.04,30.4460344,2.8,0.19,FALSE
55804,32.1,31.70820803,-0.01,0.52,0.04,200.9377093,2.8,0.15,FALSE
106208,40.1,1398.13378,0.15,0.50,0.25,10.63072066,2.5,0.21,FALSE
109090,39.8,568.4275495,0.16,0.50,0.14,19.6229772,2.8,0.2,FALSE
102589,62.1,10609.43635,0.12,0.52,0.17,18.81727175,2.1,0.32,FALSE
58717,52.6,4616.722016,0.08,0.52,0.06,126.9411416,2.4,0.27,FALSE
62121,42.1,2781.226054,0.16,0.54,0.11,137.760022,3.4,0.22,FALSE
55816,26.8,2616.264369,-0.02,0.52,0.06,29.73756598,3.8,0.22,FALSE
48189,36,3043.747847,0.08,0.52,0.21,56.58669081,3.2,0.2,FALSE
84405,29.7,4157.979962,0.08,0.50,0.38,146.0387003,2.5,0.22,FALSE
52437,28,4485.254989,0.00,0.48,0.09,28.83720164,3.5,0.26,FALSE
50949,38.5,3853.122649,0.11,0.53,0.07,73.77319516,3.3,0.29,FALSE
54888,29.1,1752.510909,0.02,0.52,0.04,118.5723884,2.8,0.17,FALSE
54296,34,1248.1602,0.05,0.54,0.03,160.436387,2.7,0.2,FALSE
78491,35.2,1807.008385,0.03,0.51,0.09,24.44585687,2.7,0.24,FALSE
60254,33.9,3041.048413,0.07,0.51,0.18,106.8452169,2.8,0.21,FALSE
72847,30,120.2026137,0.14,0.50,0.23,44.03346543,5.2,0.21,FALSE
59838,26.7,26.43360355,0.06,0.50,0.28,142.4870466,4.9,0.19,FALSE
80407,29.8,776.2128699,0.13,0.51,0.10,45.05971436,4.7,0.2,FALSE
57316,16.6,97.00076746,0.07,0.51,0.09,27.12649083,6,0.19,FALSE
57152,17.6,36.47416527,0.09,0.49,0.42,30.6958755,6.9,0.2,FALSE
59346,15.8,39.46368795,0.03,0.49,0.10,39.96749311,7.1,0.18,FALSE
72173,33,408.4500285,0.08,0.50,0.08,35.23566789,5,0.2,FALSE
60556,41.8,17.86383545,0.07,0.51,0.04,93.10697992,5.6,0.13,FALSE
102338,51.4,1064.860184,0.14,0.50,0.10,45.2773504,2.8,0.27,FALSE
79268,32.2,687.3760891,0.07,0.49,0.08,47.88689851,4.6,0.22,FALSE
44777,19,8.018826199,0.03,0.50,0.21,71.0176834,6.8,0.17,FALSE
78779,26.4,542.0638895,0.12,0.50,0.11,35.35989746,5.1,0.23,FALSE
69113,48.6,101.0953627,0.10,0.52,0.07,227.5054033,3.7,0.13,FALSE
67551,26.3,74.63307307,0.10,0.51,0.19,69.65674703,5.4,0.19,FALSE
69163,23.8,7.297921032,0.08,0.49,0.07,248.2827112,5.5,0.16,FALSE
89119,31.9,393.8550444,0.13,0.50,0.11,37.70908777,3,0.23,FALSE
59976,30.4,296.4058667,0.10,0.50,0.06,47.81961675,5.2,0.22,FALSE
55000,18.5,18.45332386,0.05,0.50,0.04,65.61249262,7,0.15,FALSE
77890,35.7,402.4261698,0.13,0.51,0.09,24.09339979,4.8,0.22,FALSE
60202,28.6,47.83766058,0.03,0.49,0.22,98.74917709,4.9,0.19,FALSE
68656,33.9,108.8099477,0.12,0.51,0.10,65.4316087,5,0.2,FALSE
55674,16,58.40509234,0.03,0.50,0.50,51.81904788,7,0.2,FALSE
75225,30.8,272.5976101,0.06,0.50,0.06,69.99615021,3.1,0.18,FALSE
55652,41.3,293.3161511,0.09,0.49,0.02,37.87448396,3.6,0.24,FALSE
47222,17.5,16.32523477,-0.04,0.49,0.01,438.6606229,5.2,0.17,FALSE
65494,29.6,499.4109962,0.06,0.50,0.09,34.02106282,3.1,0.2,FALSE
60713,20.1,64.12111391,0.03,0.48,0.02,61.86396115,3.8,0.19,FALSE
69219,23.2,75.15326003,0.01,0.49,0.04,52.14489328,3.1,0.19,FALSE
77828,50.7,456.6297957,0.11,0.50,0.07,45.7293372,2.4,0.23,FALSE
64972,31.8,164.0263142,0.06,0.51,0.03,38.22410794,3.1,0.2,FALSE
64319,23,63.29233146,0.00,0.50,0.03,81.16883117,2.9,0.17,FALSE
71098,24.8,152.3323641,0.01,0.50,0.07,35.39029598,3.1,0.18,FALSE
66460,25.7,623.4089489,0.02,0.51,0.14,17.69274774,4,0.19,FALSE
59758,34.3,261.278853,0.03,0.51,0.02,67.78741866,2.9,0.19,FALSE
66092,25.6,87.8275036,0.01,0.50,0.03,29.47852489,2.9,0.19,FALSE
53505,30.5,3917.639456,0.00,0.52,0.16,32.77905017,4,0.23,FALSE
66994,28.9,294.7109359,0.06,0.50,0.05,15.96721399,3,0.2,FALSE
58248,32,88.38997901,0.01,0.50,0.03,70.64940937,3.3,0.18,FALSE
61691,24.7,590.4072469,0.00,0.50,0.14,15.28187417,4.1,0.18,FALSE
87098,33.7,125.5480536,0.07,0.50,0.03,66.16163287,3.4,0.18,FALSE
62108,23.9,225.597293,0.00,0.50,0.07,34.6800763,2.7,0.18,FALSE
64682,28.3,187.1067341,0.02,0.50,0.11,28.8828128,3.3,0.16,FALSE
91070,43.8,735.4751135,0.04,0.51,0.05,17.31824502,2.9,0.17,FALSE
59643,27.3,395.6551059,0.03,0.50,0.04,34.90259268,3,0.2,FALSE
52216,49.9,9.097205324,0.07,0.48,0.10,77.16049383,3.1,0.21,FALSE
83997,19.2,9.648929385,0.00,0.49,0.09,64.73748948,3.7,0.23,FALSE
69613,28.7,37.04514519,0.08,0.49,0.15,30.15075377,3.5,0.22,FALSE
59494,32.1,4.205369055,0.03,0.50,0.06,102.7608413,4,0.17,FALSE
64030,30,12.07808421,0.04,0.50,0.04,98.40905363,3.5,0.18,FALSE
98837,57.4,5.872784534,0.09,0.48,0.15,170.4739175,2.7,0.25,FALSE
