,0,1,2,3,4,5,6,7,8,9
309,74064,407.4800372,0.0355,0.505,0.104,3.7,0.1893,23.47569385,0.282,0
310,68435,62.08203218,-0.019,0.5,0.012,2.7,0.1732,39.3282731,0.207,0
311,64098,78.19731629,-0.0103,0.476,0.02,3.5,0.185,26.61273153,0.161,0
312,61219,63.44612545,-0.0174,0.502,0.019,3.3,0.1713,35.30574778,0.181,0
313,53881,593.7009938,0.018,0.513,0.091,3.6,0.1972,22.07294372,0.292,1
314,54001,74.38521806,-0.016,0.501,0.041,4.3,0.1742,43.48771472,0.108,0
315,59444,111.976798,0.0118,0.493,0.037,2.7,0.1584,28.90674683,0.206,0
316,51228,391.615947,0.1173,0.489,0.087,2.9,0.1985,20.43610651,0.377,0
317,53866,43.75279115,-0.0655,0.506,0.018,3.3,0.173,141.7635384,0.169,0
318,51603,777.1752864,0.0096,0.515,0.028,3.1,0.207,11.02225945,0.263,0
319,48082,265.3968506,-0.0076,0.495,0.028,4.3,0.1931,9.342476504,0.245,0
320,59874,75.1538428,-0.061,0.515,0.027,3.1,0.1627,32.26222738,0.184,0
321,79644,163.7098346,0.0525,0.509,0.02,2.9,0.1778,15.87351979,0.296,0
322,47885,163.9966147,-0.046,0.516,0.032,3.6,0.1735,30.35638395,0.182,0
323,58295,47.71492205,-0.0224,0.502,0.088,2.7,0.1607,41.49033275,0.168,0
324,60010,231.9462537,0.0011,0.508,0.046,3.2,0.1919,30.48129972,0.286,1
325,63975,45.89822051,-0.0027,0.493,0.027,2.4,0.189,38.11847221,0.248,0
326,61379,35.41217027,-0.0323,0.505,0.029,1.9,0.1646,49.59087528,0.222,0
327,54589,74.69475448,-0.0401,0.51,0.051,2.7,0.1697,70.67137809,0.227,0
328,53223,22.54093886,-0.0331,0.493,0.02,3.7,0.1515,56.98330389,0.172,0
329,97535,158.8129432,0.2923,0.507,0.063,2,0.2323,10.70056606,0.494,0
330,70091,29.44322517,-0.0443,0.493,0.016,2.4,0.1562,58.78549174,0.166,0
331,53547,93.64298537,-0.0349,0.513,0.034,4,0.1744,51.32548053,0.205,0
332,66211,45.34347856,0.0342,0.503,0.022,2.9,0.1547,57.94414185,0.313,0
333,62481,159.9707384,0.0376,0.507,0.026,2.6,0.1882,41.10532211,0.305,1
334,55847,17.30323796,-0.0606,0.494,0.134,2.3,0.162,99.30486594,0.177,0
335,63234,25.61417319,-0.0609,0.504,0.062,2.9,0.1645,67.69105801,0.243,0
336,56695,22.00519394,-0.0269,0.507,0.045,2.7,0.1699,104.6243984,0.208,0
337,66861,27.59622615,-0.0106,0.499,0.032,2.2,0.1686,61.78942165,0.191,0
338,57687,30.56259129,-0.021,0.5,0.016,3.2,0.1572,51.44297546,0.188,0
339,67295,246.1403166,0.134,0.504,0.058,2,0.2185,33.08191081,0.53,1
340,51089,65.03541906,-0.0655,0.496,0.037,3.9,0.1766,59.42300264,0.157,0
341,64783,316.239817,0.0683,0.507,0.034,2.9,0.2042,35.28799414,0.33,1
342,59242,38.70455784,-0.0129,0.492,0.024,2.5,0.1763,45.2591084,0.223,0
343,66381,59.96566486,-0.0017,0.501,0.02,2.1,0.1679,30.07247466,0.264,0
344,55631,68.76669211,-0.0325,0.495,0.23,4.5,0.18,25.40069598,0.19,0
345,72679,34.53983088,0.0033,0.497,0.035,2.3,0.16,66.18571712,0.237,0
346,61247,22.56502953,-0.0179,0.503,0.017,1.7,0.161,94.46438693,0.177,0
347,56397,17.76973358,-0.0341,0.503,0.027,3.1,0.1622,129.7521733,0.166,0
348,61767,97.5246246,-0.0019,0.499,0.183,2.9,0.1906,46.87792987,0.22,1
349,60702,14.94416631,-0.0846,0.492,0.085,1.9,0.1534,167.8415576,0.181,0
350,52179,28.24044476,-0.0546,0.469,0.037,2.6,0.1826,66.19447938,0.213,0
351,67331,854.2441116,0.1214,0.507,0.087,2.8,0.2279,26.52189791,0.361,1
352,65724,377.5314404,0.0446,0.509,0.07,3.3,0.2005,34.69351174,0.319,1
353,64151,169.5425074,0.078,0.478,0.037,1.9,0.185,41.18743371,0.511,1
354,50533,80.97806328,-0.0188,0.501,0.111,3.7,0.1907,28.59675713,0.18,0
355,79557,90.31864057,0.1018,0.507,0.031,2.5,0.1837,19.4303035,0.317,0
356,63230,38.61400933,0.0119,0.507,0.065,2.5,0.1757,45.52697473,0.215,0
357,53344,50.17194904,-0.0587,0.483,0.055,3.1,0.1809,27.85204991,0.196,0
358,50258,25.85339423,-0.0494,0.507,0.051,2.8,0.1596,96.58103149,0.224,0
359,65482,28.97800739,-0.0533,0.502,0.024,2.9,0.1398,100.0450203,0.297,0
360,58419,118.1289913,0.0091,0.502,0.174,2.7,0.1959,19.39732511,0.23,0
361,60139,18.4468276,-0.0294,0.493,0.034,2.8,0.1763,135.4829969,0.155,0
362,54251,21.64287363,-0.0531,0.497,0.132,2.6,0.1578,79.60515841,0.177,0
363,46690,24.72301785,-0.081,0.508,0.038,3.5,0.1679,80.84727949,0.204,0
364,50754,28.7904847,-0.0735,0.505,0.153,3.1,0.1787,38.79126421,0.184,0
365,47452,22.87122465,-0.044,0.507,0.028,4.2,0.1697,68.80418329,0.206,0
366,66199,46.79539229,0.0154,0.497,0.051,3.2,0.1856,14.94522575,0.29,0
367,62715,13.04575985,-0.0516,0.506,0.028,4.5,0.1654,122.2643355,0.229,0
368,42723,65.820441,-0.0081,0.501,0.061,3.9,0.175,25.76124478,0.295,1
369,62559,268.187711,0.0935,0.502,0.065,2.9,0.2081,32.71742776,0.504,1
370,51237,31.72865791,0.0035,0.496,0.059,2.3,0.1912,35.02258957,0.348,1
371,54604,30.61084195,-0.0068,0.481,0.56,2.5,0.2019,29.74508462,0.176,0
372,52986,2.459723888,-0.0224,0.5,0.031,2.1,0.1517,379.3626707,0.227,0
373,60615,20.07110453,-0.0221,0.498,0.048,2.9,0.1577,75.92437932,0.213,0
374,91913,1272.566147,0.0966,0.509,0.079,2.8,0.2116,6.640095219,0.553,0
375,75840,176.6476316,0.0677,0.467,0.073,3.4,0.2153,12.23121896,0.317,0
376,49840,39.16934325,-0.0149,0.514,0.218,3.4,0.1827,30.12501883,0.273,1
377,53371,49.3871809,-0.0405,0.497,0.097,3.2,0.1841,16.12955257,0.205,0
378,51996,121.7375047,0.042,0.47,0.084,2.8,0.2299,40.4138377,0.46,1
379,56741,75.28758374,-0.0255,0.504,0.118,3,0.1845,18.44201829,0.262,1
380,60014,517.3291148,0.0343,0.506,0.15,3.5,0.2096,19.37826766,0.309,1
381,59451,325.128305,-0.006,0.516,0.128,3.3,0.1875,22.61484099,0.308,1
382,46263,6.041870633,-0.0727,0.491,0.04,2.6,0.1539,184.9796522,0.203,0
383,47292,1091.220317,0.0479,0.502,0.298,4.3,0.2214,6.044889348,0.174,0
384,78806,542.2209053,0.1106,0.505,0.044,3.4,0.191,7.486094579,0.316,0
385,47046,68.30066375,-0.01,0.511,0.068,3.8,0.1688,50.53567819,0.189,0
386,53644,166.8433526,0.0542,0.501,0.034,4.7,0.1776,33.26679973,0.234,0
387,66520,618.5000132,0.0347,0.509,0.022,3.5,0.214,53.4279364,0.335,1
388,46390,98.20307372,-0.0496,0.47,0.081,5.6,0.2257,14.19224819,0.173,0
389,58981,1139.267193,0.0846,0.511,0.074,3.3,0.2216,34.03970887,0.429,1
390,57711,178.0232898,0.0488,0.501,0.058,4.1,0.2048,9.012419114,0.23,0
391,51475,61.64562416,0.0021,0.509,0.025,4.3,0.1735,52.94927459,0.148,0
392,53199,103.5337979,-0.023,0.517,0.028,3.8,0.1853,22.11900022,0.179,0
393,59025,2015.575055,0.0335,0.517,0.059,4,0.2145,26.08388316,0.327,1
394,68692,1042.109204,0.0436,0.505,0.034,3.6,0.2172,11.97619133,0.304,0
395,48219,262.9932782,-0.0022,0.52,0.027,4.9,0.1827,30.57262527,0.246,0
396,50316,212.6423245,0.1083,0.515,0.027,3.9,0.1852,10.75419145,0.305,0
397,55267,88.15620767,0.0274,0.51,0.031,4.6,0.1735,45.59339808,0.175,0
398,47542,40.8565678,0.0063,0.499,0.035,5.1,0.1788,41.67708594,0.133,0
399,36875,73.55563379,-0.1235,0.512,0.01,5.8,0.1712,17.27831917,0.13,0
400,43568,98.69108516,0.0295,0.512,0.026,4.7,0.1795,30.77917481,0.153,0
401,74719,202.309718,0.1725,0.508,0.043,3.5,0.2102,17.54262859,0.286,0
402,53238,245.3766617,0.1438,0.51,0.056,3.9,0.1979,7.524680954,0.306,0
403,83072,436.5941217,0.1531,0.508,0.06,4.1,0.2142,7.898644593,0.268,0
404,38316,48.22484425,-0.0481,0.497,0.021,5.8,0.2037,24.91032284,0.121,0
405,54080,151.226643,0.0792,0.506,0.069,4.3,0.2234,15.74319697,0.256,1
406,45613,273.4130187,-0.0615,0.527,0.029,5.4,0.2012,8.326256016,0.235,0
407,53050,191.260545,0.0524,0.511,0.041,4.1,0.2144,4.915550837,0.219,0
408,56303,966.3683039,-0.0003,0.523,0.044,4.4,0.2112,6.817267685,0.347,0
409,60053,909.4596606,0.0933,0.514,0.046,4.3,0.2337,12.27546135,0.321,1
410,41608,99.08382124,0.0001,0.513,0.031,5.4,0.1787,21.39403534,0.365,0
411,49536,30.47155121,-0.0369,0.518,0.025,6,0.1697,26.20682426,0.178,0
412,45092,2302.780614,0.1187,0.528,0.055,4.9,0.2525,33.32103018,0.368,1
413,43235,251.109917,-0.0029,0.522,0.022,5.3,0.2054,13.04810183,0.243,0
414,49687,98.37005923,-0.0152,0.516,0.032,5.1,0.1943,7.713192645,0.205,0
415,71526,307.9873361,0.1024,0.514,0.059,4.2,0.1805,11.51989678,0.335,0
416,47860,170.3048877,0.1014,0.515,0.044,5.5,0.2128,7.420709717,0.194,0
417,51719,89.67336816,-0.0127,0.508,0.051,4.6,0.2067,9.052968921,0.158,0
418,65296,38.60977049,-0.0037,0.35,0.017,4.1,0.2305,64.23432682,0.222,0
419,58958,231.3972051,0.0053,0.51,0.019,3,0.186,46.17785864,0.222,0
420,40675,10.05121917,-0.0718,0.506,0.014,4.6,0.1498,29.82626202,0.189,0
421,75254,353.1950659,0.0452,0.516,0.022,2.4,0.2039,115.2530652,0.467,1
422,51136,17.79962266,-0.0188,0.509,0.013,3.8,0.1611,33.11367926,0.254,0
423,58926,34.65072944,0.0103,0.515,0.016,3.5,0.1649,127.302817,0.323,1
424,55358,140.9782323,0.0012,0.513,0.017,2.9,0.1763,49.05888702,0.271,1
425,55910,108.9243949,0.0009,0.504,0.016,2.9,0.161,150.8599014,0.31,1
426,58619,75.98208057,0.0051,0.51,0.013,3,0.1494,115.4934457,0.327,1
427,50344,27.91500549,0.0024,0.506,0.015,3.6,0.162,51.74644243,0.19,0
428,50702,44.784159,-0.0117,0.504,0.015,3.2,0.1906,78.87057339,0.271,1
429,65841,141.3350677,0.0157,0.514,0.019,2.3,0.1755,27.88933512,0.355,0
430,45333,12.86412226,-0.0345,0.503,0.012,4.5,0.1644,59.42476824,0.165,0
431,51073,54.41022142,0.0234,0.506,0.016,3.2,0.1641,151.0764195,0.296,0
432,39068,12.24469887,-0.0471,0.51,0.026,4.6,0.1485,63.7368941,0.208,0
433,66803,209.5874385,0.0506,0.512,0.018,2.7,0.1835,48.16004546,0.314,1
434,100916,1396.074254,0.0718,0.505,0.084,3.1,0.2135,8.632089967,0.409,0
435,76972,1382.863504,0.027,0.527,0.058,3.7,0.2011,10.87784184,0.386,0
436,111056,434.0799054,0.0409,0.504,0.044,3.2,0.1811,43.23155904,0.311,1
437,60143,104.5836347,0.0102,0.511,0.078,3.6,0.1897,59.86948452,0.169,0
438,101810,376.3379841,0.0078,0.505,0.039,2.9,0.1782,17.80975618,0.356,0
439,48709,59.04413192,-0.0216,0.525,0.061,4.8,0.174,31.31949012,0.208,0
440,102951,393.1213942,0.1008,0.507,0.105,3.2,0.197,42.38153398,0.406,1
441,91492,584.4141582,0.0416,0.51,0.048,3.3,0.1917,11.74439499,0.358,0
442,121329,1298.910031,0.1185,0.511,0.073,2.7,0.1942,12.28161749,0.614,0
443,110012,2138.787674,0.0751,0.516,0.201,2.9,0.1956,10.46933057,0.59,0
444,85357,1883.869805,0.0505,0.519,0.195,3.8,0.215,5.498572021,0.327,0
445,101350,135.4662981,0.0513,0.504,0.043,3.1,0.1621,79.39501002,0.349,1
446,75714,138.4571271,-0.0162,0.527,0.072,3.4,0.1461,53.79091471,0.386,1
447,54351,276.7009219,0.0471,0.527,0.055,4.6,0.1793,38.60668475,0.268,1
448,65821,111.6338267,0.0157,0.515,0.037,7.4,0.1527,57.38771138,0.304,1
449,49780,7332.106147,-0.0463,0.531,0.057,5.1,0.263,26.9591737,0.312,1
450,82686,540.9640788,-0.0136,0.522,0.034,3.9,0.1353,28.17033664,0.428,1
451,58805,134.8086208,-0.0502,0.517,0.051,3.5,0.1636,48.02151364,0.334,1
452,69857,1021.914821,0.03,0.516,0.086,3.7,0.1921,14.15385595,0.28,0
453,76036,167.8725362,0.046,0.507,0.039,4.1,0.166,115.3934918,0.442,1
454,83253,1601.89458,0.0581,0.518,0.222,3,0.187,22.81270516,0.394,1
455,60143,100.3547737,-0.017,0.513,0.042,2.7,0.18,113.9925905,0.372,1
456,59918,755.698869,0.0062,0.517,0.263,4.1,0.1964,19.29789953,0.272,1
457,74142,305.0326692,0.0171,0.534,0.059,2.7,0.1567,93.26618168,0.465,1
458,106543,1970.733061,0.0674,0.51,0.083,2.3,0.2257,18.61389751,0.552,1
459,96030,253.4800978,0.1076,0.486,0.152,4.2,0.2184,87.7269936,0.517,1
460,106851,1784.31224,0.0508,0.519,0.05,2.5,0.1956,14.14877436,0.53,0
461,90584,790.8083299,0.0504,0.514,0.042,3,0.1698,23.0237029,0.367,0
462,75843,13823.76105,0.1019,0.517,0.233,2.6,0.3082,17.41494974,0.448,1
463,77795,549.8004329,0.0386,0.507,0.122,3.1,0.1936,27.69009248,0.359,1
464,52285,9.953336903,-0.0541,0.447,0.017,7.8,0.1738,219.5871761,0.174,0
465,66568,143.0884201,0.0565,0.5,0.075,3.1,0.1829,59.28134077,0.227,0
466,43676,49.67124821,-0.042,0.506,0.015,4.7,0.164,35.20506953,0.175,0
467,58317,49.03059262,-0.011,0.502,0.025,5.1,0.1399,42.87429257,0.282,0
468,67703,111.2834754,0.0386,0.496,0.031,3.2,0.1751,32.49390739,0.201,0
469,50130,233.1574354,-0.045,0.509,0.055,4.7,0.1813,19.39375133,0.189,0
470,56934,55.57015239,0.0136,0.501,0.025,5.1,0.1549,112.5745807,0.293,1
471,50659,270.1925329,-0.0222,0.511,0.058,4,0.1766,104.3017973,0.277,1
472,50205,189.9642186,-0.0148,0.51,0.055,4.1,0.1849,44.7230525,0.212,0
473,58831,62.79258008,0.0074,0.505,0.022,4.6,0.1548,114.7534713,0.31,1
474,47876,35.33800107,-0.0347,0.501,0.015,8.7,0.1416,39.56322203,0.205,0
475,49610,23.96593986,-0.0314,0.446,0.02,6.3,0.199,80.3234357,0.21,0
476,42480,54.84525487,0.0008,0.5,0.021,6.1,0.1551,32.31017771,0.121,0
477,72666,140.5259107,0.0529,0.507,0.046,3,0.1861,12.56360324,0.314,0
478,49114,25.21931401,-0.0032,0.489,0.022,5.6,0.1475,285.1236724,0.188,0
479,48880,30.55599199,-0.0359,0.503,0.016,5.2,0.1525,55.89090096,0.215,0
480,53751,33.14814815,-0.0368,0.497,0.017,4.2,0.1635,39.62122113,0.265,0
481,65891,191.7120876,0.0228,0.509,0.057,3.4,0.1923,45.34407081,0.268,1
482,59456,71.47685318,0.0216,0.506,0.018,5.4,0.1671,149.6333982,0.337,0
483,50554,637.0920771,-0.0492,0.518,0.036,4.9,0.1839,14.78513503,0.209,0
484,39030,12.6832261,-0.1755,0.493,0.018,5.2,0.146,71.55635063,0.198,0
485,65041,200.4776765,0.0656,0.511,0.03,3.4,0.1885,118.1677552,0.351,1
486,51046,71.61579273,-0.0434,0.461,0.063,4.4,0.1983,49.12677163,0.14,0
487,50015,76.24558418,-0.0237,0.501,0.024,4.2,0.1605,21.92742024,0.17,0
488,45006,35.36223899,-0.0265,0.459,0.018,4.9,0.1497,112.0950566,0.332,0
489,54704,525.7965907,0.0394,0.513,0.08,3.5,0.2042,23.93931725,0.385,1
490,59582,113.2444373,0.0122,0.46,0.048,3.4,0.2056,61.82666893,0.161,0
491,43605,45.76066844,-0.0302,0.504,0.026,6,0.1397,79.59565408,0.163,0
492,46677,122.0094399,-0.0063,0.514,0.041,3.8,0.1771,42.93565377,0.292,1
493,56001,225.9052028,-0.011,0.489,0.036,3.8,0.1879,31.54375118,0.214,0
494,56739,471.9348785,0.0556,0.511,0.052,3.3,0.1988,71.68026077,0.381,1
495,66560,775.6733589,0.0827,0.507,0.108,2.9,0.2283,60.88697095,0.352,1
496,47318,3.917705957,-0.0189,0.489,0.017,6.9,0.1153,472.5897921,0.304,0
497,66415,136.2443119,-0.0081,0.493,0.047,5.4,0.1657,11.41461299,0.178,0
498,72888,62.68092669,0.0024,0.507,0.045,3.7,0.1344,183.815082,0.428,1
499,55466,131.3459319,-0.0146,0.495,0.082,3.9,0.177,30.47201146,0.209,0
500,87827,339.6614619,0.0574,0.499,0.026,3.3,0.1682,31.25081382,0.348,0
501,44986,10.57099423,-0.0291,0.492,0.02,9.3,0.1442,92.60116677,0.218,0
502,65051,1823.727158,0.0378,0.513,0.028,4.2,0.1975,12.58621558,0.245,0
503,50047,45.29751046,-0.0071,0.484,0.035,5.5,0.1549,40.71992833,0.2,0
504,54913,36.8828595,-0.0057,0.497,0.016,4.8,0.1749,104.9490997,0.315,1
505,49869,58.86808612,0.0151,0.505,0.046,4.9,0.1614,68.62475981,0.232,0
506,47705,78.28367902,0.0151,0.497,0.024,4.7,0.1575,69.04011231,0.219,0
507,69859,161.0760615,-0.0057,0.505,0.029,3.7,0.1864,24.05118091,0.34,0
508,64341,273.9381937,-0.0101,0.506,0.037,3.9,0.1764,6.644518272,0.191,0
509,50730,347.6562656,0.0079,0.505,0.058,4.3,0.1941,23.04598827,0.191,0
510,51772,60.23088917,0.0106,0.497,0.06,4.2,0.1716,40.83299306,0.159,0
511,81257,1449.392218,0.0439,0.51,0.043,3.4,0.1983,24.65044085,0.464,1
512,52319,51.68619195,-0.0039,0.494,0.151,5.9,0.1625,37.78289946,0.188,0
513,41347,37.2625504,-0.0334,0.502,0.023,6.7,0.1483,47.62585131,0.121,0
514,47343,41.42014968,-0.0029,0.497,0.023,4,0.1628,42.62574595,0.138,0
515,69827,517.9185294,0.096,0.506,0.102,2.8,0.1852,68.53305006,0.335,1
516,48471,238.1398151,-0.0505,0.514,0.087,4.8,0.1813,20.99307753,0.211,0
517,60208,220.6525507,-0.0246,0.503,0.035,4.9,0.1685,18.85274747,0.183,0
518,54024,121.7840513,-0.0054,0.5,0.084,4.3,0.1797,32.80624631,0.157,0
519,49917,42.7710931,-0.0472,0.501,0.038,4.7,0.1551,48.57906242,0.142,0
520,50256,6.909928476,-0.0483,0.508,0.013,7,0.1275,123.5483074,0.158,0
521,58733,124.5765251,-0.0077,0.503,0.117,4.6,0.172,145.3545992,0.209,0
522,76728,520.7071172,0.0621,0.504,0.049,2.9,0.2062,54.40681609,0.552,1
523,50753,2858.029996,-0.0407,0.518,0.061,5.1,0.2044,14.86272275,0.233,0
524,53146,59.5236831,0.0266,0.498,0.021,4.5,0.1773,29.73447117,0.179,0
525,83363,843.7649228,0.0731,0.5,0.049,3.1,0.2034,28.01740441,0.297,0
526,61311,26.17314589,0.0557,0.501,0.023,4,0.1622,29.05034425,0.245,0
527,54638,18.83797616,0.0582,0.501,0.026,4.3,0.1853,21.19182843,0.281,0
528,63395,100.1442563,0.0596,0.5,0.028,3.9,0.2227,24.45645528,0.226,0
529,60408,90.464054,0.0538,0.497,0.039,2.8,0.1971,14.78131051,0.336,0
530,65749,41.64359325,0.0135,0.478,0.018,4.5,0.188,27.87767277,0.225,0
531,101891,296.5892895,0.1337,0.503,0.044,2.8,0.1802,28.54723139,0.481,0
532,54984,20.30554686,-0.0543,0.499,0.081,3.9,0.1768,84.74576271,0.191,0
533,64874,61.4349424,0.0813,0.504,0.047,3,0.2061,15.57098813,0.335,0
534,58664,3.761679074,0.0525,0.501,0.024,4.3,0.1523,183.0496064,0.424,0
535,60384,65.1139281,0.0393,0.503,0.015,4.3,0.1713,92.22965183,0.243,0
536,89075,763.1544307,0.071,0.506,0.076,2.9,0.2033,20.97799408,0.418,1
537,86436,47.655688,0.0405,0.5,0.049,3.4,0.186,47.76917933,0.244,0
538,67592,59.84779539,0.0559,0.5,0.017,3.2,0.1739,26.21850502,0.254,0
539,62716,24.45953791,0.0095,0.498,0.018,3.3,0.1642,47.46760336,0.211,0
540,56716,42.8249989,-0.0322,0.501,0.102,3.4,0.1708,33.02400845,0.167,0
541,71497,61.22842669,0.0034,0.504,0.034,3,0.1755,21.57962883,0.25,0
542,55247,10.89462931,-0.0077,0.495,0.023,4.5,0.1676,167.4480911,0.194,0
543,82323,2286.603287,0.0896,0.505,0.07,2.8,0.2458,33.96945751,0.492,1
544,58660,16.91705508,0.0016,0.494,0.016,6,0.1529,22.15820962,0.227,0
545,64129,54.21663309,0.0222,0.496,0.126,3.5,0.1836,46.29736799,0.234,0
546,62762,3.911525622,-0.0591,0.502,0.025,3.6,0.1417,232.6663564,0.239,0
547,52545,3.939666309,-0.0885,0.5,0.013,6.4,0.1453,81.77283506,0.176,0
548,61082,5.044820727,-0.0211,0.487,0.014,3.6,0.1499,93.97613006,0.298,0
549,56244,2.881646761,-0.0816,0.475,0.017,4.1,0.146,267.3796791,0.193,0
550,75519,64.3707104,0.041,0.495,0.068,4.5,0.1736,34.61764808,0.224,0
551,55328,10.50568507,-0.0456,0.495,0.023,3.8,0.1534,177.3364072,0.184,0
552,63849,35.64996033,-0.015,0.501,0.072,3.2,0.1908,39.25571171,0.254,1
553,61847,29.67480903,0.0056,0.496,0.019,5.2,0.1715,29.95267477,0.171,0
554,71067,76.42019737,0.0451,0.496,0.049,2.5,0.195,29.17663535,0.326,0
555,80631,242.2793943,0.0887,0.512,0.052,2.6,0.2171,31.58699374,0.44,1
556,59901,29.78903364,0.0246,0.497,0.037,4.2,0.1538,51.06730671,0.251,0
557,55684,20.95885393,-0.0058,0.464,0.03,5.5,0.1735,33.80776903,0.145,0
558,68652,3615.490237,0.0757,0.512,0.075,3,0.2379,41.79378944,0.419,1
559,72438,135.1102719,0.0423,0.489,0.085,3.1,0.1763,44.79483963,0.275,1
560,63451,19.30750018,-0.0399,0.505,0.035,2.3,0.1601,107.3537305,0.23,0
561,60228,31.86445051,-0.0058,0.499,0.018,4,0.1771,55.25694479,0.287,1
562,108718,418.0169212,0.1281,0.502,0.053,2.7,0.1942,46.97576721,0.393,1
563,66449,119.9248325,0.0648,0.496,0.036,3.2,0.183,31.04144032,0.278,0
564,100857,682.9359689,0.0926,0.506,0.045,2.8,0.1846,22.86236854,0.432,0
565,64219,80.61883789,-0.0194,0.505,0.031,2.9,0.1677,19.80825608,0.298,0
566,91374,209.2002957,0.0988,0.494,0.031,3.3,0.19,21.67990345,0.284,0
567,34583,66.37659032,-0.0523,0.48,0.101,7.1,0.2007,32.58071873,0.178,0
568,37533,34.08472654,-0.0169,0.506,0.054,5.6,0.1863,58.4692744,0.124,0
569,40224,160.6149504,-0.0005,0.528,0.03,5.1,0.2134,26.70333925,0.276,0
570,50401,100.5429047,0.0777,0.512,0.039,5.6,0.1756,20.99428955,0.232,0
571,49619,362.5125001,0.1008,0.511,0.056,5.2,0.2072,9.611687812,0.223,0
572,44773,266.5621145,-0.058,0.533,0.016,5.2,0.2086,4.313319531,0.291,0
573,53414,198.7079975,0.0275,0.509,0.068,6,0.1974,13.92592799,0.208,0
574,41733,98.01164372,0.0049,0.515,0.047,5.4,0.1856,14.68471908,0.205,0
575,41604,105.3459611,-0.0828,0.516,0.023,5.5,0.1936,13.49072513,0.2,0
576,41631,108.2210646,0.0386,0.501,0.017,5.6,0.1926,20.16657592,0.435,0
577,46606,77.11286812,-0.0747,0.524,0.022,6,0.1848,22.03565369,0.233,0
578,31018,60.58578168,-0.1646,0.539,0.017,7.6,0.1829,22.77437427,0.188,0
579,40515,25.92003494,-0.0471,0.521,0.017,5.7,0.1691,82.59002313,0.142,0
580,58029,263.2905076,0.0988,0.515,0.035,2.4,0.2169,16.62390629,0.46,1
581,49216,214.1132817,-0.021,0.494,0.069,3.1,0.2068,11.44636235,0.207,0
582,41327,61.14854701,-0.0074,0.514,0.022,4.7,0.1851,23.541598,0.138,0
583,52872,21.15419343,-0.0448,0.492,0.025,3.2,0.1625,110.864745,0.183,0
584,57618,136.3288306,0.0405,0.516,0.025,2.9,0.1868,12.67893142,0.305,0
585,70705,629.1197036,0.1121,0.509,0.071,2.9,0.2193,20.00416087,0.327,0
586,61847,194.9079365,0.0098,0.495,0.029,2.6,0.2015,13.03016483,0.329,0
587,61428,112.6792467,0.0238,0.504,0.019,3.2,0.1841,19.23687324,0.201,0
588,53751,28.40076245,-0.0351,0.5,0.016,3.4,0.1639,67.999456,0.189,0
589,45313,434.006018,0.0611,0.514,0.039,2.7,0.2047,23.88377473,0.302,0
590,40177,43.26458509,-0.0071,0.513,0.022,4.1,0.1763,24.92708827,0.165,0
591,57907,1163.03589,0.041,0.516,0.092,3.7,0.2258,31.29396268,0.309,1
592,68779,342.7826063,0.0282,0.503,0.021,3.1,0.1971,4.44284502,0.202,0
593,62264,52.0469167,-0.0206,0.504,0.031,3.1,0.1784,30.57355999,0.201,0
594,50803,65.29739726,-0.0088,0.514,0.019,3.2,0.1841,35.05082369,0.209,0
595,53251,93.21264796,0.0021,0.502,0.056,3.3,0.1773,17.17150903,0.197,0
596,57032,40.34117979,0.0086,0.502,0.025,2.6,0.1732,52.25752508,0.16,0
597,46573,66.3501959,-0.0131,0.478,0.028,3.3,0.174,44.87021291,0.295,1
598,84456,248.5018682,0.1446,0.506,0.063,2.7,0.2093,19.15378575,0.418,0
599,55620,96.15627153,0.0063,0.437,0.118,4.1,0.2539,19.00887715,0.259,1
600,89236,717.3392097,0.1033,0.509,0.034,2.5,0.1999,9.949704245,0.378,0
601,61662,35.84872774,-0.014,0.492,0.013,2.7,0.1664,55.88465407,0.177,0
602,43886,148.7429379,0.0276,0.466,0.017,3.7,0.2175,29.75526296,0.14,0
603,70161,1957.867271,-0.0048,0.525,0.03,3.1,0.1934,10.05828778,0.432,0
604,38914,21.57371401,-0.024,0.475,0.022,4.5,0.177,39.37317899,0.141,0
605,46309,4855.126072,-0.0623,0.516,0.042,3.9,0.2777,66.53891196,0.35,1
606,49771,1.705817645,0.0219,0.488,0.055,2.9,0.1606,105.7865228,0.355,0
607,57585,5.234802234,0.0603,0.494,0.024,3.4,0.1411,93.24009324,0.32,0
608,51732,30.15612874,0.0005,0.495,0.047,3.4,0.2061,49.16058304,0.26,1
609,49379,3.013721658,-0.026,0.501,0.037,2.9,0.1877,87.70391159,0.225,0
610,56677,3.631319658,-0.041,0.482,0.03,2.4,0.1794,116.1035644,0.21,0
611,41780,12.40954204,-0.0173,0.464,0.037,3.2,0.1734,218.8183807,0.174,0
612,48703,2.546198526,-0.0485,0.489,0.022,3.1,0.1673,90.49773756,0.289,0
613,61334,20.40348608,0.1241,0.502,0.03,4.7,0.1868,86.70019074,0.299,0
614,73731,43.96760427,0.2178,0.481,0.04,2.3,0.2395,131.0799238,0.49,0
615,41808,4.590550469,0.0257,0.515,0.036,7.5,0.1939,72.71140842,0.19,0
616,49646,1.956102037,0.0888,0.488,0.024,5.7,0.1367,295.945546,0.266,0
617,51881,5.686186919,0.0235,0.494,0.04,3.7,0.198,121.3297743,0.245,0
618,70929,7.378685796,0.0667,0.49,0.029,3.3,0.1472,81.82636445,0.34,0
