,0,1,2,3,4,5,6,7,8,9
619,49019,20.43955307,0.0562,0.507,0.048,4.2,0.1594,32.83209666,0.28,0
620,66075,20.07385161,0.0869,0.505,0.034,3,0.1909,72.01290471,0.386,1
621,43669,5.530159018,0.0147,0.499,0.033,7.2,0.1337,100.1001001,0.202,0
622,43946,0.778456407,-0.0156,0.488,0.018,3.5,0.1332,537.056928,0.261,0
623,57279,46.11663962,0.0861,0.5,0.034,3.2,0.2283,83.61204013,0.425,1
624,51740,5.924233597,0.0584,0.497,0.033,3.4,0.1805,180.6575936,0.324,0
625,47679,0.769255462,-0.0756,0.495,0.038,3.7,0.1548,252.9084471,0.205,0
626,57209,18.32257622,0.082,0.504,0.037,4,0.1475,91.31169246,0.271,0
627,69095,5.183425514,0.0978,0.479,0.055,2.7,0.1999,92.56687957,0.19,0
628,38409,4.673022215,0.0526,0.499,0.041,4.3,0.1972,90.87604507,0.171,0
629,51111,1.973072245,-0.0227,0.486,0.042,2.2,0.1677,302.2061046,0.236,0
630,49249,48.59584928,0.0205,0.497,0.047,3.8,0.1844,85.92295575,0.264,1
631,51869,1.501476201,0.0037,0.496,0.028,3.2,0.1608,135.2082207,0.209,0
632,42059,1.493821999,-0.0198,0.482,0.047,3.8,0.1279,470.3668862,0.198,0
633,61435,61.25407949,0.0826,0.508,0.058,3.2,0.2083,43.39739616,0.31,1
634,55182,55.6800267,0,0.502,0.11,3.2,0.1759,63.76940981,0.249,1
635,61522,10.02796447,-0.0487,0.502,0.129,3.2,0.1748,92.73856997,0.182,0
636,64759,51.29468491,0.0716,0.5,0.093,2.6,0.1984,20.13733664,0.347,0
637,72915,47.08617516,0.0384,0.495,0.037,3.3,0.167,38.09814081,0.274,0
638,50677,0.95446262,-0.0042,0.49,0.033,2.4,0.1654,175.7778168,0.212,0
639,63829,10.83892928,-0.0547,0.491,0.09,3.2,0.1691,161.2123166,0.184,0
640,67264,1739.43767,0.0949,0.507,0.129,3.3,0.2282,19.2534223,0.389,1
641,57371,112.3086864,0.0448,0.494,0.29,3.5,0.1954,16.29912148,0.209,0
642,54474,4.173024446,-0.0366,0.5,0.055,2.6,0.1518,99.33445912,0.212,0
643,61383,380.9811497,0.1056,0.498,0.074,2.8,0.2064,34.47303269,0.388,1
644,60924,13.61664355,-0.0394,0.504,0.091,3.5,0.1802,28.64180558,0.221,0
645,58275,61.28228542,0.0064,0.503,0.158,2.8,0.1929,28.49084019,0.224,0
646,47006,6.061590211,-0.0612,0.507,0.019,2.9,0.1374,382.7018752,0.175,0
647,61420,16.73613813,-0.017,0.499,0.058,2.6,0.1709,110.6929378,0.259,0
648,62804,49.65440711,0.0368,0.492,0.204,2.9,0.1829,29.87750224,0.222,0
649,84016,783.2796351,0.1515,0.499,0.101,2.9,0.2207,10.68398897,0.401,0
650,50263,48.17142525,-0.038,0.514,0.242,3.7,0.1791,28.07569207,0.224,0
651,72291,30.24703025,0.0309,0.488,0.026,2.9,0.1645,57.85697755,0.292,0
652,47981,7.31980396,-0.0245,0.501,0.034,3.2,0.1558,240.5002405,0.228,0
653,57655,21.18916722,-0.0224,0.498,0.066,2.6,0.1532,106.5530101,0.345,1
654,62131,287.2375112,0.1392,0.501,0.316,4,0.2212,7.499840077,0.239,0
655,83287,3.073879456,0.075,0.48,0.247,3,0.2211,18.94728864,0.182,0
656,48490,2.558750108,0.0554,0.489,0.153,5.1,0.1436,21.49474453,0.115,0
657,88003,15.68157614,0.0274,0.488,0.08,3.7,0.1302,242.5418385,0.287,0
658,71733,74.81618808,0.1063,0.495,0.25,3.2,0.2192,42.41610624,0.305,1
659,58126,386.5285977,0.0115,0.487,0.248,3.9,0.1936,35.76793762,0.223,1
660,68752,153.1686622,0.0198,0.506,0.018,2.5,0.1632,16.31241538,0.324,0
661,64495,52.53146679,0.0223,0.506,0.016,2.5,0.1386,122.6742997,0.336,0
662,65326,107.6684686,-0.0136,0.51,0.02,2.6,0.1798,78.85917066,0.326,1
663,62468,52.60339582,0.0085,0.506,0.025,2.2,0.1767,77.87642124,0.405,1
664,82862,475.9804095,0.0391,0.503,0.073,2.6,0.2042,26.37731551,0.373,1
665,75800,162.0687366,0.0327,0.506,0.023,2.3,0.1871,59.44871227,0.356,1
666,91416,445.8904307,0.047,0.505,0.033,2.7,0.1811,58.10781582,0.407,1
667,71486,354.0429568,0.0573,0.509,0.028,2.3,0.1959,22.9651007,0.356,0
668,63518,80.29956469,-0.0138,0.505,0.017,2.3,0.1722,46.3542391,0.268,0
669,62678,474.4792192,-0.0413,0.516,0.194,5.1,0.1764,18.96309781,0.274,1
670,107971,4000.712419,0.0291,0.514,0.21,2.9,0.181,5.36364436,0.483,0
671,88443,557.6789185,-0.0076,0.508,0.085,3.3,0.1898,17.96343991,0.375,0
672,73168,2288.999968,-0.0142,0.517,0.176,4,0.2068,15.79557369,0.318,1
673,66565,366.0694044,-0.0568,0.513,0.081,7.2,0.1538,65.18975652,0.315,1
674,54179,309.1297759,-0.0493,0.491,0.318,5.5,0.2098,13.37551078,0.147,1
675,64522,6330.420245,0.0188,0.519,0.238,4.5,0.2082,7.509621703,0.348,0
676,87996,905.6877999,0.0115,0.514,0.067,3.7,0.1875,24.00252369,0.319,1
677,77738,14556.75348,0.0567,0.502,0.427,3.3,0.3012,2.974459801,0.409,0
678,117275,290.7093888,-0.032,0.507,0.07,2.8,0.1462,32.16183837,0.52,0
679,79475,1636.243804,0.0025,0.511,0.185,3.2,0.187,8.16482051,0.42,0
680,92770,2670.846902,0.0184,0.506,0.221,3.1,0.2027,4.848120505,0.427,0
681,102579,1319.974914,-0.0187,0.513,0.111,3.2,0.1649,19.39252903,0.449,0
682,116328,1068.816999,-0.0009,0.508,0.139,2.8,0.1722,8.132643414,0.536,0
683,75627,965.6557689,0.0504,0.517,0.095,3.7,0.1618,8.234708969,0.292,0
684,112722,1089.860278,0.0167,0.511,0.152,3,0.1738,6.080247101,0.545,0
685,100281,270.6824864,-0.0625,0.503,0.092,3.4,0.1698,14.23609134,0.349,0
686,79953,5408.98352,0.0357,0.511,0.328,3.7,0.1973,7.189835011,0.351,0
687,83998,294.93329,-0.0325,0.51,0.102,3.3,0.1697,28.49895979,0.318,1
688,56148,585.0315464,0.0244,0.51,0.503,4.4,0.2193,42.70225777,0.339,1
689,40436,5.876223708,-0.0202,0.488,0.385,6.3,0.2105,37.48828491,0.134,0
690,42754,3.177437295,-0.1515,0.492,0.492,4.7,0.1581,251.2352399,0.205,0
691,43618,57.30646609,0.0411,0.51,0.688,5.7,0.1913,22.9152822,0.275,1
692,63671,13.99996073,0.0792,0.494,0.505,3.1,0.2131,51.31713992,0.159,0
693,43175,6.814880257,-0.0932,0.508,0.504,4.8,0.1462,37.03978072,0.273,0
694,38162,0.294056483,-0.112,0.49,0.469,5.1,0.136,1600,0.243,0
695,63012,16.18562984,0.0893,0.486,0.601,3.9,0.217,14.07063459,0.13,0
696,122001,177.4254124,0.0733,0.489,0.185,3.2,0.1964,103.2577831,0.665,1
697,44928,7.558946503,-0.0728,0.503,0.432,4.5,0.1868,54.05405405,0.251,1
698,71118,39.54778812,0.1035,0.509,0.399,4.8,0.1899,40.88641753,0.3,1
699,46201,22.48439934,-0.0491,0.505,0.206,5.7,0.2033,16.13449717,0.152,0
700,61791,78.74562562,0.0412,0.516,0.509,3.9,0.1687,59.85714096,0.409,1
701,33661,2.582223886,-0.1109,0.498,0.31,6.8,0.1274,92.66981744,0.205,0
702,43032,14.85309404,-0.0065,0.511,0.565,6,0.156,91.67863582,0.28,0
703,69408,584.3604869,0.0043,0.516,0.063,3.6,0.1957,19.63954881,0.413,1
704,49411,44.77862797,-0.0619,0.492,0.017,5.5,0.1536,21.69620967,0.202,0
705,41470,33689.82801,0.0233,0.528,0.564,5.4,0.2267,2.820462739,0.198,0
706,52179,269.9024889,-0.0531,0.507,0.044,4.7,0.1682,10.49934904,0.283,0
707,50783,58.17785761,-0.0552,0.503,0.021,5.1,0.1656,13.13766964,0.191,0
708,58055,110.7258431,-0.0451,0.487,0.031,4.3,0.1862,65.29460928,0.223,0
709,50143,119.6942916,-0.0631,0.507,0.078,4.7,0.1712,39.40017178,0.217,0
710,58400,204.8744084,-0.0644,0.505,0.032,4.2,0.1862,23.96472393,0.239,0
711,51894,52.83096152,-0.0693,0.499,0.023,4.4,0.1689,21.18329909,0.183,0
712,59069,77.54959281,-0.0204,0.486,0.03,4.4,0.188,24.84935081,0.229,0
713,71563,93.68289205,-0.0611,0.5,0.05,3.2,0.164,33.63549217,0.313,1
714,55143,95.3985885,-0.0369,0.511,0.028,4.9,0.1655,21.01679242,0.269,0
715,84564,369.7924915,-0.0111,0.503,0.129,3.6,0.1788,37.38724347,0.352,1
716,60620,881.0858038,-0.0004,0.516,0.058,4.3,0.2046,21.76984485,0.337,1
717,55091,20.557588,-0.0674,0.483,0.03,4.7,0.1756,244.0016267,0.276,0
718,48943,30.7049393,-0.0315,0.449,0.036,4.9,0.209,79.96481548,0.194,0
719,62570,116.2016976,-0.0489,0.502,0.035,3.9,0.1846,17.45810056,0.215,0
720,54746,72.91539509,-0.0431,0.479,0.063,4.5,0.1742,84.76731372,0.221,0
721,55778,43.44336047,-0.0522,0.504,0.023,4.9,0.172,16.30815897,0.21,0
722,53829,86.57958836,-0.0582,0.475,0.078,5.6,0.2336,45.52324417,0.223,1
723,66501,36148.65285,0.0216,0.526,0.189,4.1,0.2597,7.42215623,0.365,1
724,56599,20.62950751,-0.0301,0.493,0.018,5.5,0.1733,38.02859751,0.163,0
725,61713,108.3330025,-0.0353,0.506,0.023,4.5,0.16,84.57732482,0.27,0
726,62159,1128.673702,-0.0035,0.518,0.092,4.2,0.2043,25.61440878,0.377,1
727,117767,4765.886006,0.0128,0.512,0.175,3.4,0.1781,5.158726649,0.452,0
728,93007,71343.72947,0.0263,0.526,0.256,3.5,0.302,3.069921766,0.608,0
729,56371,400.6459159,-0.0343,0.512,0.033,5,0.1847,14.33479389,0.238,0
730,56516,188.6056833,-0.0271,0.502,0.062,4.3,0.1839,17.49237988,0.247,1
731,61597,591.641722,-0.0141,0.518,0.052,3.9,0.1949,39.08557134,0.355,1
732,66754,170.4439769,0.0168,0.511,0.051,3.9,0.1713,100.2031391,0.345,1
733,83188,474.2474307,0.0315,0.499,0.216,3.8,0.1793,25.97807451,0.298,1
734,53115,103.1337298,-0.0627,0.501,0.051,4.7,0.1889,24.78191911,0.159,0
735,57640,123.0746598,-0.0426,0.499,0.027,5.4,0.1826,8.537959769,0.186,0
736,52414,59.39203354,-0.0465,0.515,0.038,4.2,0.1509,67.23480073,0.309,1
737,105600,426.8991629,-0.0141,0.501,0.164,3.7,0.1701,20.34174125,0.399,0
738,72975,20766.76003,0.0103,0.515,0.282,3.5,0.2304,7.098938797,0.315,0
739,70688,243.2655714,-0.0045,0.506,0.052,3.8,0.2065,31.50320703,0.301,1
740,86624,8157.323968,0.0156,0.514,0.186,3.9,0.1984,6.300628173,0.33,0
741,99831,1877.205416,0.0433,0.509,0.184,3.6,0.1731,9.208414035,0.406,0
742,51742,40.19583812,-0.039,0.49,0.024,5.5,0.1733,18.56320772,0.236,0
743,89071,283.7870872,0.0446,0.506,0.034,3.4,0.1848,34.80333938,0.414,1
744,64960,759.3489018,0.0037,0.512,0.074,3.8,0.1988,25.75676598,0.314,1
745,58927,49.85212739,-0.0565,0.499,0.034,4.7,0.159,96.7773154,0.223,0
746,52215,54.23457283,-0.0301,0.502,0.02,4.7,0.1712,449.2615264,0.223,0
747,51064,105.083332,-0.0363,0.475,0.037,3.8,0.1962,146.9896519,0.209,0
748,53167,68.59040141,-0.0379,0.502,0.017,4.6,0.1773,83.8759056,0.231,0
749,105241,1618.989508,-0.0113,0.508,0.202,3.7,0.1779,18.28523752,0.356,0
750,58851,77.91499506,-0.028,0.487,0.168,4,0.179,39.7709195,0.232,1
751,60699,92.94796395,-0.0606,0.503,0.021,4.1,0.1666,20.74559675,0.255,0
752,59176,215.2748663,0.006,0.509,0.054,3.6,0.1832,58.71990605,0.527,1
753,64090,157.9500727,-0.0277,0.504,0.106,3.8,0.186,84.47230153,0.322,1
754,63240,73.7572553,-0.0276,0.509,0.028,4.6,0.1751,109.4707869,0.3,1
755,56897,73.63471867,-0.0329,0.483,0.029,4.1,0.1827,49.01640416,0.204,0
756,101741,2247.416358,0.019,0.515,0.255,3.8,0.1788,12.40302386,0.482,1
757,58214,67.24465454,-0.0576,0.458,0.033,4.4,0.2066,75.26531022,0.165,0
758,60612,73.67593001,-0.0175,0.513,0.023,3.7,0.1572,160.5587444,0.244,0
759,57963,399.8391293,0.1084,0.525,0.131,3.8,0.184,17.69817532,0.24,0
760,41542,63.83657761,-0.0029,0.51,0.051,3.7,0.1504,36.7606514,0.19,0
761,45823,71.05594386,-0.0137,0.458,0.051,3.7,0.1877,113.9146779,0.206,0
762,63712,168.6240293,0.2478,0.523,0.049,5.2,0.1366,14.00364095,0.286,0
763,55448,397.7495614,0.0876,0.521,0.068,3,0.2091,126.3443227,0.392,1
764,47890,178.4365578,-0.0047,0.5,0.065,3.7,0.1751,33.15466652,0.166,0
765,72071,598.3513431,0.1776,0.512,0.111,3.6,0.1989,18.47976235,0.312,0
766,48512,174.2661685,-0.0104,0.505,0.059,4.1,0.1699,24.33741391,0.153,0
767,60058,137.2303462,0.0432,0.51,0.044,4.2,0.1554,57.57632462,0.284,1
768,53688,400.157002,0.0325,0.511,0.101,3.6,0.177,12.53517684,0.219,0
769,70258,109.1639365,0.1472,0.522,0.121,3.4,0.1436,40.28467839,0.413,1
770,42764,62.824696,0.0408,0.513,0.033,4.5,0.1358,104.8511114,0.192,0
771,46012,210.9780895,-0.0013,0.519,0.038,4,0.1739,10.20960315,0.174,0
772,53372,144.0691832,-0.0134,0.495,0.076,4.1,0.193,19.58115901,0.257,1
773,46599,514.3358653,0.0479,0.504,0.121,5.1,0.2354,14.90272988,0.25,1
774,70699,106.0255411,0.1519,0.502,0.044,3.6,0.187,36.01916219,0.231,0
775,63033,96.52339471,0.0835,0.509,0.077,4.7,0.1615,54.04090897,0.33,1
776,53924,303.2686479,0.0282,0.511,0.074,3.7,0.1751,11.93253346,0.185,0
777,65541,1124.182184,0.1677,0.523,0.137,3.4,0.2596,24.88428806,0.475,1
778,40784,101.8569823,-0.0987,0.538,0.05,5.9,0.1745,19.42803855,0.127,0
779,53054,936.657781,0.0827,0.527,0.133,3.7,0.1936,26.15781007,0.338,1
780,57371,141.7277834,0.1301,0.505,0.09,4,0.1789,14.35029059,0.213,0
781,56542,630.6516079,0.0821,0.517,0.076,3.9,0.1971,22.26883832,0.206,0
782,54300,113.7065673,0.0087,0.492,0.085,3.4,0.1802,16.54451301,0.223,0
783,55820,831.919889,0.0908,0.527,0.084,4.1,0.1999,27.92391292,0.353,1
784,55619,228.5360857,0.1566,0.505,0.134,4.6,0.2316,14.70847797,0.207,0
785,51612,112.5481315,0.0527,0.517,0.043,3.4,0.169,64.1879423,0.25,0
786,61651,314.733507,0.0909,0.52,0.103,3.3,0.1591,51.09992591,0.318,1
787,42374,67.06225571,-0.0419,0.502,0.041,5.2,0.1806,42.23508046,0.146,0
788,43112,8.057777052,-0.1768,0.466,0.098,8.6,0.1863,202.5521572,0.094,0
789,68308,316.8273696,0.123,0.508,0.08,3.6,0.1824,16.50110557,0.275,0
790,47759,89.53143626,0.0835,0.508,0.062,4.1,0.1666,45.51868542,0.305,1
791,62835,264.5510736,0.1933,0.51,0.141,3.6,0.1933,9.553881503,0.218,0
792,46275,20.01028238,-0.0779,0.514,0.051,3.9,0.165,106.1683831,0.131,0
793,53114,242.3095478,0.0633,0.512,0.196,4.5,0.1897,16.18673012,0.209,0
794,39947,139.6661433,-0.0634,0.522,0.079,3.8,0.1689,17.87342044,0.145,0
795,70479,289.0232196,0.0911,0.504,0.075,3.5,0.169,11.61291821,0.214,0
796,46370,103.8474109,0.0166,0.502,0.064,3.8,0.1723,21.85505726,0.169,0
797,46279,69.5518254,0.054,0.515,0.074,3.9,0.1497,83.66333872,0.242,0
798,50062,48.39068443,0.0456,0.507,0.024,3.6,0.1664,45.9664445,0.276,0
799,69455,2119.639128,0.1718,0.519,0.138,3.6,0.2491,31.52142196,0.448,1
800,47675,67.58044485,-0.0411,0.506,0.062,4.6,0.1633,66.82705159,0.188,0
801,63942,144.5597362,0.1252,0.517,0.071,3.8,0.1817,19.82553529,0.369,1
802,50902,174.4944088,-0.0164,0.521,0.074,4.8,0.1748,21.20935757,0.209,0
803,57252,1224.18474,0.1356,0.524,0.058,3.6,0.1949,59.70836727,0.393,1
804,74314,373.0946482,0.0988,0.523,0.086,3.3,0.1774,53.88076187,0.576,1
805,52522,37.81456422,-0.0328,0.491,0.043,3.8,0.1528,78.5792865,0.194,0
806,51245,175.528914,-0.021,0.511,0.058,4.6,0.201,25.11048614,0.205,0
807,60405,72.49984192,0.1719,0.502,0.075,3.9,0.1746,15.8579131,0.264,0
808,54553,100.6571133,0.0007,0.517,0.045,4.2,0.1678,25.32286655,0.153,0
809,52961,277.2222861,0.0697,0.531,0.065,4.2,0.1986,16.59824501,0.318,1
810,50129,183.5960113,0.0133,0.507,0.12,3.8,0.1749,13.92108139,0.158,0
811,44686,160.9227108,-0.0289,0.517,0.063,4.4,0.1661,10.98780354,0.15,0
812,52051,277.8553466,0.0258,0.506,0.094,4,0.183,14.07578402,0.187,0
813,44547,118.8139346,-0.0117,0.517,0.048,4.9,0.1591,14.91891569,0.173,0
814,48637,134.8883619,-0.0263,0.513,0.111,3.7,0.1636,41.79262499,0.168,0
815,46075,27.02861385,0.0203,0.521,0.058,4,0.1844,140.1443487,0.16,0
816,55628,90.83872263,0.0377,0.518,0.034,3.7,0.1436,145.4122437,0.315,1
817,86138,379.8121991,0.1608,0.507,0.115,3.5,0.159,12.50734807,0.348,0
818,84377,1331.101184,0.1896,0.514,0.104,3.3,0.2225,32.38106032,0.518,1
819,51630,179.7341916,0.0907,0.502,0.04,3.5,0.1601,71.20351745,0.416,1
820,42414,222.1802735,0.0069,0.526,0.108,5.8,0.1789,12.22478943,0.196,0
821,73565,58.5709272,0.1497,0.499,0.028,2.4,0.2146,20.91481396,0.351,0
822,63977,103.0762005,0.1767,0.495,0.028,2,0.2474,16.49049323,0.394,1
823,57388,48.35154583,0.0373,0.487,0.047,2.1,0.2219,28.79728154,0.345,1
824,86890,5.442841291,0.5767,0.464,0.097,1.6,0.2526,66.56017039,0.261,0
825,68051,16.28224496,0.1241,0.495,0.041,3,0.2253,63.76737661,0.263,0
826,68634,33.59742986,0.0882,0.477,0.064,2.5,0.2502,14.78393282,0.283,0
827,52554,126.4546637,0.0065,0.508,0.015,4.2,0.1681,18.69718047,0.211,0
828,47388,138.5335596,-0.0438,0.495,0.044,4.8,0.1734,10.28372806,0.141,0
829,43621,129.7205311,0.0087,0.504,0.019,5.3,0.176,76.53803175,0.297,1
830,64227,113.7458706,-0.0064,0.5,0.018,3,0.1728,21.90292623,0.189,0
831,58441,88.63384053,-0.0326,0.504,0.012,5,0.1732,23.02449807,0.142,0
832,68611,820.3170498,0.0392,0.51,0.05,3.8,0.1821,23.49047592,0.298,0
833,56999,68.20422241,-0.0714,0.5,0.013,5,0.1555,37.15538382,0.136,0
834,50832,337.3386368,-0.0317,0.515,0.036,4.3,0.1733,14.91613404,0.186,0
835,68724,456.5980978,0.0439,0.506,0.021,3.7,0.1901,19.37721627,0.28,0
836,52870,102.6905873,-0.0017,0.506,0.017,4.7,0.1763,23.82767823,0.187,0
837,52693,191.5479241,-0.0585,0.493,0.019,4.8,0.1735,19.63036032,0.148,0
838,49679,64.90362875,-0.0082,0.504,0.012,5.8,0.1743,54.64480874,0.125,0
839,52503,2701.435505,-0.0365,0.523,0.063,4.2,0.2051,35.62545341,0.319,1
840,56824,85.45895335,-0.0361,0.503,0.017,3.7,0.1642,19.56449436,0.147,0
841,60918,92.56549847,-0.0249,0.504,0.104,4.2,0.1779,52.51135558,0.167,0
842,110252,472.0784115,0.1671,0.503,0.028,3.1,0.172,19.12256128,0.544,0
843,60790,295.224163,-0.0379,0.511,0.045,4.9,0.1686,13.4651119,0.227,0
844,71782,312.3920771,0.0725,0.503,0.024,3.7,0.1855,31.73112315,0.272,0
845,64648,2474.230911,0.1165,0.512,0.058,3.5,0.2556,28.85880148,0.393,1
846,64334,103.9011649,-0.0136,0.503,0.088,4.1,0.1732,23.73830888,0.172,0
847,48094,64.08591087,-0.0347,0.506,0.014,5.4,0.1719,33.44705331,0.153,0
848,79865,234.0265491,0.0028,0.503,0.016,3.5,0.1399,10.67817062,0.381,0
849,69709,408.3276734,0.0436,0.508,0.03,3.7,0.1955,17.75809917,0.39,0
850,60251,2013.926733,0.0185,0.517,0.036,3.8,0.2175,41.59158773,0.371,1
851,62720,142.6213589,0.0132,0.505,0.058,3.2,0.1966,13.19557157,0.267,0
852,51155,66.6765872,-0.0221,0.501,0.019,4.2,0.1572,31.88267177,0.166,0
853,61351,64.91670873,-0.0448,0.505,0.078,4.6,0.1734,37.02880841,0.18,0
854,51016,67.08392374,-0.0395,0.504,0.011,4.6,0.1697,35.38069629,0.148,0
855,62596,104.0392111,0.0363,0.5,0.01,3,0.1847,22.74795268,0.089,0
856,50671,77.11799079,-0.0251,0.509,0.011,6.2,0.185,30.85181871,0.153,0
857,59957,118.5969773,0.0225,0.511,0.016,3.9,0.1642,16.04569815,0.228,0
858,65040,1011.675085,0.0005,0.512,0.047,3.7,0.1805,26.07006765,0.279,0
859,66321,259.1384615,0.0586,0.509,0.021,3.7,0.1828,45.23300652,0.262,0
860,60624,99.62720509,-0.0041,0.504,0.021,3.6,0.1728,21.89525311,0.16,0
861,59201,630.8946632,0.0274,0.508,0.104,4.3,0.1744,9.682635484,0.24,0
862,49924,1256.686861,-0.0314,0.516,0.074,4.7,0.2039,23.34550412,0.263,1
863,48018,555.5641934,-0.0443,0.51,0.065,5.7,0.1761,17.49146198,0.241,0
864,51479,161.2182575,-0.0216,0.47,0.028,4.1,0.1969,15.362635,0.131,0
865,78540,426.5873675,0.0412,0.505,0.023,3.4,0.1711,33.38043684,0.333,0
866,43754,53.25995471,-0.0377,0.506,0.007,6.9,0.169,43.65477802,0.128,0
867,67075,89.03035794,0.0087,0.495,0.02,2.6,0.1753,72.86505392,0.167,0
868,63524,263.1388657,0.0419,0.507,0.019,3.7,0.1828,9.346930001,0.226,0
869,54704,1151.952214,-0.0065,0.519,0.033,4.2,0.1986,26.33128137,0.274,1
870,59498,86.99785017,0.0142,0.5,0.016,4.1,0.171,28.30615942,0.135,0
871,52105,129.7287456,0.0016,0.514,0.012,4.9,0.182,23.1978194,0.155,0
872,63352,158.9733129,-0.0223,0.503,0.051,5.6,0.1464,98.70450339,0.224,0
873,57439,333.3449601,0.0064,0.51,0.02,4.2,0.1696,6.155133997,0.287,0
874,51883,244.6226192,-0.0274,0.492,0.021,4.5,0.1872,8.253957773,0.178,0
875,45410,123.4224771,-0.0556,0.505,0.014,6.3,0.1871,13.27774385,0.15,0
876,55664,100.1384712,-0.0284,0.5,0.054,4.1,0.1743,18.12316503,0.152,0
877,55623,644.2285462,-0.0134,0.514,0.022,4.5,0.1795,21.58626682,0.228,0
878,57753,1310.758623,-0.0014,0.515,0.023,4.3,0.1955,35.11930397,0.321,1
879,47966,320.1923994,-0.0623,0.512,0.019,6.1,0.171,5.051168335,0.185,0
880,91645,584.5846395,0.0934,0.496,0.029,3.5,0.1811,21.31269128,0.423,0
881,52565,94.80008608,-0.0312,0.508,0.012,5.4,0.1715,16.69142561,0.192,0
882,58747,208.5131611,0.0103,0.503,0.021,3.2,0.1753,8.642295394,0.219,0
883,54239,87.16164052,-0.0259,0.502,0.049,3.3,0.1778,27.25389731,0.15,0
884,64723,211.9506485,0.0407,0.507,0.057,3.7,0.1814,15.28853284,0.331,0
885,44074,53.06416679,0.1162,0.512,0.063,3,0.2049,41.6710074,0.228,0
886,75111,165.4045276,0.2209,0.503,0.098,2.9,0.2277,13.48563106,0.268,0
887,64706,527.1565021,0.0995,0.501,0.092,2.8,0.2189,14.08381277,0.325,0
888,48522,47.33785713,-0.0695,0.503,0.083,4.3,0.1813,22.96844136,0.191,0
889,56272,1125.017811,0.0988,0.51,0.179,3.1,0.2257,13.79424504,0.318,1
890,43025,119.4444891,0.0542,0.489,0.048,2.9,0.1896,12.22733053,0.369,0
891,67054,136.8481659,0.0601,0.502,0.05,3.1,0.1901,10.81560475,0.243,0
892,57668,1142.58057,0.0739,0.512,0.133,3.2,0.2155,16.88276607,0.312,1
893,65191,144.7569695,0.1009,0.506,0.067,3.1,0.1988,12.30178745,0.233,0
894,62515,124.0257646,0.0107,0.512,0.063,3.4,0.1889,19.40730103,0.286,0
895,48530,5.254929593,-0.0006,0.49,0.047,4.6,0.1665,124.0387001,0.223,0
896,69148,137.664382,0.0803,0.499,0.078,2.9,0.1861,96.71907408,0.536,1
897,80539,223.5909111,0.1009,0.507,0.09,3.4,0.1916,38.26039547,0.368,1
898,59339,48.51824199,0.0792,0.505,0.086,3.7,0.1843,248.6077963,0.246,1
899,72285,79.64317715,0.0574,0.499,0.056,4.5,0.1811,19.10073729,0.178,0
900,49504,40.40100916,0.0224,0.506,0.068,4.9,0.1675,31.01400282,0.179,0
901,58739,8.191774256,0.1404,0.504,0.076,5.3,0.1602,40.97688903,0.166,0
902,51267,14.08636771,0.0245,0.509,0.074,5.2,0.1325,87.24100327,0.24,0
903,71880,65.50027069,0.2021,0.505,0.083,3.9,0.2019,126.4593408,0.342,1
904,48940,22.03700302,0.0299,0.507,0.061,4.9,0.1673,63.07442782,0.172,0
905,49792,1.589695224,-0.0342,0.497,0.039,6.9,0.1465,138.9081817,0.188,0
906,39874,0.729584128,-0.0039,0.491,0.051,5.3,0.1718,135.2630867,0.17,0
907,68835,44.79748021,0.0443,0.5,0.319,3.2,0.1934,256.6076469,0.316,1
908,56367,79.37495599,0.0803,0.511,0.135,4.4,0.1891,45.26033746,0.274,1
909,47533,53.35653315,0.0546,0.512,0.077,5,0.1629,68.58161784,0.172,0
910,53030,11.48584459,0.0272,0.5,0.138,6.2,0.1852,29.30918257,0.194,0
911,57212,83.91324716,0.0794,0.508,0.093,4.1,0.1961,44.49481374,0.296,1
912,52276,50.99386077,0.0786,0.517,0.095,4.3,0.1503,80.06084624,0.241,0
913,61084,56.65576044,0.1008,0.505,0.095,4.3,0.2006,15.41437699,0.195,0
914,42019,3.091873685,-0.0243,0.456,0.346,4.1,0.197,65.42147787,0.138,0
915,64058,294.1811311,0.0934,0.502,0.272,3.9,0.2092,25.87560161,0.228,0
916,59781,5.711236759,0.0371,0.491,0.377,4.1,0.1662,86.18460743,0.109,0
917,72469,1884.675757,0.0954,0.505,0.12,3.3,0.2772,98.41853713,0.445,1
918,52298,24.5206697,0.0661,0.495,0.105,3.9,0.1643,147.9508803,0.21,0
919,58286,24.24188519,0.0264,0.477,0.276,4.8,0.2068,38.48620911,0.162,0
920,52106,2.291025746,0.0277,0.508,0.036,5.8,0.1566,138.7347392,0.247,0
921,56993,11.20377373,0.0551,0.498,0.192,4.1,0.1974,37.47844989,0.205,0
922,85665,830.6642917,0.1195,0.505,0.171,3.1,0.2389,29.92061065,0.437,1
923,71815,149.610259,0.0738,0.5,0.162,3.4,0.1922,74.69654528,0.265,1
924,67706,198.6029599,0.0156,0.508,0.073,3.3,0.163,19.4157792,0.224,0
925,64799,1665.643941,-0.006,0.516,0.023,4.1,0.2208,32.07118158,0.407,1
926,60323,377.0979407,-0.0403,0.514,0.018,4.5,0.1785,18.30060575,0.237,0
927,54251,47.30632147,-0.0391,0.503,0.013,4.7,0.1568,20.88205814,0.142,0
928,67418,491.7233504,0.0231,0.508,0.225,4.3,0.1844,16.62060385,0.245,0
