Index,BestList,median_HHI_2019,bach_deg_pct_14to18,pop_density_per_mile,change_in_pop_decade,perc_female,perc_hispanic,brewery_count,unemployment_rate,perc_age_25_39
3337,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3338,FALSE,66449,66449,119.9248325,0.0648,0.496,0.036,5,3.2,0.183
3339,FALSE,108718,108718,418.0169212,0.1281,0.502,0.053,7,2.7,0.1942
3340,FALSE,89075,89075,763.1544307,0.071,0.506,0.076,9,2.9,0.2033
3341,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3342,FALSE,83363,83363,843.7649228,0.0731,0.5,0.049,10,3.1,0.2034
3343,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3344,FALSE,76728,76728,520.7071172,0.0621,0.504,0.049,20,2.9,0.2062
3345,FALSE,81257,81257,1449.392218,0.0439,0.51,0.043,31,3.4,0.1983
3346,FALSE,83363,83363,843.7649228,0.0731,0.5,0.049,10,3.1,0.2034
3347,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3348,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3349,FALSE,83363,83363,843.7649228,0.0731,0.5,0.049,10,3.1,0.2034
3350,FALSE,89075,89075,763.1544307,0.071,0.506,0.076,9,2.9,0.2033
3351,FALSE,55247,55247,10.89462931,-0.0077,0.495,0.023,1,4.5,0.1676
3352,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3353,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3354,FALSE,55328,55328,10.50568507,-0.0456,0.495,0.023,1,3.8,0.1534
3355,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3356,FALSE,83363,83363,843.7649228,0.0731,0.5,0.049,10,3.1,0.2034
3357,FALSE,66449,66449,119.9248325,0.0648,0.496,0.036,5,3.2,0.183
3358,FALSE,54638,54638,18.83797616,0.0582,0.501,0.026,1,4.3,0.1853
3359,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3360,FALSE,60228,60228,31.86445051,-0.0058,0.499,0.018,11,4,0.1771
3361,FALSE,60384,60384,65.1139281,0.0393,0.503,0.015,6,4.3,0.1713
3362,FALSE,60228,60228,31.86445051,-0.0058,0.499,0.018,11,4,0.1771
3363,FALSE,60228,60228,31.86445051,-0.0058,0.499,0.018,11,4,0.1771
3364,FALSE,108718,108718,418.0169212,0.1281,0.502,0.053,7,2.7,0.1942
3365,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3366,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3367,FALSE,89075,89075,763.1544307,0.071,0.506,0.076,9,2.9,0.2033
3368,FALSE,56716,56716,42.8249989,-0.0322,0.501,0.102,1,3.4,0.1708
3369,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3370,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3371,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3372,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3373,FALSE,60228,60228,31.86445051,-0.0058,0.499,0.018,11,4,0.1771
3374,FALSE,72438,72438,135.1102719,0.0423,0.489,0.085,3,3.1,0.1763
3375,FALSE,67592,67592,59.84779539,0.0559,0.5,0.017,1,3.2,0.1739
3376,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3377,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3378,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3379,FALSE,55820,55820,831.919889,0.0908,0.527,0.084,15,4.1,0.1999
3380,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3381,FALSE,63849,63849,35.64996033,-0.015,0.501,0.072,1,3.2,0.1908
3382,FALSE,61082,61082,5.044820727,-0.0211,0.487,0.014,1,3.6,0.1499
3383,FALSE,100857,100857,682.9359689,0.0926,0.506,0.045,6,2.8,0.1846
3384,FALSE,60384,60384,65.1139281,0.0393,0.503,0.015,6,4.3,0.1713
3385,FALSE,83363,83363,843.7649228,0.0731,0.5,0.049,10,3.1,0.2034
3386,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3387,FALSE,59901,59901,29.78903364,0.0246,0.497,0.037,3,4.2,0.1538
3388,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3389,FALSE,60228,60228,31.86445051,-0.0058,0.499,0.018,11,4,0.1771
3390,FALSE,101891,101891,296.5892895,0.1337,0.503,0.044,3,2.8,0.1802
3391,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3392,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3393,FALSE,60228,60228,31.86445051,-0.0058,0.499,0.018,11,4,0.1771
3394,FALSE,64129,64129,54.21663309,0.0222,0.496,0.126,2,3.5,0.1836
3395,FALSE,72438,72438,135.1102719,0.0423,0.489,0.085,3,3.1,0.1763
3396,FALSE,83363,83363,843.7649228,0.0731,0.5,0.049,10,3.1,0.2034
3397,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3398,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3399,FALSE,83363,83363,843.7649228,0.0731,0.5,0.049,10,3.1,0.2034
3400,FALSE,108718,108718,418.0169212,0.1281,0.502,0.053,7,2.7,0.1942
3401,FALSE,64129,64129,54.21663309,0.0222,0.496,0.126,2,3.5,0.1836
3402,FALSE,80631,80631,242.2793943,0.0887,0.512,0.052,5,2.6,0.2171
3403,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3404,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3405,FALSE,100857,100857,682.9359689,0.0926,0.506,0.045,6,2.8,0.1846
3406,FALSE,83363,83363,843.7649228,0.0731,0.5,0.049,10,3.1,0.2034
3407,FALSE,60384,60384,65.1139281,0.0393,0.503,0.015,6,4.3,0.1713
3408,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3409,FALSE,56244,56244,2.881646761,-0.0816,0.475,0.017,1,4.1,0.146
3410,FALSE,80631,80631,242.2793943,0.0887,0.512,0.052,5,2.6,0.2171
3411,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3412,FALSE,91374,91374,209.2002957,0.0988,0.494,0.031,3,3.3,0.19
3413,FALSE,58664,58664,3.761679074,0.0525,0.501,0.024,1,4.3,0.1523
3414,FALSE,91374,91374,209.2002957,0.0988,0.494,0.031,3,3.3,0.19
3415,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3416,FALSE,60228,60228,31.86445051,-0.0058,0.499,0.018,11,4,0.1771
3417,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3418,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3419,FALSE,83363,83363,843.7649228,0.0731,0.5,0.049,10,3.1,0.2034
3420,FALSE,64219,64219,80.61883789,-0.0194,0.505,0.031,1,2.9,0.1677
3421,FALSE,64874,64874,61.4349424,0.0813,0.504,0.047,1,3,0.2061
3422,FALSE,62716,62716,24.45953791,0.0095,0.498,0.018,1,3.3,0.1642
3423,FALSE,80631,80631,242.2793943,0.0887,0.512,0.052,5,2.6,0.2171
3424,FALSE,58660,58660,16.91705508,0.0016,0.494,0.016,1,6,0.1529
3425,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3426,FALSE,89075,89075,763.1544307,0.071,0.506,0.076,9,2.9,0.2033
3427,FALSE,100857,100857,682.9359689,0.0926,0.506,0.045,6,2.8,0.1846
3428,FALSE,52545,52545,3.939666309,-0.0885,0.5,0.013,1,6.4,0.1453
3429,FALSE,80631,80631,242.2793943,0.0887,0.512,0.052,5,2.6,0.2171
3430,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3431,FALSE,71067,71067,76.42019737,0.0451,0.496,0.049,1,2.5,0.195
3432,FALSE,100857,100857,682.9359689,0.0926,0.506,0.045,6,2.8,0.1846
3433,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3434,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3435,FALSE,75519,75519,64.3707104,0.041,0.495,0.068,1,4.5,0.1736
3436,FALSE,65749,65749,41.64359325,0.0135,0.478,0.018,1,4.5,0.188
3437,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3438,FALSE,59901,59901,29.78903364,0.0246,0.497,0.037,3,4.2,0.1538
3439,FALSE,66449,66449,119.9248325,0.0648,0.496,0.036,5,3.2,0.183
3440,TRUE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3441,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3442,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3443,FALSE,89075,89075,763.1544307,0.071,0.506,0.076,9,2.9,0.2033
3444,FALSE,60228,60228,31.86445051,-0.0058,0.499,0.018,11,4,0.1771
3445,FALSE,100857,100857,682.9359689,0.0926,0.506,0.045,6,2.8,0.1846
3446,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3447,FALSE,108718,108718,418.0169212,0.1281,0.502,0.053,7,2.7,0.1942
3448,FALSE,62762,62762,3.911525622,-0.0591,0.502,0.025,1,3.6,0.1417
3449,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3450,FALSE,108718,108718,418.0169212,0.1281,0.502,0.053,7,2.7,0.1942
3451,FALSE,100857,100857,682.9359689,0.0926,0.506,0.045,6,2.8,0.1846
3452,FALSE,60384,60384,65.1139281,0.0393,0.503,0.015,6,4.3,0.1713
3453,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3454,FALSE,101891,101891,296.5892895,0.1337,0.503,0.044,3,2.8,0.1802
3455,FALSE,108718,108718,418.0169212,0.1281,0.502,0.053,7,2.7,0.1942
3456,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3457,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3458,FALSE,89075,89075,763.1544307,0.071,0.506,0.076,9,2.9,0.2033
3459,FALSE,61847,61847,29.67480903,0.0056,0.496,0.019,1,5.2,0.1715
3460,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3461,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3462,FALSE,63451,63451,19.30750018,-0.0399,0.505,0.035,1,2.3,0.1601
3463,FALSE,54984,54984,20.30554686,-0.0543,0.499,0.081,1,3.9,0.1768
3464,FALSE,72438,72438,135.1102719,0.0423,0.489,0.085,3,3.1,0.1763
3465,FALSE,61311,61311,26.17314589,0.0557,0.501,0.023,1,4,0.1622
3466,FALSE,66449,66449,119.9248325,0.0648,0.496,0.036,5,3.2,0.183
3467,FALSE,55684,55684,20.95885393,-0.0058,0.464,0.03,1,5.5,0.1735
3468,FALSE,108718,108718,418.0169212,0.1281,0.502,0.053,7,2.7,0.1942
3469,FALSE,59901,59901,29.78903364,0.0246,0.497,0.037,3,4.2,0.1538
3470,FALSE,68652,68652,3615.490237,0.0757,0.512,0.075,23,3,0.2379
3471,FALSE,101891,101891,296.5892895,0.1337,0.503,0.044,3,2.8,0.1802
3472,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3473,FALSE,40224,40224,160.6149504,-0.0005,0.528,0.03,2,5.1,0.2134
3474,FALSE,53414,53414,198.7079975,0.0275,0.509,0.068,2,6,0.1974
3475,FALSE,31018,31018,60.58578168,-0.1646,0.539,0.017,1,7.6,0.1829
3476,FALSE,45313,45313,434.006018,0.0611,0.514,0.039,7,2.7,0.2047
3477,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3478,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3479,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3480,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3481,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3482,FALSE,82323,82323,2286.603287,0.0896,0.505,0.07,43,2.8,0.2458
3483,FALSE,49619,49619,362.5125001,0.1008,0.511,0.056,2,5.2,0.2072
3484,FALSE,53414,53414,198.7079975,0.0275,0.509,0.068,2,6,0.1974
3485,FALSE,46606,46606,77.11286812,-0.0747,0.524,0.022,1,6,0.1848
3486,FALSE,50401,50401,100.5429047,0.0777,0.512,0.039,1,5.6,0.1756
3487,FALSE,44773,44773,266.5621145,-0.058,0.533,0.016,1,5.2,0.2086
3488,FALSE,34583,34583,66.37659032,-0.0523,0.48,0.101,1,7.1,0.2007
3489,FALSE,41733,41733,98.01164372,0.0049,0.515,0.047,1,5.4,0.1856
3490,FALSE,40224,40224,160.6149504,-0.0005,0.528,0.03,2,5.1,0.2134
3491,FALSE,41604,41604,105.3459611,-0.0828,0.516,0.023,1,5.5,0.1936
3492,FALSE,40515,40515,25.92003494,-0.0471,0.521,0.017,1,5.7,0.1691
3493,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3494,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3495,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3496,FALSE,62264,62264,52.0469167,-0.0206,0.504,0.031,1,3.1,0.1784
3497,FALSE,61428,61428,112.6792467,0.0238,0.504,0.019,2,3.2,0.1841
3498,FALSE,70705,70705,629.1197036,0.1121,0.509,0.071,5,2.9,0.2193
3499,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3500,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3501,TRUE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3502,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3503,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3504,FALSE,58029,58029,263.2905076,0.0988,0.515,0.035,3,2.4,0.2169
3505,FALSE,70705,70705,629.1197036,0.1121,0.509,0.071,5,2.9,0.2193
3506,FALSE,61662,61662,35.84872774,-0.014,0.492,0.013,1,2.7,0.1664
3507,FALSE,43886,43886,148.7429379,0.0276,0.466,0.017,2,3.7,0.2175
3508,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3509,FALSE,89236,89236,717.3392097,0.1033,0.509,0.034,4,2.5,0.1999
3510,FALSE,70161,70161,1957.867271,-0.0048,0.525,0.03,10,3.1,0.1934
3511,FALSE,70161,70161,1957.867271,-0.0048,0.525,0.03,10,3.1,0.1934
3512,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3513,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3514,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3515,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3516,FALSE,70705,70705,629.1197036,0.1121,0.509,0.071,5,2.9,0.2193
3517,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3518,FALSE,70161,70161,1957.867271,-0.0048,0.525,0.03,10,3.1,0.1934
3519,FALSE,89236,89236,717.3392097,0.1033,0.509,0.034,4,2.5,0.1999
3520,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3521,FALSE,84456,84456,248.5018682,0.1446,0.506,0.063,2,2.7,0.2093
3522,FALSE,70161,70161,1957.867271,-0.0048,0.525,0.03,10,3.1,0.1934
3523,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3524,FALSE,70161,70161,1957.867271,-0.0048,0.525,0.03,10,3.1,0.1934
3525,FALSE,61428,61428,112.6792467,0.0238,0.504,0.019,2,3.2,0.1841
3526,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3527,FALSE,53251,53251,93.21264796,0.0021,0.502,0.056,1,3.3,0.1773
3528,FALSE,57032,57032,40.34117979,0.0086,0.502,0.025,1,2.6,0.1732
3529,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3530,FALSE,52872,52872,21.15419343,-0.0448,0.492,0.025,1,3.2,0.1625
3531,FALSE,58029,58029,263.2905076,0.0988,0.515,0.035,3,2.4,0.2169
3532,FALSE,45313,45313,434.006018,0.0611,0.514,0.039,7,2.7,0.2047
3533,FALSE,68779,68779,342.7826063,0.0282,0.503,0.021,1,3.1,0.1971
3534,FALSE,50803,50803,65.29739726,-0.0088,0.514,0.019,1,3.2,0.1841
3535,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3536,TRUE,66501,66501,36148.65285,0.0216,0.526,0.189,19,4.1,0.2597
3537,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3538,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3539,FALSE,45313,45313,434.006018,0.0611,0.514,0.039,7,2.7,0.2047
3540,FALSE,46573,46573,66.3501959,-0.0131,0.478,0.028,2,3.3,0.174
3541,FALSE,49216,49216,214.1132817,-0.021,0.494,0.069,1,3.1,0.2068
3542,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3543,FALSE,43886,43886,148.7429379,0.0276,0.466,0.017,2,3.7,0.2175
3544,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3545,FALSE,55620,55620,96.15627153,0.0063,0.437,0.118,1,4.1,0.2539
3546,FALSE,57618,57618,136.3288306,0.0405,0.516,0.025,1,2.9,0.1868
3547,FALSE,45313,45313,434.006018,0.0611,0.514,0.039,7,2.7,0.2047
3548,FALSE,70161,70161,1957.867271,-0.0048,0.525,0.03,10,3.1,0.1934
3549,FALSE,38914,38914,21.57371401,-0.024,0.475,0.022,1,4.5,0.177
3550,FALSE,61847,61847,194.9079365,0.0098,0.495,0.029,1,2.6,0.2015
3551,FALSE,70705,70705,629.1197036,0.1121,0.509,0.071,5,2.9,0.2193
3552,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3553,TRUE,70161,70161,1957.867271,-0.0048,0.525,0.03,10,3.1,0.1934
3554,FALSE,70161,70161,1957.867271,-0.0048,0.525,0.03,10,3.1,0.1934
3555,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3556,FALSE,45313,45313,434.006018,0.0611,0.514,0.039,7,2.7,0.2047
3557,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3558,FALSE,57907,57907,1163.03589,0.041,0.516,0.092,22,3.7,0.2258
3559,FALSE,89236,89236,717.3392097,0.1033,0.509,0.034,4,2.5,0.1999
3560,FALSE,45313,45313,434.006018,0.0611,0.514,0.039,7,2.7,0.2047
3561,FALSE,53751,53751,28.40076245,-0.0351,0.5,0.016,1,3.4,0.1639
3562,FALSE,89236,89236,717.3392097,0.1033,0.509,0.034,4,2.5,0.1999
3563,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3564,FALSE,40177,40177,43.26458509,-0.0071,0.513,0.022,1,4.1,0.1763
3565,FALSE,46309,46309,4855.126072,-0.0623,0.516,0.042,20,3.9,0.2777
3566,FALSE,72469,72469,1884.675757,0.0954,0.505,0.12,80,3.3,0.2772
3567,FALSE,70929,70929,7.378685796,0.0667,0.49,0.029,1,3.3,0.1472
3568,FALSE,73731,73731,43.96760427,0.2178,0.481,0.04,15,2.3,0.2395
3569,FALSE,61334,61334,20.40348608,0.1241,0.502,0.03,9,4.7,0.1868
3570,FALSE,57209,57209,18.32257622,0.082,0.504,0.037,4,4,0.1475
3571,FALSE,61334,61334,20.40348608,0.1241,0.502,0.03,9,4.7,0.1868
3572,FALSE,47679,47679,0.769255462,-0.0756,0.495,0.038,1,3.7,0.1548
3573,FALSE,66075,66075,20.07385161,0.0869,0.505,0.034,5,3,0.1909
3574,FALSE,61334,61334,20.40348608,0.1241,0.502,0.03,9,4.7,0.1868
3575,FALSE,57279,57279,46.11663962,0.0861,0.5,0.034,10,3.2,0.2283
3576,FALSE,73731,73731,43.96760427,0.2178,0.481,0.04,15,2.3,0.2395
3577,FALSE,61334,61334,20.40348608,0.1241,0.502,0.03,9,4.7,0.1868
3578,FALSE,61334,61334,20.40348608,0.1241,0.502,0.03,9,4.7,0.1868
3579,FALSE,73731,73731,43.96760427,0.2178,0.481,0.04,15,2.3,0.2395
3580,FALSE,45313,45313,434.006018,0.0611,0.514,0.039,7,2.7,0.2047
3581,FALSE,70161,70161,1957.867271,-0.0048,0.525,0.03,10,3.1,0.1934
3582,FALSE,61435,61435,61.25407949,0.0826,0.508,0.058,7,3.2,0.2083
3583,FALSE,73731,73731,43.96760427,0.2178,0.481,0.04,15,2.3,0.2395
3584,FALSE,57279,57279,46.11663962,0.0861,0.5,0.034,10,3.2,0.2283
3585,FALSE,49771,49771,1.705817645,0.0219,0.488,0.055,1,2.9,0.1606
3586,FALSE,73731,73731,43.96760427,0.2178,0.481,0.04,15,2.3,0.2395
3587,FALSE,57209,57209,18.32257622,0.082,0.504,0.037,4,4,0.1475
3588,FALSE,51732,51732,30.15612874,0.0005,0.495,0.047,4,3.4,0.2061
3589,FALSE,66075,66075,20.07385161,0.0869,0.505,0.034,5,3,0.1909
3590,FALSE,57209,57209,18.32257622,0.082,0.504,0.037,4,4,0.1475
3591,FALSE,61334,61334,20.40348608,0.1241,0.502,0.03,9,4.7,0.1868
3592,FALSE,73731,73731,43.96760427,0.2178,0.481,0.04,15,2.3,0.2395
3593,FALSE,73731,73731,43.96760427,0.2178,0.481,0.04,15,2.3,0.2395
3594,FALSE,51869,51869,1.501476201,0.0037,0.496,0.028,1,3.2,0.1608
3595,FALSE,49249,49249,48.59584928,0.0205,0.497,0.047,3,3.8,0.1844
3596,FALSE,61435,61435,61.25407949,0.0826,0.508,0.058,7,3.2,0.2083
3597,FALSE,61435,61435,61.25407949,0.0826,0.508,0.058,7,3.2,0.2083
3598,FALSE,56677,56677,3.631319658,-0.041,0.482,0.03,1,2.4,0.1794
3599,FALSE,57279,57279,46.11663962,0.0861,0.5,0.034,10,3.2,0.2283
3600,FALSE,41780,41780,12.40954204,-0.0173,0.464,0.037,2,3.2,0.1734
3601,FALSE,42059,42059,1.493821999,-0.0198,0.482,0.047,1,3.8,0.1279
3602,FALSE,49019,49019,20.43955307,0.0562,0.507,0.048,1,4.2,0.1594
3603,FALSE,57279,57279,46.11663962,0.0861,0.5,0.034,10,3.2,0.2283
3604,FALSE,61334,61334,20.40348608,0.1241,0.502,0.03,9,4.7,0.1868
3605,FALSE,43669,43669,5.530159018,0.0147,0.499,0.033,2,7.2,0.1337
3606,FALSE,51740,51740,5.924233597,0.0584,0.497,0.033,3,3.4,0.1805
3607,FALSE,66075,66075,20.07385161,0.0869,0.505,0.034,5,3,0.1909
3608,FALSE,48703,48703,2.546198526,-0.0485,0.489,0.022,1,3.1,0.1673
3609,FALSE,57279,57279,46.11663962,0.0861,0.5,0.034,10,3.2,0.2283
3610,FALSE,61435,61435,61.25407949,0.0826,0.508,0.058,7,3.2,0.2083
3611,FALSE,51740,51740,5.924233597,0.0584,0.497,0.033,3,3.4,0.1805
3612,FALSE,51740,51740,5.924233597,0.0584,0.497,0.033,3,3.4,0.1805
3613,FALSE,66075,66075,20.07385161,0.0869,0.505,0.034,5,3,0.1909
3614,FALSE,66075,66075,20.07385161,0.0869,0.505,0.034,5,3,0.1909
3615,FALSE,73731,73731,43.96760427,0.2178,0.481,0.04,15,2.3,0.2395
3616,FALSE,57279,57279,46.11663962,0.0861,0.5,0.034,10,3.2,0.2283
3617,FALSE,61435,61435,61.25407949,0.0826,0.508,0.058,7,3.2,0.2083
3618,FALSE,57209,57209,18.32257622,0.082,0.504,0.037,4,4,0.1475
3619,FALSE,51732,51732,30.15612874,0.0005,0.495,0.047,4,3.4,0.2061
3620,FALSE,73731,73731,43.96760427,0.2178,0.481,0.04,15,2.3,0.2395
3621,FALSE,57279,57279,46.11663962,0.0861,0.5,0.034,10,3.2,0.2283
3622,FALSE,73731,73731,43.96760427,0.2178,0.481,0.04,15,2.3,0.2395
3623,FALSE,51732,51732,30.15612874,0.0005,0.495,0.047,4,3.4,0.2061
3624,FALSE,57279,57279,46.11663962,0.0861,0.5,0.034,10,3.2,0.2283
3625,FALSE,38409,38409,4.673022215,0.0526,0.499,0.041,1,4.3,0.1972
3626,FALSE,73731,73731,43.96760427,0.2178,0.481,0.04,15,2.3,0.2395
3627,FALSE,49249,49249,48.59584928,0.0205,0.497,0.047,3,3.8,0.1844
3628,FALSE,51881,51881,5.686186919,0.0235,0.494,0.04,2,3.7,0.198
3629,FALSE,73731,73731,43.96760427,0.2178,0.481,0.04,15,2.3,0.2395
3630,FALSE,49646,49646,1.956102037,0.0888,0.488,0.024,1,5.7,0.1367
3631,FALSE,49249,49249,48.59584928,0.0205,0.497,0.047,3,3.8,0.1844
3632,FALSE,51111,51111,1.973072245,-0.0227,0.486,0.042,1,2.2,0.1677
3633,FALSE,41780,41780,12.40954204,-0.0173,0.464,0.037,2,3.2,0.1734
3634,FALSE,61334,61334,20.40348608,0.1241,0.502,0.03,9,4.7,0.1868
3635,FALSE,61334,61334,20.40348608,0.1241,0.502,0.03,9,4.7,0.1868
3636,FALSE,61435,61435,61.25407949,0.0826,0.508,0.058,7,3.2,0.2083
3637,FALSE,49379,49379,3.013721658,-0.026,0.501,0.037,1,2.9,0.1877
3638,FALSE,51881,51881,5.686186919,0.0235,0.494,0.04,2,3.7,0.198
3639,FALSE,61435,61435,61.25407949,0.0826,0.508,0.058,7,3.2,0.2083
3640,FALSE,61383,61383,380.9811497,0.1056,0.498,0.074,11,2.8,0.2064
3641,FALSE,67264,67264,1739.43767,0.0949,0.507,0.129,11,3.3,0.2282
3642,FALSE,61383,61383,380.9811497,0.1056,0.498,0.074,11,2.8,0.2064
3643,FALSE,61522,61522,10.02796447,-0.0487,0.502,0.129,1,3.2,0.1748
3644,FALSE,61383,61383,380.9811497,0.1056,0.498,0.074,11,2.8,0.2064
3645,FALSE,67264,67264,1739.43767,0.0949,0.507,0.129,11,3.3,0.2282
3646,FALSE,72915,72915,47.08617516,0.0384,0.495,0.037,1,3.3,0.167
3647,FALSE,47006,47006,6.061590211,-0.0612,0.507,0.019,1,2.9,0.1374
3648,FALSE,61383,61383,380.9811497,0.1056,0.498,0.074,11,2.8,0.2064
3649,FALSE,50677,50677,0.95446262,-0.0042,0.49,0.033,1,2.4,0.1654
3650,FALSE,72291,72291,30.24703025,0.0309,0.488,0.026,1,2.9,0.1645
3651,FALSE,54474,54474,4.173024446,-0.0366,0.5,0.055,1,2.6,0.1518
3652,FALSE,61383,61383,380.9811497,0.1056,0.498,0.074,11,2.8,0.2064
3653,FALSE,58275,58275,61.28228542,0.0064,0.503,0.158,1,2.8,0.1929
