Index,BestList,median_HHI_2019,bach_deg_pct_14to18,pop_density_per_mile,change_in_pop_decade,perc_female,perc_hispanic,brewery_count,unemployment_rate,perc_age_25_39
1723,FALSE,60331,60331,20.08677693,0.1251,0.47,0.1,3,2.4,0.1914
1724,FALSE,75341,75341,443.1290803,0.1465,0.494,0.408,10,2.9,0.2441
1725,FALSE,78160,78160,81.38265135,0.2209,0.494,0.3,13,2.5,0.2294
1726,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1727,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1728,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1729,FALSE,89696,89696,762.725593,0.0829,0.501,0.156,30,2.5,0.2272
1730,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1731,FALSE,82364,82364,822.6913921,0.1288,0.504,0.198,20,2.7,0.2349
1732,FALSE,72675,72675,338.7260961,0.1362,0.495,0.177,26,3.3,0.2318
1733,FALSE,75332,75332,137.4802485,0.1605,0.502,0.119,32,2.4,0.2149
1734,FALSE,89696,89696,762.725593,0.0829,0.501,0.156,30,2.5,0.2272
1735,FALSE,89696,89696,762.725593,0.0829,0.501,0.156,30,2.5,0.2272
1736,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1737,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1738,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1739,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1740,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1741,FALSE,72836,72836,9.143397348,0.1042,0.493,0.065,4,2.9,0.1383
1742,FALSE,72836,72836,9.143397348,0.1042,0.493,0.065,4,2.9,0.1383
1743,FALSE,86570,86570,50.97491937,0.0973,0.453,0.146,7,1.8,0.2815
1744,FALSE,60249,60249,46.32358198,0.0486,0.505,0.148,6,3.4,0.197
1745,FALSE,51525,51525,27.28602075,0.0067,0.497,0.153,3,3.3,0.1532
1746,FALSE,70599,70599,45.57539202,0.0803,0.493,0.071,4,3.1,0.1488
1747,FALSE,51075,51075,70.58535588,0.0556,0.507,0.432,4,4.1,0.1954
1748,FALSE,82364,82364,822.6913921,0.1288,0.504,0.198,20,2.7,0.2349
1749,FALSE,75341,75341,443.1290803,0.1465,0.494,0.408,10,2.9,0.2441
1750,FALSE,56850,56850,21.56211944,0.1005,0.461,0.354,1,2.3,0.2457
1751,FALSE,75341,75341,443.1290803,0.1465,0.494,0.408,10,2.9,0.2441
1752,FALSE,72675,72675,338.7260961,0.1362,0.495,0.177,26,3.3,0.2318
1753,FALSE,82364,82364,822.6913921,0.1288,0.504,0.198,20,2.7,0.2349
1754,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1755,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1756,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1757,FALSE,86570,86570,50.97491937,0.0973,0.453,0.146,7,1.8,0.2815
1758,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1759,FALSE,75332,75332,137.4802485,0.1605,0.502,0.119,32,2.4,0.2149
1760,FALSE,82364,82364,822.6913921,0.1288,0.504,0.198,20,2.7,0.2349
1761,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1762,FALSE,123697,123697,417.9170911,0.1871,0.5,0.091,11,2.4,0.1869
1763,FALSE,72675,72675,338.7260961,0.1362,0.495,0.177,26,3.3,0.2318
1764,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1765,FALSE,75332,75332,137.4802485,0.1605,0.502,0.119,32,2.4,0.2149
1766,FALSE,61133,61133,1442.803177,0.1649,0.511,0.297,17,3.1,0.2254
1767,FALSE,72836,72836,9.143397348,0.1042,0.493,0.065,4,2.9,0.1383
1768,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1769,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1770,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1771,FALSE,57604,57604,10.39050493,0.1386,0.496,0.184,2,3.2,0.1484
1772,FALSE,75332,75332,137.4802485,0.1605,0.502,0.119,32,2.4,0.2149
1773,FALSE,72675,72675,338.7260961,0.1362,0.495,0.177,26,3.3,0.2318
1774,FALSE,75332,75332,137.4802485,0.1605,0.502,0.119,32,2.4,0.2149
1775,FALSE,60249,60249,46.32358198,0.0486,0.505,0.148,6,3.4,0.197
1776,FALSE,123697,123697,417.9170911,0.1871,0.5,0.091,11,2.4,0.1869
1777,FALSE,52239,52239,31.2047476,0.0212,0.425,0.135,2,4.6,0.2149
1778,FALSE,82364,82364,822.6913921,0.1288,0.504,0.198,20,2.7,0.2349
1779,FALSE,38213,38213,22.46337403,0.0485,0.501,0.476,3,3.6,0.2035
1780,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1781,FALSE,51075,51075,70.58535588,0.0556,0.507,0.432,4,4.1,0.1954
1782,FALSE,89696,89696,762.725593,0.0829,0.501,0.156,30,2.5,0.2272
1783,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1784,FALSE,77209,77209,6.357010783,0.1003,0.472,0.114,2,2.8,0.2294
1785,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1786,FALSE,50707,50707,19.08247218,0.0347,0.508,0.209,4,3.1,0.1634
1787,FALSE,72675,72675,338.7260961,0.1362,0.495,0.177,26,3.3,0.2318
1788,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1789,FALSE,77209,77209,6.357010783,0.1003,0.472,0.114,2,2.8,0.2294
1790,FALSE,75332,75332,137.4802485,0.1605,0.502,0.119,32,2.4,0.2149
1791,FALSE,73788,73788,20.37649407,0.0611,0.489,0.293,3,2.7,0.2115
1792,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1793,FALSE,38213,38213,22.46337403,0.0485,0.501,0.476,3,3.6,0.2035
1794,FALSE,77829,77829,33.22600968,0.0869,0.496,0.128,6,2.5,0.206
1795,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1796,FALSE,60249,60249,46.32358198,0.0486,0.505,0.148,6,3.4,0.197
1797,FALSE,86570,86570,50.97491937,0.0973,0.453,0.146,7,1.8,0.2815
1798,FALSE,82364,82364,822.6913921,0.1288,0.504,0.198,20,2.7,0.2349
1799,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1800,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1801,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1802,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1803,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1804,FALSE,48496,48496,12.35473563,-0.0635,0.5,0.444,1,4.1,0.1812
1805,FALSE,75332,75332,137.4802485,0.1605,0.502,0.119,32,2.4,0.2149
1806,FALSE,75332,75332,137.4802485,0.1605,0.502,0.119,32,2.4,0.2149
1807,FALSE,79900,79900,24.54285765,0.0631,0.471,0.076,3,2.5,0.1808
1808,FALSE,52841,52841,4.237429713,-0.0024,0.499,0.251,1,1.6,0.1814
1809,FALSE,50707,50707,19.08247218,0.0347,0.508,0.209,4,3.1,0.1634
1810,FALSE,82364,82364,822.6913921,0.1288,0.504,0.198,20,2.7,0.2349
1811,FALSE,96966,96966,1509.596889,0.0281,0.513,0.205,16,3.6,0.1769
1812,FALSE,89696,89696,762.725593,0.0829,0.501,0.156,30,2.5,0.2272
1813,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1814,FALSE,71029,71029,8.521770214,0.0566,0.465,0.096,3,2.1,0.208
1815,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1816,FALSE,75332,75332,137.4802485,0.1605,0.502,0.119,32,2.4,0.2149
1817,FALSE,75226,75226,398.8791929,-0.0334,0.498,0.111,10,3.6,0.1908
1818,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1819,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1820,FALSE,75332,75332,137.4802485,0.1605,0.502,0.119,32,2.4,0.2149
1821,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1822,FALSE,78160,78160,81.38265135,0.2209,0.494,0.3,13,2.5,0.2294
1823,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1824,FALSE,79900,79900,24.54285765,0.0631,0.471,0.076,3,2.5,0.1808
1825,FALSE,89696,89696,762.725593,0.0829,0.501,0.156,30,2.5,0.2272
1826,FALSE,72675,72675,338.7260961,0.1362,0.495,0.177,26,3.3,0.2318
1827,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1828,FALSE,88341,88341,449.1270004,0.097,0.496,0.14,40,2.4,0.205
1829,FALSE,106892,106892,2133.105285,0.2069,0.503,0.127,5,2.4,0.2302
1830,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1831,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1832,FALSE,75456,75456,4753.013072,0.1747,0.499,0.293,72,2.7,0.3279
1833,FALSE,69687,69687,1413.97604,-0.009,0.518,0.191,19,3.9,0.1963
1834,FALSE,96966,96966,1509.596889,0.0281,0.513,0.205,16,3.6,0.1769
1835,FALSE,69687,69687,1413.97604,-0.009,0.518,0.191,19,3.9,0.1963
1836,FALSE,63309,63309,227.6851689,-0.0141,0.504,0.124,4,4,0.1904
1837,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1838,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1839,FALSE,81015,81015,195.8948901,-0.0532,0.505,0.071,7,3.5,0.1614
1840,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1841,FALSE,69687,69687,1413.97604,-0.009,0.518,0.191,19,3.9,0.1963
1842,FALSE,81721,81721,439.8471707,-0.0199,0.513,0.066,5,3.2,0.1742
1843,FALSE,69687,69687,1413.97604,-0.009,0.518,0.191,19,3.9,0.1963
1844,FALSE,69687,69687,1413.97604,-0.009,0.518,0.191,19,3.9,0.1963
1845,FALSE,69687,69687,1413.97604,-0.009,0.518,0.191,19,3.9,0.1963
1846,FALSE,81721,81721,439.8471707,-0.0199,0.513,0.066,5,3.2,0.1742
1847,FALSE,69687,69687,1413.97604,-0.009,0.518,0.191,19,3.9,0.1963
1848,FALSE,81015,81015,195.8948901,-0.0532,0.505,0.071,7,3.5,0.1614
1849,FALSE,96966,96966,1509.596889,0.0281,0.513,0.205,16,3.6,0.1769
1850,FALSE,81015,81015,195.8948901,-0.0532,0.505,0.071,7,3.5,0.1614
1851,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1852,FALSE,75226,75226,398.8791929,-0.0334,0.498,0.111,10,3.6,0.1908
1853,FALSE,81015,81015,195.8948901,-0.0532,0.505,0.071,7,3.5,0.1614
1854,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1855,FALSE,81721,81721,439.8471707,-0.0199,0.513,0.066,5,3.2,0.1742
1856,FALSE,81015,81015,195.8948901,-0.0532,0.505,0.071,7,3.5,0.1614
1857,FALSE,81015,81015,195.8948901,-0.0532,0.505,0.071,7,3.5,0.1614
1858,FALSE,96966,96966,1509.596889,0.0281,0.513,0.205,16,3.6,0.1769
1859,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1860,FALSE,96966,96966,1509.596889,0.0281,0.513,0.205,16,3.6,0.1769
1861,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1862,FALSE,96966,96966,1509.596889,0.0281,0.513,0.205,16,3.6,0.1769
1863,FALSE,90181,90181,367.4204196,-0.0131,0.5,0.059,1,3.3,0.1677
1864,FALSE,75226,75226,398.8791929,-0.0334,0.498,0.111,10,3.6,0.1908
1865,FALSE,75226,75226,398.8791929,-0.0334,0.498,0.111,10,3.6,0.1908
1866,FALSE,96966,96966,1509.596889,0.0281,0.513,0.205,16,3.6,0.1769
1867,FALSE,96966,96966,1509.596889,0.0281,0.513,0.205,16,3.6,0.1769
1868,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1869,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1870,FALSE,96966,96966,1509.596889,0.0281,0.513,0.205,16,3.6,0.1769
1871,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1872,FALSE,69687,69687,1413.97604,-0.009,0.518,0.191,19,3.9,0.1963
1873,FALSE,96966,96966,1509.596889,0.0281,0.513,0.205,16,3.6,0.1769
1874,FALSE,69687,69687,1413.97604,-0.009,0.518,0.191,19,3.9,0.1963
1875,FALSE,69687,69687,1413.97604,-0.009,0.518,0.191,19,3.9,0.1963
1876,FALSE,75226,75226,398.8791929,-0.0334,0.498,0.111,10,3.6,0.1908
1877,FALSE,69687,69687,1413.97604,-0.009,0.518,0.191,19,3.9,0.1963
1878,FALSE,96966,96966,1509.596889,0.0281,0.513,0.205,16,3.6,0.1769
1879,FALSE,75226,75226,398.8791929,-0.0334,0.498,0.111,10,3.6,0.1908
1880,FALSE,63309,63309,227.6851689,-0.0141,0.504,0.124,4,4,0.1904
1881,FALSE,96966,96966,1509.596889,0.0281,0.513,0.205,16,3.6,0.1769
1882,FALSE,75226,75226,398.8791929,-0.0334,0.498,0.111,10,3.6,0.1908
1883,FALSE,96966,96966,1509.596889,0.0281,0.513,0.205,16,3.6,0.1769
1884,FALSE,64839,64839,250.2192657,0.1583,0.516,0.093,11,3.8,0.1495
1885,FALSE,64839,64839,250.2192657,0.1583,0.516,0.093,11,3.8,0.1495
1886,FALSE,64839,64839,250.2192657,0.1583,0.516,0.093,11,3.8,0.1495
1887,FALSE,76076,76076,1310.746776,0.0363,0.516,0.104,9,3.7,0.2105
1888,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1889,FALSE,69687,69687,1413.97604,-0.009,0.518,0.191,19,3.9,0.1963
1890,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1891,FALSE,69687,69687,1413.97604,-0.009,0.518,0.191,19,3.9,0.1963
1892,FALSE,69687,69687,1413.97604,-0.009,0.518,0.191,19,3.9,0.1963
1893,FALSE,81721,81721,439.8471707,-0.0199,0.513,0.066,5,3.2,0.1742
1894,FALSE,63309,63309,227.6851689,-0.0141,0.504,0.124,4,4,0.1904
1895,FALSE,75226,75226,398.8791929,-0.0334,0.498,0.111,10,3.6,0.1908
1896,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1897,FALSE,96966,96966,1509.596889,0.0281,0.513,0.205,16,3.6,0.1769
1898,FALSE,63309,63309,227.6851689,-0.0141,0.504,0.124,4,4,0.1904
1899,FALSE,75336,75336,1213.064398,-0.0026,0.514,0.188,19,3.9,0.1993
1900,FALSE,64839,64839,250.2192657,0.1583,0.516,0.093,11,3.8,0.1495
1901,FALSE,64839,64839,250.2192657,0.1583,0.516,0.093,11,3.8,0.1495
1902,FALSE,58804,58804,308.414324,0.1022,0.518,0.074,4,4.2,0.198
1903,FALSE,58804,58804,308.414324,0.1022,0.518,0.074,4,4.2,0.198
1904,FALSE,76076,76076,1310.746776,0.0363,0.516,0.104,9,3.7,0.2105
1905,FALSE,64839,64839,250.2192657,0.1583,0.516,0.093,11,3.8,0.1495
1906,FALSE,64839,64839,250.2192657,0.1583,0.516,0.093,11,3.8,0.1495
1907,FALSE,64839,64839,250.2192657,0.1583,0.516,0.093,11,3.8,0.1495
1908,FALSE,64839,64839,250.2192657,0.1583,0.516,0.093,11,3.8,0.1495
1909,FALSE,64839,64839,250.2192657,0.1583,0.516,0.093,11,3.8,0.1495
1910,FALSE,76076,76076,1310.746776,0.0363,0.516,0.104,9,3.7,0.2105
1911,FALSE,76076,76076,1310.746776,0.0363,0.516,0.104,9,3.7,0.2105
1912,FALSE,64839,64839,250.2192657,0.1583,0.516,0.093,11,3.8,0.1495
1913,FALSE,76076,76076,1310.746776,0.0363,0.516,0.104,9,3.7,0.2105
1914,FALSE,90395,90395,11560.5589,0.1474,0.526,0.113,17,5.5,0.3236
1915,FALSE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787
1916,FALSE,61133,61133,1442.803177,0.1649,0.511,0.297,17,3.1,0.2254
1917,FALSE,52822,52822,484.8970464,0.065,0.506,0.059,5,3.2,0.2084
1918,FALSE,76076,76076,1310.746776,0.0363,0.516,0.104,9,3.7,0.2105
1919,FALSE,76076,76076,1310.746776,0.0363,0.516,0.104,9,3.7,0.2105
1920,FALSE,76076,76076,1310.746776,0.0363,0.516,0.104,9,3.7,0.2105
1921,FALSE,90395,90395,11560.5589,0.1474,0.526,0.113,17,5.5,0.3236
1922,FALSE,90395,90395,11560.5589,0.1474,0.526,0.113,17,5.5,0.3236
1923,FALSE,90395,90395,11560.5589,0.1474,0.526,0.113,17,5.5,0.3236
1924,FALSE,90395,90395,11560.5589,0.1474,0.526,0.113,17,5.5,0.3236
1925,FALSE,90395,90395,11560.5589,0.1474,0.526,0.113,17,5.5,0.3236
1926,FALSE,90395,90395,11560.5589,0.1474,0.526,0.113,17,5.5,0.3236
1927,FALSE,90395,90395,11560.5589,0.1474,0.526,0.113,17,5.5,0.3236
1928,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028
1929,FALSE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787
1930,FALSE,64151,64151,542.7866114,0.1994,0.517,0.169,6,3.1,0.1573
1931,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028
1932,FALSE,61133,61133,1442.803177,0.1649,0.511,0.297,17,3.1,0.2254
1933,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355
1934,FALSE,54991,54991,1431.689462,0.0812,0.514,0.694,18,2.4,0.209
1935,FALSE,49880,49880,307.4706864,0.0807,0.518,0.105,6,2.9,0.2158
1936,FALSE,61173,61173,318.0192972,0.1369,0.52,0.127,3,3.8,0.1374
1937,FALSE,90395,90395,11560.5589,0.1474,0.526,0.113,17,5.5,0.3236
1938,FALSE,90395,90395,11560.5589,0.1474,0.526,0.113,17,5.5,0.3236
1939,FALSE,90395,90395,11560.5589,0.1474,0.526,0.113,17,5.5,0.3236
1940,FALSE,90395,90395,11560.5589,0.1474,0.526,0.113,17,5.5,0.3236
1941,FALSE,76415,76415,192.6124092,0.1647,0.507,0.286,4,3.1,0.1435
1942,FALSE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787
1943,FALSE,63464,63464,242.1137507,0.2945,0.503,0.059,1,4.6,0.0896
1944,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028
1945,FALSE,66621,66621,759.8731421,0.118,0.515,0.234,15,3.3,0.177
1946,FALSE,49880,49880,307.4706864,0.0807,0.518,0.105,6,2.9,0.2158
1947,FALSE,54991,54991,1431.689462,0.0812,0.514,0.694,18,2.4,0.209
1948,FALSE,57582,57582,592.6585958,0.0973,0.511,0.109,12,3.2,0.1691
1949,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428
1950,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355
1951,FALSE,54991,54991,1431.689462,0.0812,0.514,0.694,18,2.4,0.209
1952,FALSE,49880,49880,307.4706864,0.0807,0.518,0.105,6,2.9,0.2158
1953,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355
1954,FALSE,76415,76415,192.6124092,0.1647,0.507,0.286,4,3.1,0.1435
1955,FALSE,54991,54991,1431.689462,0.0812,0.514,0.694,18,2.4,0.209
1956,FALSE,51817,51817,403.1383268,0.1693,0.51,0.246,4,3.7,0.1942
1957,FALSE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787
1958,FALSE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787
1959,FALSE,63520,63520,226.539833,0.142,0.493,0.097,4,2.7,0.2277
1960,FALSE,69954,69954,1525.853677,0.1041,0.516,0.225,7,2.9,0.219
1961,FALSE,90839,90839,440.6389691,0.282,0.513,0.075,5,2.6,0.16
1962,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355
1963,FALSE,53554,53554,502.514005,0.1061,0.512,0.15,5,3.4,0.1716
1964,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028
1965,FALSE,62364,62364,982.2361134,0.197,0.51,0.225,8,3.1,0.1621
1966,FALSE,55745,55745,741.6754364,0.1611,0.514,0.165,6,3.5,0.1741
1967,FALSE,90839,90839,440.6389691,0.282,0.513,0.075,5,2.6,0.16
1968,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355
1969,FALSE,67528,67528,75.49004253,0.0153,0.482,0.253,5,2.1,0.1839
1970,FALSE,54991,54991,1431.689462,0.0812,0.514,0.694,18,2.4,0.209
1971,FALSE,66139,66139,182.1985854,0.1787,0.49,0.059,2,3,0.2072
1972,FALSE,61133,61133,1442.803177,0.1649,0.511,0.297,17,3.1,0.2254
1973,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469
1974,FALSE,55745,55745,741.6754364,0.1611,0.514,0.165,6,3.5,0.1741
1975,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428
1976,FALSE,66621,66621,759.8731421,0.118,0.515,0.234,15,3.3,0.177
1977,FALSE,57582,57582,592.6585958,0.0973,0.511,0.109,12,3.2,0.1691
1978,FALSE,57582,57582,592.6585958,0.0973,0.511,0.109,12,3.2,0.1691
1979,FALSE,62364,62364,982.2361134,0.197,0.51,0.225,8,3.1,0.1621
1980,FALSE,52270,52270,283.0616225,0.2849,0.506,0.558,1,3.3,0.2177
1981,FALSE,53554,53554,502.514005,0.1061,0.512,0.15,5,3.4,0.1716
1982,FALSE,57582,57582,592.6585958,0.0973,0.511,0.109,12,3.2,0.1691
1983,FALSE,66258,66258,780.2967611,0.1252,0.524,0.096,6,3.1,0.1259
1984,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028
1985,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428
1986,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428
1987,FALSE,55081,55081,440.2506103,0.0616,0.527,0.067,5,3.1,0.2042
1988,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428
1989,FALSE,63520,63520,226.539833,0.142,0.493,0.097,4,2.7,0.2277
1990,FALSE,72818,72818,136.6322407,0.1728,0.509,0.047,4,2.9,0.1724
1991,FALSE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787
1992,TRUE,61133,61133,1442.803177,0.1649,0.511,0.297,17,3.1,0.2254
1993,FALSE,54991,54991,1431.689462,0.0812,0.514,0.694,18,2.4,0.209
1994,FALSE,49762,49762,257.2769969,0.0563,0.515,0.061,2,4.8,0.1259
1995,FALSE,66621,66621,759.8731421,0.118,0.515,0.234,15,3.3,0.177
1996,FALSE,61133,61133,1442.803177,0.1649,0.511,0.297,17,3.1,0.2254
1997,FALSE,55745,55745,741.6754364,0.1611,0.514,0.165,6,3.5,0.1741
1998,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428
1999,FALSE,60454,60454,49.91191512,0.0717,0.474,0.028,1,3.1,0.2186
2000,FALSE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787
2001,FALSE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787
2002,TRUE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787
2003,FALSE,49880,49880,307.4706864,0.0807,0.518,0.105,6,2.9,0.2158
2004,FALSE,61133,61133,1442.803177,0.1649,0.511,0.297,17,3.1,0.2254
2005,FALSE,64151,64151,542.7866114,0.1994,0.517,0.169,6,3.1,0.1573
2006,FALSE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787
2007,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028
2008,FALSE,58958,58958,231.3972051,0.0053,0.51,0.019,5,3,0.186
2009,FALSE,69954,69954,1525.853677,0.1041,0.516,0.225,7,2.9,0.219
2010,FALSE,66621,66621,759.8731421,0.118,0.515,0.234,15,3.3,0.177
2011,FALSE,66621,66621,759.8731421,0.118,0.515,0.234,15,3.3,0.177
2012,FALSE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787
2013,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355
2014,FALSE,54756,54756,277.694887,0.1532,0.513,0.077,1,3.7,0.1148
2015,FALSE,67528,67528,75.49004253,0.0153,0.482,0.253,5,2.1,0.1839
2016,FALSE,55081,55081,440.2506103,0.0616,0.527,0.067,5,3.1,0.2042
2017,FALSE,54991,54991,1431.689462,0.0812,0.514,0.694,18,2.4,0.209
2018,FALSE,79235,79235,2020.255015,0.1347,0.516,0.072,25,3.5,0.2469
2019,FALSE,66621,66621,759.8731421,0.118,0.515,0.234,15,3.3,0.177
2020,FALSE,90839,90839,440.6389691,0.282,0.513,0.075,5,2.6,0.16
2021,FALSE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787
2022,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355
2023,FALSE,55745,55745,741.6754364,0.1611,0.514,0.165,6,3.5,0.1741
2024,FALSE,49880,49880,307.4706864,0.0807,0.518,0.105,6,2.9,0.2158
2025,FALSE,58376,58376,230.3420488,0.0335,0.504,0.067,3,3.9,0.1985
2026,FALSE,57582,57582,592.6585958,0.0973,0.511,0.109,12,3.2,0.1691
2027,FALSE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787
2028,FALSE,62364,62364,982.2361134,0.197,0.51,0.225,8,3.1,0.1621
2029,TRUE,66621,66621,759.8731421,0.118,0.515,0.234,15,3.3,0.177
2030,FALSE,64151,64151,542.7866114,0.1994,0.517,0.169,6,3.1,0.1573
2031,FALSE,56708,56708,3560.991822,0.06,0.52,0.102,37,3,0.1787
2032,FALSE,58339,58339,1256.579707,0.0976,0.515,0.105,20,3.3,0.2355
2033,FALSE,51817,51817,403.1383268,0.1693,0.51,0.246,4,3.7,0.1942
2034,FALSE,52822,52822,484.8970464,0.065,0.506,0.059,5,3.2,0.2084
2035,FALSE,63133,63133,1542.403443,0.1776,0.509,0.327,19,2.9,0.2428
2036,FALSE,47087,47087,89.88006129,0.058,0.482,0.067,1,3.2,0.1921
2037,FALSE,57582,57582,592.6585958,0.0973,0.511,0.109,12,3.2,0.1691
2038,FALSE,61133,61133,1442.803177,0.1649,0.511,0.297,17,3.1,0.2254
2039,FALSE,39068,39068,12.24469887,-0.0471,0.51,0.026,2,4.6,0.1485
2040,FALSE,61429,61429,1614.152928,0.1048,0.513,0.311,14,3,0.2028
