fips_txt,Stabr,area_name,countbrewpub,countcontract,countmicro,countregional,counttotal,countlargest,countbest,median_HHI_2019,bach_deg_pct_14to18,Latitude,Longitude,population2019,countyshort
5049,AR,"Fulton County, AR",0,0,0,0,0,0,0,32926,11.8,36.38344,-91.819239,12477,Fulton
5051,AR,"Garland County, AR",3,0,0,0,3,0,0,45786,20.2,34.57886,-93.146915,99386,Garland
5053,AR,"Grant County, AR",0,0,0,0,0,0,0,58566,18.3,34.28806,-92.423984,18265,Grant
5055,AR,"Greene County, AR",1,0,0,0,1,0,0,47098,15.9,36.11992,-90.565241,45325,Greene
5057,AR,"Hempstead County, AR",0,0,0,0,0,0,0,40867,15.1,33.72861,-93.665809,21532,Hempstead
5059,AR,"Hot Spring County, AR",0,0,0,0,0,0,0,45860,14.7,34.31518,-92.944147,33771,Hot Spring
5061,AR,"Howard County, AR",0,0,0,0,0,0,0,41427,14.7,34.08318,-93.990988,13202,Howard
5063,AR,"Independence County, AR",0,0,0,0,0,0,0,47903,18.9,35.7375,-91.559942,37825,Independence
5065,AR,"Izard County, AR",1,0,0,0,1,0,0,40233,13.8,36.09488,-91.913625,13629,Izard
5067,AR,"Jackson County, AR",0,0,0,0,0,0,0,38636,10.2,35.59661,-91.223178,16719,Jackson
5069,AR,"Jefferson County, AR",0,0,0,0,0,0,0,40555,17.8,34.2777,-91.930701,66824,Jefferson
5071,AR,"Johnson County, AR",0,0,0,0,0,0,0,40396,15.8,35.57336,-93.466322,26578,Johnson
5073,AR,"Lafayette County, AR",0,0,0,0,0,0,0,37164,16.5,33.24066,-93.611643,6624,Lafayette
5075,AR,"Lawrence County, AR",0,0,0,0,0,0,0,39604,15,36.0411,-91.101153,16406,Lawrence
5077,AR,"Lee County, AR",0,0,0,0,0,0,0,30421,8.9,34.77975,-90.779288,8857,Lee
5079,AR,"Lincoln County, AR",0,0,0,0,0,0,0,44272,8.9,33.95767,-91.727624,13024,Lincoln
5081,AR,"Little River County, AR",0,0,0,0,0,0,0,43257,11.4,33.6995,-94.229774,12259,Little River
5083,AR,"Logan County, AR",0,0,0,0,0,0,0,42249,12.1,35.21855,-93.720563,21466,Logan
5085,AR,"Lonoke County, AR",0,0,0,0,0,0,0,62782,20.3,34.75511,-91.894132,73309,Lonoke
5087,AR,"Madison County, AR",0,0,0,0,0,0,0,48016,12.5,36.01255,-93.724053,16576,Madison
5089,AR,"Marion County, AR",0,0,0,0,0,0,0,38760,17.2,36.26666,-92.678588,16694,Marion
5091,AR,"Miller County, AR",0,0,0,0,0,0,0,50905,16.6,33.30551,-93.901509,43257,Miller
5093,AR,"Mississippi County, AR",0,0,0,0,0,0,0,39990,12.8,35.76694,-90.052209,40651,Mississippi
5095,AR,"Monroe County, AR",0,0,0,0,0,0,0,34289,10.5,34.67951,-91.203314,6701,Monroe
5097,AR,"Montgomery County, AR",0,0,0,0,0,0,0,39591,10.8,34.54565,-93.664147,8986,Montgomery
5099,AR,"Nevada County, AR",0,0,0,0,0,0,0,36528,15.4,33.6667,-93.305072,8252,Nevada
5101,AR,"Newton County, AR",0,0,0,0,0,0,0,37648,16.2,35.91006,-93.215084,7753,Newton
5103,AR,"Ouachita County, AR",0,0,0,0,0,0,0,46393,16,33.59116,-92.878418,23382,Ouachita
5105,AR,"Perry County, AR",0,0,0,0,0,0,0,50560,11.9,34.94636,-92.926877,10455,Perry
5107,AR,"Phillips County, AR",0,0,0,0,0,0,0,31521,14,34.42584,-90.848386,17782,Phillips
5109,AR,"Pike County, AR",0,0,0,0,0,0,0,44426,14.7,34.15819,-93.658659,10718,Pike
5111,AR,"Poinsett County, AR",0,0,0,0,0,0,0,40536,10.1,35.56898,-90.680595,23528,Poinsett
5113,AR,"Polk County, AR",0,0,0,0,0,0,0,39722,13.3,34.49092,-94.230884,19964,Polk
5115,AR,"Pope County, AR",0,0,0,0,0,0,0,47519,22,35.4553,-93.031535,64072,Pope
5117,AR,"Prairie County, AR",0,0,0,0,0,0,0,46205,15.1,34.82823,-91.5572,8062,Prairie
5119,AR,"Pulaski County, AR",5,0,6,0,11,0,0,52684,34.1,34.77399,-92.316515,391911,Pulaski
5121,AR,"Randolph County, AR",0,0,0,0,0,0,0,42875,14,36.3413,-91.028441,17958,Randolph
5123,AR,"St. Francis County, AR",0,0,0,0,0,0,0,34389,10.6,35.01444,-90.742199,24994,St. Francis
5125,AR,"Saline County, AR",0,0,0,0,0,0,0,66944,26.1,34.64853,-92.674463,122437,Saline
5127,AR,"Scott County, AR",0,0,0,0,0,0,0,38065,9.1,34.85887,-94.063641,10281,Scott
5129,AR,"Searcy County, AR",0,0,0,0,0,0,0,34712,12.5,35.90966,-92.699351,7881,Searcy
5131,AR,"Sebastian County, AR",0,0,1,0,1,0,0,48945,19.7,35.19698,-94.274989,127827,Sebastian
5133,AR,"Sevier County, AR",0,0,0,0,0,0,0,43493,11.5,33.99461,-94.24329,17007,Sevier
5135,AR,"Sharp County, AR",0,0,0,0,0,0,0,37591,11.3,36.1734,-91.471069,17442,Sharp
5137,AR,"Stone County, AR",0,0,0,0,0,0,0,36930,12.8,35.85699,-92.140494,12506,Stone
5139,AR,"Union County, AR",0,0,0,0,0,0,0,46602,20.8,33.16822,-92.598145,38682,Union
5141,AR,"Van Buren County, AR",0,0,0,0,0,0,0,38096,14.1,35.58296,-92.515977,16545,Van Buren
5143,AR,"Washington County, AR",5,1,3,0,10,0,0,52158,32.8,35.97121,-94.218417,239187,Washington
5145,AR,"White County, AR",0,0,0,0,0,0,0,46388,21.4,35.25472,-91.753158,78753,White
5147,AR,"Woodruff County, AR",0,0,0,0,0,0,0,36568,12,35.18907,-91.244418,6320,Woodruff
5149,AR,"Yell County, AR",0,0,0,0,0,0,0,44469,13.5,34.99771,-93.408303,21341,Yell
6001,CA,"Alameda County, CA",8,3,20,3,39,0,0,107589,46,37.64808,-121.913304,1671329,Alameda
6003,CA,"Alpine County, CA",0,0,0,0,0,0,0,58112,30,38.61761,-119.798999,1129,Alpine
6005,CA,"Amador County, CA",0,0,1,0,1,0,0,62640,20.3,38.44355,-120.653856,39752,Amador
6007,CA,"Butte County, CA",2,0,4,1,7,1,1,58394,26.5,39.66596,-121.601919,219186,Butte
6009,CA,"Calaveras County, CA",1,0,0,0,1,0,0,68248,18.7,38.18784,-120.555115,45905,Calaveras
6011,CA,"Colusa County, CA",0,0,0,0,1,0,0,59048,15.4,39.17774,-122.237563,21547,Colusa
6013,CA,"Contra Costa County, CA",4,1,8,0,14,0,0,106555,41.7,37.91948,-121.951543,1153526,Contra Costa
6015,CA,"Del Norte County, CA",2,0,0,0,2,0,0,48979,14.3,41.7499,-123.980998,27812,Del Norte
6017,CA,"El Dorado County, CA",7,0,7,0,17,0,0,86202,33.7,38.78553,-120.534398,192843,El Dorado
6019,CA,"Fresno County, CA",2,0,7,0,13,0,0,56926,20.7,36.76101,-119.655019,999101,Fresno
6021,CA,"Glenn County, CA",0,0,0,0,0,0,0,55682,13.9,39.60255,-122.4017,28393,Glenn
6023,CA,"Humboldt County, CA",2,0,7,1,11,1,0,51134,29.8,40.70667,-123.925818,135558,Humboldt
6025,CA,"Imperial County, CA",1,0,1,0,2,0,0,48102,14.5,33.04082,-115.355395,181215,Imperial
6027,CA,"Inyo County, CA",0,0,2,0,2,0,0,59605,26.1,36.56198,-117.403927,18039,Inyo
6029,CA,"Kern County, CA",4,0,1,0,6,0,0,53245,16.1,35.34663,-118.729506,900202,Kern
6031,CA,"Kings County, CA",0,0,1,0,1,0,0,57297,13.5,36.07248,-119.81553,152940,Kings
6033,CA,"Lake County, CA",1,0,1,0,3,0,0,46897,15.8,39.0948,-122.746757,64386,Lake
6035,CA,"Lassen County, CA",2,0,0,0,2,0,0,53613,12,40.72109,-120.629931,30573,Lassen
6037,CA,"Los Angeles County, CA",22,10,64,0,123,0,2,72721,31.8,34.1964,-118.261862,10039107,Los Angeles
6039,CA,"Madera County, CA",1,1,2,0,4,0,0,61105,14.5,37.21004,-119.749852,157327,Madera
6041,CA,"Marin County, CA",5,0,2,0,9,0,0,112069,58.8,38.05182,-122.745974,258826,Marin
6043,CA,"Mariposa County, CA",0,0,2,0,2,0,0,52760,23.4,37.57003,-119.91286,17203,Mariposa
6045,CA,"Mendocino County, CA",1,1,1,2,5,1,0,52309,24.7,39.43239,-123.442881,86749,Mendocino
6047,CA,"Merced County, CA",0,0,1,0,1,0,0,59733,14,37.19481,-120.722802,277680,Merced
6049,CA,"Modoc County, CA",0,0,0,0,0,0,0,45311,15.9,41.59292,-120.71837,8841,Modoc
6051,CA,"Mono County, CA",0,0,2,0,2,0,0,66226,30.6,37.91584,-118.875167,14444,Mono
6053,CA,"Monterey County, CA",1,1,2,0,4,0,0,76509,24.5,36.24011,-121.315573,434061,Monterey
6055,CA,"Napa County, CA",8,0,3,0,12,0,0,90230,34.9,38.50735,-122.325995,137744,Napa
6057,CA,"Nevada County, CA",1,0,2,0,3,0,0,69550,36.6,39.29519,-120.773446,99755,Nevada
6059,CA,"Orange County, CA",14,0,30,0,55,0,3,95761,39.9,33.67569,-117.777207,3175692,Orange
6061,CA,"Placer County, CA",4,0,8,0,13,0,0,97688,38.6,39.06203,-120.722718,398329,Placer
6063,CA,"Plumas County, CA",0,0,0,0,0,0,0,59376,23.5,39.99517,-120.829516,18807,Plumas
6065,CA,"Riverside County, CA",11,0,18,0,33,1,0,72905,21.8,33.72983,-116.002239,2470546,Riverside
6067,CA,"Sacramento County, CA",6,0,20,0,31,0,0,71891,30.4,38.45001,-121.340441,1552058,Sacramento
6069,CA,"San Benito County, CA",1,0,1,0,2,0,0,84209,19.7,36.6107,-121.085296,62808,San Benito
6071,CA,"San Bernardino County, CA",5,0,17,1,25,0,0,67398,20.3,34.85722,-116.181197,2180085,San Bernardino
6073,CA,"San Diego County, CA",37,2,94,9,159,3,7,83576,38.1,33.0236,-116.776117,3338330,San Diego
6075,CA,"San Francisco County/city, CA",17,1,12,1,37,1,1,121795,57.1,37.72724,-123.032229,881549,San Francisco
6077,CA,"San Joaquin County, CA",3,0,4,0,8,0,0,68458,18.4,37.93503,-121.272237,762148,San Joaquin
6079,CA,"San Luis Obispo County, CA",7,1,13,1,24,0,0,76599,34.6,35.38523,-120.44754,283111,San Luis Obispo
6081,CA,"San Mateo County, CA",5,1,5,0,12,0,0,135234,49.9,37.41466,-122.371542,766573,San Mateo
6083,CA,"Santa Barbara County, CA",8,0,11,1,22,0,1,74530,33.8,34.53738,-120.038485,446499,Santa Barbara
6085,CA,"Santa Clara County, CA",10,5,9,2,27,1,0,132444,51.3,37.22078,-121.690622,1927852,Santa Clara
6087,CA,"Santa Cruz County, CA",5,0,5,0,12,0,1,85770,40,37.01249,-122.007205,273213,Santa Cruz
6089,CA,"Shasta County, CA",2,0,1,0,3,0,0,61464,22.2,40.76052,-122.04355,180080,Shasta
6091,CA,"Sierra County, CA",0,0,0,0,0,0,0,55862,18.7,39.57693,-120.521993,3005,Sierra
6093,CA,"Siskiyou County, CA",2,0,2,0,4,0,0,45954,22.5,41.58799,-122.533287,43539,Siskiyou
6095,CA,"Solano County, CA",1,1,4,0,10,0,0,85704,26.2,38.26723,-121.939594,447643,Solano
6097,CA,"Sonoma County, CA",13,0,13,3,32,1,1,87084,34.9,38.53257,-122.945194,494336,Sonoma
6099,CA,"Stanislaus County, CA",0,0,3,0,3,0,0,62761,16.9,37.56238,-121.002656,550660,Stanislaus
6101,CA,"Sutter County, CA",1,0,0,0,1,0,0,60910,17.7,39.03526,-121.702758,96971,Sutter
6103,CA,"Tehama County, CA",1,0,0,0,1,0,0,51672,15.5,40.12616,-122.232276,65084,Tehama
6105,CA,"Trinity County, CA",0,0,0,0,0,0,0,43881,19.7,40.64772,-123.114404,12285,Trinity
6107,CA,"Tulare County, CA",1,0,2,0,3,0,0,56776,14.3,36.23045,-118.780542,466195,Tulare
